"Date","BTC-USD","SOL-USD","BCH-USD","MATIC-USD","ALGO-USD","LINK-USD","ETH-USD","LTC-USD","ADA-USD","AVAX-USD"
"2021-05-09","58232.316406","44.330196","1428.528809","0.969865","1.512605","52.198696","3928.844727","386.450775","1.770562","39.021637"
"2021-05-10","55859.796875","42.909634","1321.401123","0.875069","1.371486","46.468697","3952.293945","359.329315","1.644696","34.701488"
"2021-05-11","56704.574219","44.577469","1542.425049","1.06922","1.476457","48.754765","4168.701172","377.388794","1.764077","36.82478"
"2021-05-12","49150.535156","42.45731","1209.806885","1.019014","1.251076","41.03371","3785.848633","303.084869","1.552775","32.016247"
"2021-05-13","49716.191406","40.997852","1251.692139","1.053154","1.352792","43.089832","3715.148438","316.909332","1.933668","34.98024"
"2021-05-14","49880.535156","42.717865","1298.664795","1.470762","1.468776","46.546902","4079.057373","326.233856","2.004796","36.951202"
"2021-05-15","46760.1875","43.461308","1170.348389","1.608185","1.383846","41.498314","3638.12207","299.772522","2.174027","34.410564"
"2021-05-16","46456.058594","47.200829","1168.729004","1.714745","1.400199","40.737148","3587.506104","296.627045","2.309113","36.51881"
"2021-05-17","43537.511719","46.863205","1068.65686","1.727973","1.285366","37.194439","3282.397705","281.769318","2.032226","33.662254"
"2021-05-18","42909.402344","55.910961","1091.550171","2.454367","1.366016","42.545315","3380.070068","294.619324","2.003662","36.822159"
"2021-05-19","37002.441406","35.107182","706.795837","1.65939","0.943497","26.70196","2460.679199","189.520172","1.482521","23.383896"
"2021-05-20","40782.738281","44.742748","821.600525","1.841451","1.11316","30.781229","2784.294189","212.276138","1.810469","25.196884"
"2021-05-21","37304.691406","38.812851","687.957153","1.482336","0.980976","25.577578","2430.621338","180.197037","1.552277","21.801769"
"2021-05-22","37536.632813","31.315582","631.782227","1.193292","0.974528","23.292158","2295.705566","169.594559","1.463622","18.851139"
"2021-05-23","34770.582031","24.688747","556.139771","1.086715","0.825903","20.008373","2109.579834","143.519363","1.325436","15.756152"
"2021-05-24","38705.980469","31.283571","748.421692","1.717577","0.977903","26.362959","2643.591064","183.994125","1.549485","19.410948"
"2021-05-25","38402.222656","29.997078","719.947815","1.94005","0.976358","27.629839","2706.628906","183.497894","1.555369","19.450809"
"2021-05-26","39294.199219","35.539818","765.048828","2.210167","1.024055","33.984875","2888.69873","199.224335","1.782702","20.905676"
"2021-05-27","38436.96875","33.584591","745.955078","2.026745","0.968786","31.514713","2736.488525","193.121094","1.64596","19.000336"
"2021-05-28","35697.605469","29.039276","689.947876","1.823294","0.898697","27.951693","2419.90625","177.320663","1.511987","16.733412"
"2021-05-29","34616.066406","27.376421","651.579956","1.698194","0.829413","25.39864","2279.51416","163.808105","1.406232","16.127493"
"2021-05-30","35678.128906","28.602659","663.512024","1.864938","0.85018","26.869602","2390.30542","170.978226","1.577279","16.534386"
"2021-05-31","37332.855469","32.816246","703.882568","1.881024","0.937608","32.088585","2714.945313","188.033676","1.742778","18.16132"
"2021-06-01","36684.925781","30.98526","691.40387","1.821164","0.894697","30.699013","2633.518311","182.980698","1.734753","17.77317"
"2021-06-02","37575.179688","33.956318","697.912964","1.795897","1.018265","30.656301","2706.125","187.263977","1.752824","18.67708"
"2021-06-03","39208.765625","39.470905","718.448181","1.823846","1.109922","32.190559","2855.126465","193.086182","1.840471","20.243713"
"2021-06-04","36894.40625","37.41507","671.13916","1.631484","1.028761","28.875753","2688.195068","178.872009","1.710908","18.247404"
"2021-06-05","35551.957031","39.5854","649.438354","1.527334","0.976601","27.126797","2630.576904","173.028717","1.659009","17.250303"
"2021-06-06","35862.378906","42.308376","657.495728","1.583428","1.024901","27.551577","2715.092773","176.639435","1.678248","17.40011"
"2021-06-07","33560.707031","38.262333","596.077881","1.480122","0.955256","24.52721","2590.263184","161.732803","1.564106","15.52264"
"2021-06-08","33472.632813","41.517815","597.092285","1.485099","0.943442","24.174898","2517.438721","161.161072","1.58803","14.86894"
"2021-06-09","37345.121094","42.031776","633.143494","1.492427","1.046551","25.569342","2608.26709","172.138657","1.624826","15.386891"
"2021-06-10","36702.597656","41.098675","602.84613","1.362205","1.04392","23.100679","2471.518555","168.203064","1.531857","14.176408"
"2021-06-11","37334.398438","36.046085","578.271545","1.251965","0.971232","21.478968","2353.768799","162.880524","1.436378","13.418979"
"2021-06-12","35552.515625","36.441689","580.533142","1.341269","0.986114","21.686546","2372.484375","162.014862","1.48022","13.55193"
"2021-06-13","39097.859375","38.770435","614.354919","1.469217","1.040552","23.337601","2508.391602","170.930878","1.558359","14.775566"
"2021-06-14","40218.476563","38.713055","625.369507","1.477863","1.086212","23.860899","2537.891113","172.949097","1.57511","14.965836"
"2021-06-15","40406.269531","41.153648","639.20459","1.69146","1.071182","26.084227","2610.936768","178.659424","1.597756","15.180043"
"2021-06-16","38347.0625","39.703617","593.046631","1.477197","1.015972","23.015078","2367.663574","166.458939","1.482573","14.067678"
"2021-06-17","38053.503906","39.264591","599.35791","1.503794","1.065078","23.356791","2372.001953","167.055695","1.482194","14.832069"
"2021-06-18","35787.246094","36.648796","563.286804","1.377261","0.985029","21.211151","2231.733154","156.355637","1.415396","13.627871"
"2021-06-19","35615.871094","35.353436","554.896729","1.363695","0.940408","20.423983","2178.499023","153.295456","1.39057","13.457729"
"2021-06-20","35698.296875","35.322014","557.529602","1.398996","0.936015","21.735416","2246.364502","155.09259","1.429188","13.970991"
"2021-06-21","31676.693359","26.6574","456.293457","1.099052","0.755001","17.424097","1888.44751","124.786461","1.17748","11.210616"
"2021-06-22","32505.660156","26.771856","443.783264","1.074384","0.743265","16.806492","1874.950073","119.602684","1.153254","10.526582"
"2021-06-23","33723.027344","30.048887","469.375641","1.158587","0.833009","18.387203","1989.736328","128.674988","1.252896","11.193947"
"2021-06-24","34662.4375","31.181034","486.207886","1.203148","0.871621","19.037357","1988.456299","134.484604","1.356087","11.482957"
"2021-06-25","31637.779297","28.698862","451.918152","1.046163","0.796802","16.930967","1813.217285","125.687744","1.256478","10.27067"
"2021-06-26","32186.277344","29.712854","458.776184","1.075453","0.809688","16.955221","1829.239258","126.657257","1.25044","10.275571"
"2021-06-27","34649.644531","31.929392","476.887299","1.112033","0.834954","18.344139","1978.894653","132.347885","1.335202","10.91908"
"2021-06-28","34434.335938","32.92778","500.670563","1.119224","0.840484","18.773989","2079.657471","137.37085","1.324752","11.286296"
"2021-06-29","35867.777344","33.866802","522.271362","1.167279","0.88496","19.460011","2160.768311","143.702911","1.368437","11.85142"
"2021-06-30","35040.835938","35.556404","526.295837","1.167428","0.882368","19.497236","2274.547607","144.135834","1.383472","11.955547"
"2021-07-01","33572.117188","33.404034","498.193573","1.077357","0.838504","18.273293","2113.605469","137.57753","1.335611","11.229811"
"2021-07-02","33897.046875","34.020481","496.349762","1.103611","0.846273","18.283562","2150.040283","136.943695","1.394397","11.132654"
"2021-07-03","34668.546875","34.478817","505.319977","1.118638","0.876621","18.538818","2226.114258","140.279694","1.406836","11.503907"
"2021-07-04","35287.78125","34.3106","526.429688","1.147865","0.879841","19.262838","2321.724121","144.905853","1.458184","12.3501"
"2021-07-05","33746.003906","32.984589","505.05545","1.10161","0.874267","18.37159","2198.58252","138.073242","1.404898","12.02681"
"2021-07-06","34235.195313","34.269138","511.667114","1.131786","0.913978","20.080465","2324.679443","138.985641","1.418053","13.357434"
"2021-07-07","33855.328125","36.59137","508.864532","1.128411","0.905079","19.764128","2315.161865","137.371216","1.403118","13.089753"
"2021-07-08","32877.371094","33.203728","490.991058","1.04334","0.869344","18.42205","2120.026367","132.308502","1.330146","12.119664"
"2021-07-09","33798.011719","33.264648","504.062988","1.051329","0.905238","18.630384","2146.692383","134.571594","1.349474","12.544168"
"2021-07-10","33520.519531","31.788645","497.499969","1.029878","0.891908","18.207788","2111.403564","133.987289","1.336085","12.025737"
"2021-07-11","34240.1875","32.177841","498.213715","1.042152","0.892433","18.363968","2139.664795","134.245834","1.348145","12.413665"
"2021-07-12","33155.847656","30.848087","480.844757","0.996988","0.870143","17.550354","2036.721069","133.538132","1.315099","12.186533"
"2021-07-13","32702.025391","29.121189","465.414917","0.945664","0.873876","16.866161","1940.083984","131.321808","1.265083","11.914669"
"2021-07-14","32822.347656","31.281","467.726837","0.928696","0.858836","16.945683","1994.331299","131.062607","1.262258","11.792096"
"2021-07-15","31780.730469","28.452101","454.633606","0.876782","0.831208","15.681652","1911.175659","125.491562","1.223192","11.349886"
"2021-07-16","31421.539063","26.370008","439.782776","0.812614","0.784993","15.262865","1880.382935","121.041054","1.173715","10.860897"
"2021-07-17","31533.068359","26.721668","437.037598","0.801461","0.784692","15.360056","1898.825195","120.027077","1.172302","10.927746"
"2021-07-18","31796.810547","26.751909","439.650604","0.795457","0.799911","15.502412","1895.552124","119.512016","1.183698","10.704651"
"2021-07-19","30817.832031","24.447577","415.691406","0.730728","0.749254","14.509062","1817.296631","113.164803","1.121116","10.169768"
"2021-07-20","29807.347656","23.489555","399.570984","0.690101","0.697207","13.775897","1787.510742","107.399483","1.056291","9.650588"
"2021-07-21","32110.693359","26.623079","430.435516","0.888009","0.765601","15.268477","1990.970825","117.459892","1.168098","10.420525"
"2021-07-22","32313.105469","27.702082","442.822571","0.880551","0.797338","16.085718","2025.202759","120.735794","1.186161","10.828588"
"2021-07-23","33581.550781","28.51388","455.783173","0.94923","0.807986","16.511562","2124.776611","124.249413","1.206307","11.099356"
"2021-07-24","34292.445313","28.70262","460.147278","0.949325","0.828798","16.705832","2189.21875","126.188675","1.233497","11.172817"
"2021-07-25","35350.1875","28.168774","456.024658","0.939943","0.89003","16.759659","2191.373779","127.597977","1.228501","11.240787"
"2021-07-26","37337.535156","28.306643","482.883301","1.017886","0.850768","18.089653","2233.366699","131.362488","1.258493","11.49217"
"2021-07-27","39406.941406","28.065327","502.295166","1.03982","0.854212","19.499634","2298.333496","134.617874","1.278446","11.919773"
"2021-07-28","39995.90625","27.815411","510.144501","1.015443","0.842405","19.030273","2296.54541","139.836609","1.283504","12.256927"
"2021-07-29","40008.421875","31.281137","538.303162","1.025704","0.845518","19.34585","2380.956787","141.321289","1.284084","12.418383"
"2021-07-30","42235.546875","32.393944","552.738708","1.069407","0.852903","22.315962","2466.961426","145.775024","1.308952","13.002365"
"2021-07-31","41626.195313","36.827312","547.803284","1.082649","0.841249","22.753702","2536.209961","144.933212","1.322345","13.591609"
"2021-08-01","39974.894531","34.25436","527.841614","1.052474","0.814141","22.126839","2561.852051","140.735535","1.31773","12.877432"
"2021-08-02","39201.945313","33.22242","543.988464","1.048186","0.817776","23.480349","2610.15332","141.505508","1.310068","13.006891"
"2021-08-03","38152.980469","33.996441","536.993713","1.018795","0.816772","23.875957","2502.349609","138.290848","1.365026","12.533294"
"2021-08-04","39747.503906","35.763626","545.966003","1.052682","0.827781","24.188875","2724.619873","142.623047","1.376564","13.679925"
"2021-08-05","40869.554688","37.355137","548.598145","1.064945","0.851273","24.050495","2827.328857","143.435974","1.386145","13.834281"
"2021-08-06","42816.5","39.446102","556.442932","1.080822","0.854019","23.859335","2890.94165","147.800949","1.401786","14.725431"
"2021-08-07","44555.800781","39.403473","583.125732","1.166139","0.875499","24.631653","3157.23877","155.864777","1.470677","15.76119"
"2021-08-08","43798.117188","37.673824","556.096313","1.080907","0.825421","23.045609","3013.732666","149.847733","1.42783","14.814119"
"2021-08-09","46365.402344","38.767784","592.488831","1.127634","0.855411","24.287247","3167.856201","166.516357","1.47764","16.231806"
"2021-08-10","45585.03125","40.639797","592.38385","1.157589","0.882651","24.566286","3141.691162","165.460419","1.672566","16.448439"
"2021-08-11","45593.636719","41.744114","621.18512","1.373568","0.912203","25.946539","3164.245117","170.935944","1.798038","16.748678"
"2021-08-12","44428.289063","41.099361","605.007507","1.321019","0.882887","24.917234","3043.414307","165.131027","1.823878","16.569054"
"2021-08-13","47793.320313","44.894501","653.958496","1.513186","0.954636","27.733137","3322.21167","183.286087","2.136079","18.048754"
"2021-08-14","47096.945313","44.11285","689.114868","1.441759","0.932215","27.155422","3265.443359","182.711273","2.191687","18.06765"
"2021-08-15","47047.003906","53.745159","703.18634","1.46644","0.996451","27.904013","3310.50415","184.904297","2.169153","18.795135"
"2021-08-16","46004.484375","62.432465","675.854553","1.427513","0.949383","28.084339","3156.509521","178.854492","2.079417","19.182631"
"2021-08-17","44695.359375","64.210709","638.80127","1.351759","0.884725","26.158136","3014.845947","168.842636","1.926601","23.529999"
"2021-08-18","44801.1875","72.543312","634.432861","1.338547","0.924821","25.512896","3020.089844","167.396606","2.10856","29.890814"
"2021-08-19","46717.578125","72.757607","658.888306","1.469268","1.044498","27.06476","3182.702148","175.493408","2.42814","30.634274"
"2021-08-20","49339.175781","78.724617","693.681641","1.552743","1.138164","28.701841","3286.935303","183.628525","2.457702","39.185303"
"2021-08-21","48905.492188","73.75621","676.063416","1.584974","1.147098","27.861591","3226.083984","179.736145","2.435435","43.786911"
"2021-08-22","49321.652344","72.803917","672.618286","1.626175","1.158165","28.022818","3242.115479","186.313095","2.713725","43.5322"
"2021-08-23","49546.148438","75.708038","677.710327","1.624296","1.159325","28.554102","3319.257324","187.10643","2.917386","46.450531"
"2021-08-24","47706.117188","70.670906","637.405273","1.474747","1.037633","25.752197","3172.456299","173.576813","2.721091","55.345852"
"2021-08-25","48960.789063","71.951569","649.314514","1.525951","1.06308","26.520479","3224.915283","177.603226","2.738132","46.115124"
"2021-08-26","46942.21875","75.316208","607.399475","1.377739","0.989957","24.426327","3100.325439","168.085587","2.535528","41.420753"
"2021-08-27","49058.667969","88.086983","635.265747","1.515493","1.065107","26.018299","3270.60083","175.984406","2.944197","50.077789"
"2021-08-28","48902.402344","96.703171","647.299805","1.457912","1.036796","25.72909","3244.40332","175.454086","2.84749","50.197136"
"2021-08-29","48829.832031","94.469673","660.172485","1.420782","1.021523","25.813662","3227.002686","174.704224","2.855986","47.509106"
"2021-08-30","47054.984375","110.544807","631.65802","1.313903","1.01899","24.980934","3224.374268","167.424667","2.73316","41.325077"
"2021-08-31","47166.6875","108.483772","636.765991","1.338104","1.116988","26.750708","3433.732666","171.659225","2.772475","39.48735"
"2021-09-01","48847.027344","111.033005","656.817078","1.471418","1.158855","29.735182","3834.828125","180.972168","2.870767","41.931602"
"2021-09-02","49327.722656","128.102386","664.838867","1.446721","1.145885","29.985245","3790.98999","183.617249","2.963438","47.755917"
"2021-09-03","50025.375","146.583054","712.818359","1.459217","1.220743","30.784266","3940.614746","212.965973","2.968239","45.911182"
"2021-09-04","49944.625","139.113068","709.572449","1.73391","1.207556","29.897823","3887.828369","212.358459","2.832807","47.143166"
"2021-09-05","51753.410156","142.070877","764.197571","1.679481","1.316672","33.503429","3952.133545","231.333984","2.910824","48.178925"
"2021-09-06","52633.535156","164.38092","784.366455","1.643828","1.46794","34.784859","3928.379395","219.525772","2.831897","47.042988"
"2021-09-07","46811.128906","173.148926","672.250549","1.354202","1.266267","28.11425","3426.394287","178.114395","2.502491","37.598949"
"2021-09-08","46091.390625","191.041397","662.192993","1.333335","1.923749","27.151009","3497.315186","179.72467","2.474989","37.051407"
"2021-09-09","46391.421875","188.195801","661.226746","1.367189","2.312248","27.978628","3427.340088","180.376801","2.517666","40.772614"
"2021-09-10","44883.910156","179.865234","629.420044","1.30448","2.004593","26.387524","3211.505859","174.296036","2.385911","49.189137"
"2021-09-11","45201.457031","178.867874","635.880066","1.31547","1.983835","27.041149","3270.278076","178.688568","2.63395","57.164246"
"2021-09-12","46063.269531","174.537628","647.329468","1.329738","2.37948","29.379244","3410.134521","183.234482","2.581727","59.25943"
"2021-09-13","44963.074219","169.269547","615.131653","1.24761","2.157169","26.918482","3285.511719","179.483948","2.400663","53.110153"
"2021-09-14","47092.492188","158.094818","639.96521","1.31679","2.037281","30.746164","3429.169678","183.139069","2.395638","51.578117"
"2021-09-15","48176.347656","159.117386","652.477661","1.416373","2.015922","30.7796","3615.282715","189.23941","2.501635","57.625393"
"2021-09-16","47783.359375","152.47406","639.57135","1.38358","2.039316","29.826551","3571.294922","185.538071","2.420969","67.842697"
"2021-09-17","47267.519531","147.593063","620.557861","1.422436","1.920465","27.694597","3398.538818","179.684082","2.346419","69.934013"
"2021-09-18","48278.363281","169.184219","630.215271","1.366242","2.072211","28.390577","3432.018311","181.308868","2.369978","69.012383"
"2021-09-19","47260.21875","152.516693","609.283508","1.314546","1.973453","27.395748","3329.447998","175.740601","2.282299","70.075722"
"2021-09-20","42843.800781","132.13446","540.876099","1.126376","1.65048","23.431099","2958.993408","156.46402","2.063989","56.677929"
"2021-09-21","40693.675781","123.950394","504.018951","1.046901","1.574855","21.432621","2764.431152","148.389877","1.987028","59.017357"
"2021-09-22","43574.507813","147.924255","547.645081","1.231154","1.842124","24.493073","3077.86792","161.412003","2.266182","74.187035"
"2021-09-23","44895.097656","149.753571","552.303772","1.225594","2.005741","25.453983","3155.523682","163.818344","2.330941","76.41906"
"2021-09-24","42839.75","139.395645","513.605774","1.128907","1.788689","23.280739","2931.669189","152.231735","2.281269","72.401901"
"2021-09-25","42716.59375","136.178925","517.896545","1.122275","1.733007","24.523661","2925.565674","151.181458","2.301541","68.38166"
"2021-09-26","43208.539063","135.699371","503.667419","1.123015","1.773634","24.602156","3062.265381","150.640869","2.208495","66.861969"
"2021-09-27","42235.730469","136.728424","489.011932","1.086693","1.674183","23.066298","2934.138916","145.349579","2.135905","66.508759"
"2021-09-28","41034.542969","131.537216","474.522003","1.050355","1.561947","22.1019","2807.296631","140.597122","2.039139","61.517719"
"2021-09-29","41564.363281","135.351456","485.419983","1.099416","1.605074","22.880529","2853.143311","144.918625","2.065688","65.520004"
"2021-09-30","43790.894531","141.069046","502.503632","1.127109","1.628595","23.986349","3001.678955","153.147995","2.114452","66.765884"
"2021-10-01","48116.941406","161.682373","543.302734","1.266195","1.774298","26.29744","3307.516113","166.132202","2.258127","67.570396"
"2021-10-02","47711.488281","169.093018","552.628357","1.296617","1.777467","26.946743","3391.694336","169.258926","2.251459","69.22049"
"2021-10-03","48199.953125","172.589157","570.499329","1.325379","1.987661","27.55904","3418.358643","170.60997","2.252873","68.717041"
"2021-10-04","49112.902344","166.731918","551.597046","1.27191","1.933079","26.559357","3380.089111","167.540146","2.189235","65.159843"
"2021-10-05","51514.8125","164.115829","594.042542","1.314544","1.953356","27.242628","3518.518555","173.891083","2.233124","64.650116"
"2021-10-06","55361.449219","154.107742","618.740845","1.257643","1.819466","26.837267","3580.562012","178.705673","2.212155","60.114075"
"2021-10-07","53805.984375","154.281189","612.156738","1.276508","1.888237","26.834036","3587.974854","178.771729","2.276995","61.488354"
"2021-10-08","53967.847656","158.949203","595.772644","1.344028","1.899197","26.400961","3563.759277","175.972382","2.237176","60.520226"
"2021-10-09","54968.222656","156.825836","614.483459","1.35114","1.890509","27.417076","3575.716797","179.658661","2.266615","60.566257"
"2021-10-10","54771.578125","148.048706","586.642639","1.248175","1.771453","25.648935","3425.852783","175.318573","2.197214","56.593575"
"2021-10-11","57484.789063","144.858139","601.811157","1.243724","1.717525","25.258816","3545.354004","179.426056","2.173389","55.304611"
"2021-10-12","56041.058594","152.737122","587.449463","1.223871","1.744901","24.623648","3492.573242","172.79776","2.11919","54.357971"
"2021-10-13","57401.097656","148.176041","594.508484","1.241118","1.838683","25.61175","3606.20166","177.628326","2.189053","55.152489"
"2021-10-14","57321.523438","149.756805","597.616821","1.263054","1.804155","26.647486","3786.01416","180.118393","2.170363","56.081104"
"2021-10-15","61593.949219","162.596207","624.503845","1.583205","1.752944","26.944546","3862.634766","188.814133","2.214651","56.251087"
"2021-10-16","60892.179688","157.538818","626.320496","1.506134","1.796759","27.228479","3830.38208","186.189301","2.177713","57.483093"
"2021-10-17","61553.617188","159.743805","611.691528","1.456535","1.768144","26.540886","3847.104492","183.73053","2.156963","56.077366"
"2021-10-18","62026.078125","157.231277","611.165833","1.479116","1.736743","25.704576","3748.760254","185.556747","2.128263","55.474483"
"2021-10-19","64261.992188","156.017029","619.0849","1.471905","1.711154","25.936241","3877.650879","188.939819","2.112962","56.816975"
"2021-10-20","65992.835938","175.946869","644.396057","1.531869","1.788533","27.419165","4155.992188","206.870789","2.18595","59.559841"
"2021-10-21","62210.171875","190.318436","623.74054","1.504455","1.782411","28.268347","4054.322754","196.869186","2.136591","61.309811"
"2021-10-22","60692.265625","196.431534","623.593079","1.514093","1.859406","28.661047","3970.181885","190.822281","2.154199","65.455284"
"2021-10-23","61393.617188","197.703857","629.455383","1.641918","1.910205","31.459808","4171.663574","196.309509","2.166815","65.459167"
"2021-10-24","60930.835938","202.361984","617.85675","1.573738","1.816633","29.770857","4087.903076","190.905685","2.123435","64.518394"
"2021-10-25","63039.824219","210.104294","621.694336","1.674449","2.043943","32.46011","4217.876953","195.299561","2.144066","69.824692"
"2021-10-26","60363.792969","199.807251","611.638489","1.736025","2.037904","32.503048","4131.102051","197.468872","2.138777","68.871132"
"2021-10-27","58482.386719","183.774597","549.09436","1.759942","1.788678","28.885674","3930.257324","179.334122","1.913237","61.516636"
"2021-10-28","60622.136719","194.863983","579.468872","2.12851","1.8484","30.227047","4287.318848","189.977631","1.988219","64.430077"
"2021-10-29","62227.964844","200.182755","593.519287","2.020572","1.87048","30.934832","4414.746582","196.344711","2.012187","64.772469"
"2021-10-30","61888.832031","195.416061","584.846375","1.868109","1.819644","29.78167","4325.650391","190.482346","1.957422","62.415268"
"2021-10-31","61318.957031","202.421021","596.238647","1.935003","1.82869","29.985006","4288.074219","191.816376","1.965026","64.287804"
"2021-11-01","61004.40625","203.54509","587.672852","1.903897","1.833672","31.565237","4324.626953","197.554993","1.950002","65.072517"
"2021-11-02","63226.402344","220.239594","598.34137","1.937505","1.861833","32.265533","4584.798828","200.724686","1.971377","67.584557"
"2021-11-03","62970.046875","242.898819","611.106323","2.034598","1.927815","31.990866","4607.193848","207.110138","2.063701","75.43042"
"2021-11-04","61452.230469","247.387772","596.409485","1.917041","1.858965","31.020929","4537.324219","202.967987","1.984882","79.293221"
"2021-11-05","61125.675781","236.474335","598.856018","1.901464","1.848338","32.917904","4486.243164","199.537933","1.986206","74.364738"
"2021-11-06","61527.480469","258.934326","589.249023","1.884886","1.836958","32.083439","4521.581055","197.866364","2.006609","78.685204"
"2021-11-07","63326.988281","249.823486","600.881287","1.884112","1.86543","32.349564","4620.554688","202.051315","2.021872","87.705421"
"2021-11-08","67566.828125","248.467178","638.941956","1.894047","2.053813","34.477592","4812.087402","228.696198","2.124419","91.184784"
"2021-11-09","66971.828125","239.213135","716.318604","1.776468","1.944144","33.859272","4735.068848","262.906708","2.273483","88.454865"
"2021-11-10","64995.230469","233.779526","666.694031","1.705656","1.934534","34.342705","4636.174316","261.26297","2.101802","85.295273"
"2021-11-11","64949.960938","234.240753","676.993591","1.759541","2.031259","34.83717","4730.384277","263.0867","2.085524","88.061333"
"2021-11-12","64155.941406","228.50209","668.282166","1.7157","2.150452","34.265522","4667.115234","251.558365","2.045766","84.724915"
"2021-11-13","64469.527344","241.825027","666.955811","1.754877","2.082551","34.064831","4651.460449","258.093201","2.053104","97.260468"
"2021-11-14","65466.839844","238.425522","678.742859","1.729668","1.983129","33.776585","4626.358887","278.007507","2.040853","95.403542"
"2021-11-15","63557.871094","237.553604","665.640808","1.691724","1.889635","32.010754","4557.503906","262.763397","2.015587","93.550232"
"2021-11-16","60161.246094","219.239029","599.503967","1.562982","1.728312","29.225008","4216.365234","230.599426","1.877235","97.975571"
"2021-11-17","60368.011719","218.71524","595.566772","1.634736","1.660823","29.193048","4287.59375","229.504105","1.87554","107.802078"
"2021-11-18","56942.136719","195.487411","554.80603","1.498249","1.845844","26.525694","4000.650879","204.422913","1.788331","100.252769"
"2021-11-19","58119.578125","215.280014","575.601013","1.617965","1.880408","28.291117","4298.306641","218.13858","1.864793","112.02356"
"2021-11-20","59697.195313","218.015274","584.369446","1.664691","1.836293","28.334068","4409.931152","227.079605","1.921736","125.77063"
"2021-11-21","58730.476563","231.282623","575.927185","1.602403","1.833936","29.036161","4269.73291","221.771942","1.839763","128.599823"
"2021-11-22","56289.289063","215.737274","557.317261","1.558412","1.735723","26.758991","4088.457764","209.15802","1.776555","134.531036"
"2021-11-23","57569.074219","221.836899","571.203979","1.753211","1.833481","26.933676","4340.763672","216.388977","1.750503","123.831047"
"2021-11-24","56280.425781","214.921539","559.120972","1.680279","1.789303","26.259172","4239.981445","209.806595","1.686423","120.228188"
"2021-11-25","57274.679688","206.252991","612.676819","1.787088","1.752958","26.185106","4274.743164","215.634979","1.651345","122.648529"
"2021-11-26","53569.765625","191.511749","555.829041","1.631861","1.596502","23.856281","4030.908936","194.874649","1.52842","103.829582"
"2021-11-27","54815.078125","193.102158","563.33844","1.61404","1.678012","24.114759","4096.912109","195.174423","1.546118","113.276649"
"2021-11-28","57248.457031","200.676651","568.336182","1.65184","1.711715","24.82391","4294.453613","199.354218","1.592855","110.58902"
"2021-11-29","57806.566406","204.319366","576.121765","1.817825","1.777569","25.017925","4445.10498","205.870209","1.602508","120.258301"
"2021-11-30","57005.425781","208.67099","570.529663","1.785351","1.813682","25.341774","4631.479004","208.014542","1.554903","120.343697"
"2021-12-01","57229.828125","229.79924","571.056885","2.008298","1.967895","25.356211","4586.990234","208.971252","1.547713","119.750847"
"2021-12-02","56477.816406","233.993042","561.450623","2.127288","1.883214","24.537094","4511.302246","203.489624","1.715366","107.866547"
"2021-12-03","53598.246094","211.224396","532.355042","2.26803","1.743518","23.291527","4220.706055","188.099716","1.556555","108.137848"
"2021-12-04","49200.703125","201.124832","473.8508","1.980306","1.651683","20.667728","4119.587402","163.052704","1.420706","92.880234"
"2021-12-05","49368.847656","196.168259","453.490265","2.045602","1.758483","19.477322","4198.322754","156.40979","1.378105","85.790024"
"2021-12-06","50582.625","194.199219","475.756775","2.279711","1.772159","19.884268","4358.737305","161.88652","1.425393","93.319298"
"2021-12-07","50700.085938","190.596909","475.160278","2.366476","1.690443","21.091574","4315.061523","162.292862","1.381941","89.952179"
"2021-12-08","50504.796875","194.621704","480.850708","2.41873","1.697753","22.886017","4439.35791","165.223465","1.397074","93.221054"
"2021-12-09","47672.121094","181.178085","449.47644","2.090278","1.549767","20.306026","4119.815918","151.795303","1.29044","85.461769"
"2021-12-10","47243.304688","167.954834","439.278503","2.097674","1.460471","18.583904","3908.496094","148.598297","1.211689","80.739677"
"2021-12-11","49362.507813","171.949493","459.781769","2.132516","1.526278","19.94931","4084.452393","158.041916","1.354248","86.392815"
"2021-12-12","50098.335938","173.431671","458.711578","2.086989","1.542","20.456585","4134.453125","159.203964","1.347282","88.109116"
"2021-12-13","46737.480469","155.213058","421.663849","1.820277","1.321398","17.775459","3784.226807","144.535904","1.225348","79.149628"
"2021-12-14","46612.632813","153.341446","424.442963","1.802769","1.32386","17.587616","3745.44043","146.078003","1.222835","87.311905"
"2021-12-15","48896.722656","178.34079","447.720245","2.12206","1.426744","19.714485","4018.388672","153.515411","1.311847","101.18145"
"2021-12-16","47665.425781","176.954666","438.585663","2.072689","1.387747","18.786173","3962.469727","148.941727","1.240534","98.401886"
"2021-12-17","46202.144531","175.503296","425.827728","2.128068","1.348423","18.291275","3879.486572","144.338409","1.219892","111.008766"
"2021-12-18","46848.777344","182.835129","436.05896","2.231474","1.378619","19.518829","3960.860107","148.801407","1.242534","116.016869"
"2021-12-19","46707.015625","180.098053","433.019104","2.222236","1.355569","18.852444","3922.592529","153.077637","1.244661","107.673782"
"2021-12-20","46880.277344","173.671783","430.444489","2.127742","1.29536","18.747501","3933.844482","152.628677","1.23824","113.408516"
"2021-12-21","48936.613281","180.092545","438.4151","2.375985","1.355629","19.454205","4020.26001","154.927094","1.280859","123.332947"
"2021-12-22","48628.511719","178.597122","438.365997","2.501101","1.363356","19.91474","3982.099609","155.467499","1.328041","116.477356"
