"Date","BTC-USD","SOL-USD","BCH-USD","MATIC-USD","ALGO-USD","LINK-USD","ETH-USD","LTC-USD","ADA-USD","AVAX-USD"
"2020-11-19","17817.089844","2.076769","246.270081","0.017272","0.264561","13.621882","471.630432","81.68367","0.105866","3.627004"
"2020-11-20","18621.314453","2.095392","258.854889","0.01787","0.284402","14.078273","509.744568","82.583153","0.118226","3.710605"
"2020-11-21","18642.232422","2.382205","301.924805","0.019758","0.315294","15.355934","549.486633","86.410118","0.132945","4.001856"
"2020-11-22","18370.001953","2.144845","286.993408","0.019036","0.29703","14.444801","558.068115","82.704208","0.14476","3.889969"
"2020-11-23","18364.121094","2.276377","323.025818","0.021163","0.335173","15.270844","608.454041","89.039314","0.15351","4.068428"
"2020-11-24","19107.464844","2.267967","345.605133","0.021664","0.357892","15.620665","603.897766","89.205376","0.166323","4.266966"
"2020-11-25","18732.121094","2.270034","312.777557","0.021295","0.343715","14.260965","570.686646","81.880127","0.155162","4.049503"
"2020-11-26","17150.623047","1.903037","270.510742","0.01778","0.301823","12.575363","518.801147","70.865723","0.138281","3.52771"
"2020-11-27","17108.402344","1.857949","264.955322","0.017705","0.299978","12.490259","517.493713","69.123871","0.141028","3.592152"
"2020-11-28","17717.414063","1.888935","275.571289","0.01875","0.313111","13.078346","538.229797","72.692963","0.164791","3.624503"
"2020-11-29","18177.484375","1.915155","283.931488","0.018856","0.317558","13.372918","575.758057","79.235069","0.166639","3.704312"
"2020-11-30","19625.835938","1.966891","316.420197","0.019563","0.328571","14.225639","614.842529","87.574631","0.171308","3.686424"
"2020-12-01","18802.998047","1.976308","288.135834","0.018722","0.309062","13.389535","587.324158","85.435768","0.155983","3.579318"
"2020-12-02","19201.091797","2.115401","294.251068","0.019334","0.341701","13.987366","598.352356","88.856514","0.158557","3.731418"
"2020-12-03","19445.398438","2.100371","292.295349","0.020806","0.340721","13.974721","616.70874","89.098969","0.164212","3.821922"
"2020-12-04","18699.765625","1.855953","280.708069","0.018871","0.326958","12.741245","569.354187","80.017075","0.148241","3.551129"
"2020-12-05","19154.230469","1.978774","289.308594","0.019734","0.344678","13.173038","596.595459","83.118729","0.159668","3.615126"
"2020-12-06","19345.121094","1.854249","286.35611","0.019572","0.337144","13.492397","601.908997","83.555336","0.158867","3.599609"
"2020-12-07","19191.630859","1.831173","283.894714","0.019199","0.331154","13.080949","591.843384","83.624062","0.15413","3.392123"
"2020-12-08","18321.144531","1.665352","267.548462","0.017605","0.300953","12.145714","554.827759","76.748657","0.140928","3.112555"
"2020-12-09","18553.916016","1.662304","268.709961","0.018093","0.30619","12.63339","573.479126","77.41098","0.148165","3.261969"
"2020-12-10","18264.992188","1.574151","265.980682","0.017771","0.294348","11.922199","559.678528","74.829559","0.141994","3.15269"
"2020-12-11","18058.904297","1.444585","259.331024","0.017498","0.28989","11.660106","545.797363","72.087334","0.139449","3.235806"
"2020-12-12","18803.65625","1.490912","267.714569","0.017869","0.309844","12.209157","568.567322","76.706894","0.14446","3.334231"
"2020-12-13","19142.382813","1.565456","275.348511","0.018099","0.309143","12.933703","589.663208","82.000641","0.153964","3.331057"
"2020-12-14","19246.644531","1.591646","276.553101","0.018384","0.312755","12.827553","586.011169","82.363159","0.157992","3.140347"
"2020-12-15","19417.076172","1.760671","288.394379","0.019489","0.325476","12.705471","589.355591","81.400673","0.154305","3.299948"
"2020-12-16","21310.597656","1.783598","311.419037","0.019434","0.339955","13.451087","636.181824","92.789688","0.167589","3.344162"
"2020-12-17","22805.162109","1.678634","310.301575","0.018958","0.332126","13.467133","642.868958","100.959572","0.163483","3.209255"
"2020-12-18","23137.960938","1.6988","312.779449","0.020599","0.353863","13.511193","654.811951","109.384506","0.164988","3.404798"
"2020-12-19","23869.832031","1.668651","318.247925","0.019982","0.356627","13.492187","659.297913","120.558907","0.164714","3.469613"
"2020-12-20","23477.294922","1.563576","348.160553","0.01922","0.339005","13.070074","638.290833","114.665993","0.161988","3.311469"
"2020-12-21","22803.082031","1.541915","314.488922","0.018155","0.327331","12.341995","609.817871","105.005394","0.152656","3.097619"
"2020-12-22","23783.029297","1.490286","323.886505","0.018646","0.336887","12.793933","634.854187","113.680367","0.156179","3.082421"
"2020-12-23","23241.345703","1.205692","274.148407","0.015204","0.288886","10.831312","583.7146","101.817062","0.136394","2.916323"
"2020-12-24","23735.949219","1.362408","296.282959","0.016463","0.313906","11.575454","611.607178","111.565399","0.152883","3.098723"
"2020-12-25","24664.791016","1.445403","318.342316","0.016621","0.309744","11.546685","626.410706","126.983597","0.157564","2.95471"
"2020-12-26","26437.037109","1.324238","322.829895","0.019294","0.30932","10.964874","635.835815","129.459198","0.157824","2.91827"
"2020-12-27","26272.294922","1.303042","338.179962","0.018301","0.319123","12.129708","682.642334","127.516968","0.154422","2.906161"
"2020-12-28","27084.808594","1.515685","362.092041","0.018873","0.356239","12.628381","730.397339","130.050339","0.176735","2.947435"
"2020-12-29","27362.4375","1.674345","353.090637","0.018449","0.345918","11.771125","731.520142","129.040802","0.192164","2.924666"
"2020-12-30","28840.953125","1.535457","358.808014","0.018135","0.335543","11.253575","751.618958","129.46608","0.18404","2.922409"
"2020-12-31","29001.720703","1.510898","343.052643","0.017633","0.33404","11.270538","737.803406","124.690323","0.181397","3.135609"
"2021-01-01","29374.152344","1.842084","341.985657","0.017812","0.398129","11.872555","730.367554","126.230347","0.17535","3.664823"
"2021-01-02","32127.267578","1.799275","354.599945","0.019043","0.408091","12.220137","774.534973","136.944885","0.177423","3.49494"
"2021-01-03","32782.023438","2.161752","421.789856","0.019975","0.422767","13.650172","975.50769","160.190582","0.204995","3.472944"
"2021-01-04","31971.914063","2.485097","407.93692","0.024614","0.438666","13.571063","1040.233032","154.807327","0.224762","3.590243"
"2021-01-05","33992.429688","2.157217","419.768127","0.024467","0.479429","14.539868","1100.006104","158.594772","0.258314","4.237412"
"2021-01-06","36824.363281","1.929217","454.484131","0.035135","0.511315","17.155256","1207.112183","169.016922","0.331898","4.620357"
"2021-01-07","39371.042969","2.372745","449.568726","0.032999","0.462823","16.031967","1225.678101","169.615952","0.29998","4.476613"
"2021-01-08","40797.609375","3.219887","441.058228","0.031739","0.454769","15.288085","1224.197144","173.279877","0.305597","5.79711"
"2021-01-09","40254.546875","3.385382","573.911377","0.033513","0.486242","17.607513","1281.077271","177.483932","0.332973","7.218531"
"2021-01-10","38356.441406","3.466111","603.596252","0.030411","0.462031","16.247431","1262.246704","171.114838","0.304895","6.586496"
"2021-01-11","35566.65625","3.10809","479.587341","0.026124","0.416987","14.556933","1090.145386","139.252228","0.275466","6.494089"
"2021-01-12","33922.960938","3.613398","450.279663","0.02609","0.39769","13.915849","1043.43457","132.63591","0.287003","7.7827"
"2021-01-13","37316.359375","3.513782","495.78476","0.03007","0.450746","15.930091","1130.73938","147.421341","0.313609","8.466815"
"2021-01-14","39187.328125","3.278164","526.329529","0.032831","0.453648","17.82625","1218.453003","152.084579","0.310396","9.261315"
"2021-01-15","36825.367188","3.250161","492.589844","0.034014","0.48837","20.709726","1171.834595","144.237549","0.30253","9.380012"
"2021-01-16","36178.140625","3.447055","490.981628","0.032768","0.518892","20.218397","1233.537598","144.265427","0.352444","12.877918"
"2021-01-17","35791.277344","3.818139","478.769806","0.03402","0.584057","23.166773","1230.172241","142.430817","0.379852","13.202684"
"2021-01-18","36630.074219","3.795515","510.415314","0.036053","0.5661","22.036263","1257.279541","152.144089","0.371428","12.701574"
"2021-01-19","36069.804688","3.641866","511.072266","0.032514","0.523486","20.754093","1377.295898","153.487427","0.369137","11.790321"
"2021-01-20","35547.75","3.723578","499.324493","0.034533","0.546025","21.846777","1382.274048","149.931427","0.375394","12.411565"
"2021-01-21","30825.699219","2.990536","419.585144","0.028604","0.461539","18.424273","1121.570923","130.133499","0.310209","11.310116"
"2021-01-22","33005.761719","3.346229","441.526489","0.031298","0.511024","21.629498","1236.512207","137.271454","0.349577","12.718836"
"2021-01-23","32067.642578","3.504112","431.50473","0.033975","0.557057","24.761532","1230.990601","137.750992","0.345643","12.877226"
"2021-01-24","32289.378906","3.634411","440.103333","0.033177","0.563449","24.701859","1391.609375","141.47731","0.353881","12.46392"
"2021-01-25","32366.392578","3.699981","433.80249","0.032978","0.558247","23.540121","1324.414795","137.444199","0.343886","12.224095"
"2021-01-26","32569.849609","4.04735","428.044342","0.04336","0.601622","23.025864","1357.058105","134.755264","0.344234","12.17289"
"2021-01-27","30432.546875","3.690587","378.030151","0.042072","0.543153","21.070448","1253.187134","122.949471","0.31308","11.184797"
"2021-01-28","33466.097656","3.822072","405.374481","0.038892","0.561167","23.110903","1332.492188","133.486938","0.346129","12.00027"
"2021-01-29","34316.386719","3.834676","407.503296","0.040277","0.64095","22.773443","1382.522827","135.012573","0.348131","11.621697"
"2021-01-30","34269.523438","4.224276","414.942108","0.039925","0.663792","23.594028","1376.115479","133.400024","0.362619","11.984419"
"2021-01-31","33114.359375","4.264144","399.769928","0.038279","0.651248","22.598434","1314.986206","129.570816","0.344898","13.516318"
"2021-02-01","33537.175781","4.611602","414.020447","0.040877","0.643448","22.839642","1369.040527","131.951935","0.402033","13.22777"
"2021-02-02","35510.289063","5.267508","430.151428","0.041083","0.652656","23.713614","1515.193726","142.506973","0.426247","13.515045"
"2021-02-03","37472.089844","5.71599","444.846069","0.043836","0.740834","25.073034","1660.909546","155.61203","0.4414","14.805049"
"2021-02-04","36926.066406","6.426065","420.819641","0.047347","0.707506","24.498962","1594.762695","145.148193","0.441051","15.368177"
"2021-02-05","38144.308594","6.68172","446.458893","0.054767","0.834116","26.363325","1718.650879","154.852219","0.537874","17.913799"
"2021-02-06","39266.011719","6.110807","457.63559","0.052406","0.810865","25.04933","1677.846802","155.714737","0.627886","17.976021"
"2021-02-07","38903.441406","6.700463","445.169678","0.067642","0.84504","24.790121","1614.227783","151.140076","0.663238","24.207178"
"2021-02-08","46196.464844","7.88325","483.704132","0.071268","1.010607","25.456102","1746.616821","167.219055","0.682511","30.275328"
"2021-02-09","46481.105469","7.816793","513.532715","0.098868","1.029017","27.594215","1768.035034","182.114471","0.703516","31.598886"
"2021-02-10","44918.183594","9.072214","494.967773","0.117016","1.03209","26.859596","1744.243408","182.174393","0.930318","55.298477"
"2021-02-11","47909.332031","9.215352","529.737366","0.123611","1.249717","27.874239","1783.797974","184.496002","0.927741","47.370319"
"2021-02-12","47504.851563","9.247012","577.604309","0.121233","1.712424","30.640739","1843.532593","197.231705","0.925587","48.656181"
"2021-02-13","47105.515625","8.732455","663.679382","0.11165","1.669695","34.101978","1814.109863","226.2276","0.905719","43.787148"
"2021-02-14","48717.289063","8.738896","724.015686","0.100922","1.472092","33.290321","1805.084106","214.430267","0.848419","38.575954"
"2021-02-15","47945.058594","8.861739","712.430542","0.107605","1.350877","32.575897","1779.791016","207.681015","0.861012","38.176502"
"2021-02-16","49199.871094","8.297867","707.291504","0.1089","1.313528","31.97348","1781.067505","210.54657","0.870951","36.336075"
"2021-02-17","52149.007813","8.222577","716.698242","0.11222","1.369261","32.256798","1848.458252","236.973526","0.89092","37.052147"
"2021-02-18","51679.796875","8.980452","705.988464","0.122744","1.400669","32.441494","1937.449219","226.869553","0.914119","41.015091"
"2021-02-19","55888.132813","11.465653","720.821899","0.15484","1.374461","34.71521","1960.164795","236.67601","0.927649","38.751457"
"2021-02-20","56099.519531","10.002664","682.182434","0.146081","1.313997","34.109818","1919.534058","227.619888","1.122958","36.233868"
"2021-02-21","57539.945313","11.085513","707.592407","0.16225","1.308164","34.15274","1935.601074","227.231354","1.10052","36.147972"
"2021-02-22","54207.320313","14.454785","630.349854","0.152005","1.14445","31.530806","1781.99292","208.106796","1.099151","32.279057"
"2021-02-23","48824.425781","15.201538","513.187378","0.137005","0.999798","25.800343","1570.203979","176.934921","0.954709","27.562902"
"2021-02-24","49705.332031","17.302708","527.041382","0.160243","1.061761","28.08672","1626.575684","181.378494","1.051657","29.93598"
"2021-02-25","47093.851563","13.816014","496.912659","0.176179","0.976009","24.668047","1475.703735","178.90184","1.079116","26.739532"
"2021-02-26","46339.761719","13.587941","484.512238","0.190602","0.971286","25.187313","1446.033691","170.398148","1.241105","25.93981"
"2021-02-27","46188.453125","13.201168","483.745331","0.197533","1.098628","26.235098","1459.973145","172.100449","1.32486","25.814472"
"2021-02-28","45137.769531","13.089247","459.91449","0.228847","1.017224","24.663532","1416.04895","164.92717","1.308059","23.823219"
"2021-03-01","49631.242188","14.955588","500.951385","0.251572","1.088458","27.607061","1564.707642","175.2379","1.292388","27.403772"
"2021-03-02","48378.988281","13.958921","517.01416","0.231893","1.080691","28.511183","1492.608765","177.872437","1.225582","27.135157"
"2021-03-03","50538.242188","14.115591","523.578674","0.223935","1.182144","29.990028","1575.853149","188.525665","1.216593","27.272078"
"2021-03-04","48561.167969","13.097983","506.87326","0.200395","1.093431","27.718739","1541.914307","181.078644","1.114868","25.805176"
"2021-03-05","48927.304688","12.610443","498.989807","0.215171","1.058036","27.875414","1533.275024","180.76561","1.168523","24.378054"
"2021-03-06","48912.382813","13.036458","501.212708","0.212986","1.054034","28.165104","1654.741577","182.981903","1.131012","24.923477"
"2021-03-07","51206.691406","13.877732","516.173523","0.212243","1.103649","28.548212","1723.153809","190.759109","1.133367","26.650154"
"2021-03-08","52246.523438","13.602188","528.996887","0.216622","1.152908","31.69816","1834.727905","191.927689","1.118053","25.545988"
"2021-03-09","54824.117188","14.846311","545.026001","0.298981","1.180618","31.499252","1868.048828","203.637863","1.195161","34.248699"
"2021-03-10","56008.550781","14.231084","546.8396","0.287524","1.109995","29.946716","1799.16626","200.516861","1.135003","29.714048"
"2021-03-11","57805.121094","15.992279","549.783203","0.410605","1.082897","30.075174","1826.194946","201.250336","1.12479","30.728991"
"2021-03-12","57332.089844","14.552142","539.216492","0.414408","1.052105","28.461523","1772.102417","220.829407","1.039144","27.989315"
"2021-03-13","61243.085938","15.308803","596.234802","0.425134","1.139641","29.779226","1924.685425","226.578293","1.103314","30.909084"
"2021-03-14","59302.316406","14.508266","557.75708","0.382881","1.13039","28.789425","1854.564331","215.296097","1.059154","29.058769"
"2021-03-15","55907.199219","14.186662","523.934753","0.392959","1.196815","27.491762","1791.702271","201.264618","1.033539","29.017908"
"2021-03-16","56804.902344","13.622773","528.164001","0.373222","1.200564","27.917419","1806.971802","201.040634","1.242953","33.080162"
"2021-03-17","58870.894531","14.220203","540.84552","0.403259","1.295041","31.00976","1823.449341","206.067932","1.378673","32.645828"
"2021-03-18","57858.921875","14.230025","529.757385","0.390734","1.262335","29.504812","1782.855103","200.537308","1.239006","33.301388"
"2021-03-19","58346.652344","14.204796","535.141235","0.411783","1.253208","29.909876","1817.624146","201.063721","1.30217","37.764977"
"2021-03-20","58313.644531","14.211981","539.137573","0.383615","1.20683","29.676926","1812.634644","200.806427","1.206541","34.346478"
"2021-03-21","57523.421875","14.332206","526.561096","0.381072","1.181771","29.272839","1788.217041","196.42775","1.18914","32.811722"
"2021-03-22","54529.144531","14.919293","513.339233","0.348746","1.10854","27.398113","1691.333984","187.077835","1.109874","29.360292"
"2021-03-23","54738.945313","14.204831","516.253174","0.331694","1.113125","26.915058","1678.650146","187.393967","1.121552","28.59127"
"2021-03-24","52774.265625","13.661298","480.123322","0.324979","1.033461","25.053885","1593.413452","177.654953","1.075002","26.051702"
"2021-03-25","51704.160156","13.025085","478.292206","0.301851","1.045247","25.696287","1595.359253","173.061188","1.101574","25.997766"
"2021-03-26","55137.3125","14.779421","509.015289","0.336804","1.117808","27.401567","1702.842041","184.278671","1.213969","28.237909"
"2021-03-27","55973.511719","16.508322","503.658783","0.333444","1.159593","26.879543","1716.494629","184.830444","1.176577","27.631645"
"2021-03-28","55950.746094","18.016233","501.003601","0.34601","1.236743","26.696995","1691.355957","185.028488","1.191124","28.697353"
"2021-03-29","57750.199219","18.854809","520.635803","0.383946","1.401068","28.052568","1819.684937","194.474777","1.202541","29.469568"
"2021-03-30","58917.691406","19.233925","527.698242","0.37128","1.326095","27.904049","1846.033691","196.682098","1.213317","29.625277"
"2021-03-31","58918.832031","19.465229","543.237854","0.359934","1.369683","29.351137","1918.362061","197.4991","1.193264","28.72897"
"2021-04-01","59095.808594","19.084902","561.658264","0.364222","1.326109","30.233219","1977.276855","204.112518","1.189244","28.418751"
"2021-04-02","59384.3125","19.810223","585.707458","0.384002","1.36127","32.533249","2143.225586","213.228394","1.196509","29.117611"
"2021-04-03","57603.890625","22.552277","536.678833","0.354031","1.269547","29.534889","2028.422485","197.148209","1.173277","28.251848"
"2021-04-04","58758.554688","24.061323","566.513062","0.362637","1.314932","30.957281","2093.122803","204.042908","1.19142","29.329712"
"2021-04-05","59057.878906","22.984283","648.560974","0.370033","1.405011","32.396656","2107.887207","221.069046","1.2143","31.246593"
"2021-04-06","58192.359375","24.957146","667.748596","0.374566","1.40085","34.797878","2118.378906","237.664902","1.255354","31.554495"
"2021-04-07","56048.9375","26.478081","618.597534","0.337208","1.30387","31.175184","1971.077271","219.423676","1.175149","29.476511"
"2021-04-08","58323.953125","27.033987","647.564087","0.356306","1.349129","32.7449","2088.57373","227.003021","1.219436","30.764034"
"2021-04-09","58245.003906","27.778275","635.706726","0.367603","1.394245","31.632467","2072.108887","221.862366","1.20354","31.53261"
"2021-04-10","59793.234375","26.841404","673.957581","0.358471","1.393407","31.899261","2135.942139","255.620193","1.218758","31.803802"
"2021-04-11","60204.964844","27.93189","696.608459","0.370532","1.520488","33.919182","2157.656982","253.63446","1.266735","31.602322"
"2021-04-12","59893.453125","28.512123","674.786255","0.358044","1.482379","33.105427","2139.353271","244.49437","1.316127","33.883968"
"2021-04-13","63503.457031","27.435553","746.865356","0.422074","1.515236","35.456635","2299.187744","266.981476","1.411786","33.673531"
"2021-04-14","63109.695313","26.475111","818.70343","0.41468","1.46612","41.42371","2435.10498","279.748413","1.45542","38.462868"
"2021-04-15","63314.011719","27.818314","868.155518","0.442733","1.574378","42.753162","2519.116211","286.590607","1.481588","37.143063"
"2021-04-16","61572.789063","25.397366","1110.654297","0.436447","1.509819","42.101555","2431.946533","310.612732","1.416949","35.631317"
"2021-04-17","60683.820313","25.099874","1006.324219","0.406253","1.697854","40.372066","2344.89502","304.759918","1.384869","34.341454"
"2021-04-18","56216.183594","32.302917","965.682617","0.362901","1.454038","39.06591","2237.136963","273.098816","1.275501","29.253094"
"2021-04-19","55724.265625","31.675896","894.128723","0.3272","1.293401","35.879383","2166.188721","261.91922","1.197959","26.283066"
"2021-04-20","56473.03125","31.770054","940.986938","0.341524","1.291139","38.950634","2330.210938","260.941345","1.265934","27.347954"
"2021-04-21","53906.089844","32.513042","913.905762","0.359229","1.212808","36.436359","2364.751709","258.805603","1.206735","25.903503"
"2021-04-22","51762.273438","38.879761","854.077942","0.349445","1.16385","35.233406","2403.535156","253.078354","1.147017","24.034962"
"2021-04-23","51093.652344","36.97842","838.847229","0.381808","1.164039","35.058479","2363.586182","241.35878","1.155702","23.498425"
"2021-04-24","50050.867188","40.737316","769.175842","0.353428","1.088167","31.125198","2211.625732","224.83577","1.101355","21.777529"
"2021-04-25","49004.253906","47.367626","757.70874","0.382884","1.094039","31.540621","2316.05957","223.632858","1.08825","21.543121"
"2021-04-26","54021.753906","43.976517","849.470093","0.535193","1.237956","35.135986","2534.481689","247.40593","1.234019","26.459278"
"2021-04-27","55033.117188","43.239002","887.862549","0.832754","1.309046","36.808067","2662.865234","259.652283","1.306927","27.82037"
"2021-04-28","54824.703125","44.825985","909.845825","0.773113","1.28806","36.220837","2746.380127","258.505157","1.335666","28.327574"
"2021-04-29","53555.109375","42.460541","880.665344","0.890872","1.319767","36.445019","2756.876953","255.585266","1.308014","27.929865"
"2021-04-30","57750.175781","42.956001","993.425659","0.820568","1.403603","38.128506","2773.207031","271.167084","1.352449","32.918373"
"2021-05-01","57828.050781","49.508022","1005.080078","0.786821","1.394946","41.116261","2945.892822","276.833527","1.353071","31.890842"
"2021-05-02","56631.078125","46.890987","974.655457","0.824512","1.387143","39.504856","2952.056152","269.10437","1.326812","31.304956"
"2021-05-03","57200.292969","45.933689","1017.299988","0.796139","1.435955","42.059807","3431.086182","294.70401","1.36203","35.93232"
"2021-05-04","53333.539063","42.729557","955.182434","0.704383","1.278506","45.686138","3253.629395","306.234497","1.274111","30.361431"
"2021-05-05","57424.007813","44.923576","1454.935059","0.811085","1.442311","49.429295","3522.783203","356.037079","1.475529","35.263119"
"2021-05-06","56396.515625","43.455677","1505.765747","0.761785","1.542465","47.127403","3490.880371","353.510345","1.650124","37.980843"
"2021-05-07","57356.402344","43.155018","1343.247437","0.753129","1.581909","49.311199","3484.729004","346.253571","1.653453","38.049919"
"2021-05-08","58803.777344","45.561531","1402.368042","0.848258","1.517409","48.608906","3902.647705","346.368744","1.619554","38.322075"
