"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year5";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year6";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2016-03-02";"CTC.A.TO";"133.229996000000";"0.004691135771";"Core";"2017-03-01";"CTC.A.TO";"152.899994000000";"0.005214740174";"Core";"2018-03-01";"CTC.A.TO";"175.320007000000";"0.005148172858";"Core";"2019-03-01";"CTC.A.TO";"147.820007000000";"0.006843870245";"Core";"2020-03-02";"CTC.A.TO";"133.860001000000";"0.007729801774";"Core";"2021-03-01";"CTC.A.TO";"168.059998000000";"0.007430023759";"Core";"2022-03-01";"CTC.A.TO";"183.649994000000";"0.008321078683";"Core"
"2016-03-02";"EMA.TO";"45.700001000000";"0.013676148497";"Core";"2017-03-01";"EMA.TO";"45.509998000000";"0.017519968720";"Core";"2018-03-01";"EMA.TO";"41.360001000000";"0.021822477749";"Core";"2019-03-01";"EMA.TO";"47.009998000000";"0.021520123177";"Core";"2020-03-02";"EMA.TO";"57.570000000000";"0.155766852542";"Growth";"2021-03-01";"EMA.TO";"50.970001000000";"0.024498523713";"Core";"2022-03-01";"EMA.TO";"59.279999000000";"0.146079753097";"Value"
"2016-03-02";"BHC.TO";"90.760002000000";"0.040065706878";"Value";"2017-03-01";"BHC.TO";"18.200001000000";"0.040065706878";"Value";"2018-03-01";"BHC.TO";"19.440001000000";"0.040065706878";"Value";"2019-03-01";"BHC.TO";"32.240002000000";"0.188274358204";"Growth";"2020-03-02";"BHC.TO";"30.760000000000";"0.033638207841";"Core";"2021-03-01";"BHC.TO";"40.200001000000";"0.236070698453";"Growth";"2022-03-01";"BHC.TO";"29.830000000000";"0.051229166951";"Core"
"2016-03-02";"WCN.TO";"56.448597000000";"0.059050773810";"Growth";"2017-03-01";"WCN.TO";"78.419998000000";"0.068399409204";"Growth";"2018-03-01";"WCN.TO";"90.919998000000";"0.086035418520";"Growth";"2019-03-01";"WCN.TO";"111.320000000000";"0.054527180067";"Growth";"2020-03-02";"WCN.TO";"132.550003000000";"0.007806195773";"Core";"2021-03-01";"WCN.TO";"125.779999000000";"0.009927570266";"Core";"2022-03-01";"WCN.TO";"160.270004000000";"0.009534947351";"Core"
"2016-03-02";"SHOP.TO";"3.253000000000";"0.059050773810";"Growth";"2017-03-01";"SHOP.TO";"7.955000000000";"0.674278005406";"Growth";"2018-03-01";"SHOP.TO";"17.562000000000";"0.445412827682";"Growth";"2019-03-01";"SHOP.TO";"25.471001000000";"0.238308878597";"Growth";"2020-03-02";"SHOP.TO";"65.175003000000";"0.137591059272";"Growth";"2021-03-01";"SHOP.TO";"165.541000000000";"0.057327443436";"Growth";"2022-03-01";"SHOP.TO";"85.833000000000";"0.100889024239";"Value"
"2016-03-02";"H.TO";"23.360001000000";"0.059050773810";"Growth";"2017-03-01";"H.TO";"23.549999000000";"0.033857060520";"Core";"2018-03-01";"H.TO";"20.660000000000";"0.043687207237";"Core";"2019-03-01";"H.TO";"20.400000000000";"0.324597095457";"Value";"2020-03-02";"H.TO";"27.940001000000";"0.324597095457";"Value";"2021-03-01";"H.TO";"27.250000000000";"0.324597095457";"Value";"2022-03-01";"H.TO";"31.400000000000";"0.048667708603";"Core"
"2016-03-02";"WEED.TO";"2.980000000000";"0.209731543624";"Core";"2017-03-01";"WEED.TO";"11.900000000000";"0.450746347311";"Growth";"2018-03-01";"WEED.TO";"29.959999000000";"0.261092801764";"Growth";"2019-03-01";"WEED.TO";"62.529999000000";"0.097072857542";"Growth";"2020-03-02";"WEED.TO";"24.790001000000";"0.041739057339";"Core";"2021-03-01";"WEED.TO";"43.910000000000";"0.028437480714";"Core";"2022-03-01";"WEED.TO";"8.840000000000";"0.979593621891";"Value"
"2016-03-02";"QSR.TO";"48.759998000000";"0.209731543624";"Core";"2017-03-01";"QSR.TO";"73.239998000000";"0.073237051877";"Growth";"2018-03-01";"QSR.TO";"74.919998000000";"0.104409240371";"Growth";"2019-03-01";"QSR.TO";"83.889999000000";"0.012059374891";"Core";"2020-03-02";"QSR.TO";"79.230003000000";"0.013059588969";"Core";"2021-03-01";"QSR.TO";"77.660004000000";"0.016078930129";"Core";"2022-03-01";"QSR.TO";"69.599998000000";"0.124419653252";"Value"
"2016-03-02";"DOL.TO";"25.833332000000";"0.129032264724";"Growth";"2017-03-01";"DOL.TO";"34.456669000000";"0.155670344484";"Growth";"2018-03-01";"DOL.TO";"49.696667000000";"0.157401704218";"Growth";"2019-03-01";"DOL.TO";"35.950001000000";"0.184194174218";"Value";"2020-03-02";"DOL.TO";"39.639999000000";"0.184194174218";"Value";"2021-03-01";"DOL.TO";"48.980000000000";"0.184194174218";"Value";"2022-03-01";"DOL.TO";"65.180000000000";"0.023445321420";"Core"
"2016-03-02";"L.TO";"55.827972000000";"0.059707225857";"Growth";"2017-03-01";"L.TO";"55.651127000000";"0.014327360188";"Core";"2018-03-01";"L.TO";"52.266880000000";"0.017268635540";"Core";"2019-03-01";"L.TO";"64.889999000000";"0.015590398568";"Core";"2020-03-02";"L.TO";"67.360001000000";"0.015360915348";"Core";"2021-03-01";"L.TO";"61.740002000000";"0.020224971456";"Core";"2022-03-01";"L.TO";"98.019997000000";"0.015590349897";"Core"
