"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2021-09-02";"CTC.A.TO";"192.880005000000";"0.002880316991";"Core";"2022-09-01";"CTC.A.TO";"156.610001000000";"0.003116284610";"Core"
"2021-09-02";"EMA.TO";"59.549999000000";"0.009329228629";"Core";"2022-09-01";"EMA.TO";"61.459999000000";"0.007940796353";"Core"
"2021-09-02";"BHC.TO";"36.939999000000";"0.098439732940";"Value";"2022-09-01";"BHC.TO";"8.670000000000";"0.098439732940";"Value"
"2021-09-02";"WCN.TO";"164.110001000000";"0.003385263251";"Core";"2022-09-01";"WCN.TO";"183.440002000000";"0.020751866435";"Growth"
"2021-09-02";"SHOP.TO";"193.494995000000";"0.017226974441";"Growth";"2022-09-01";"SHOP.TO";"41.150002000000";"0.011860056190";"Core"
"2021-09-02";"H.TO";"31.969999000000";"0.017377402969";"Core";"2022-09-01";"H.TO";"35.439999000000";"0.013770918446";"Core"
"2021-09-02";"WEED.TO";"21.889999000000";"0.166119863065";"Value";"2022-09-01";"WEED.TO";"4.610000000000";"0.166119863065";"Value"
"2021-09-02";"QSR.TO";"81.199997000000";"0.044782805058";"Value";"2022-09-01";"QSR.TO";"78.089996000000";"0.044782805058";"Value"
"2021-09-02";"DOL.TO";"57.250000000000";"0.009704027171";"Core";"2022-09-01";"DOL.TO";"80.349998000000";"0.047376758122";"Growth"
"2021-09-02";"L.TO";"89.570000000000";"0.006202473546";"Core";"2022-09-01";"L.TO";"117.139999000000";"0.032497203798";"Growth"
"2021-09-02";"CM.TO";"72.849998000000";"0.007626020190";"Core";"2022-09-01";"CM.TO";"61.380001000000";"0.007951145780";"Core"
"2021-09-02";"BMO.TO";"127.809998000000";"0.004346730023";"Core";"2022-09-01";"BMO.TO";"121.269997000000";"0.004024419461";"Core"
"2021-09-02";"SU.TO";"23.709999000000";"0.153368358909";"Value";"2022-09-01";"SU.TO";"40.910000000000";"0.153368358909";"Value"
"2021-09-02";"OTEX.TO";"68.959999000000";"0.008056200168";"Core";"2022-09-01";"OTEX.TO";"39.860001000000";"0.012243886696";"Core"
"2021-09-02";"GIL.TO";"49.990002000000";"0.011113333333";"Core";"2022-09-01";"GIL.TO";"39.290001000000";"0.012421514979";"Core"
"2021-09-02";"TRP.TO";"60.450001000000";"0.060154897869";"Value";"2022-09-01";"TRP.TO";"62.939999000000";"0.060154897869";"Value"
"2021-09-02";"TD.TO";"82.489998000000";"0.006734823239";"Core";"2022-09-01";"TD.TO";"84.510002000000";"0.005774953549";"Core"
"2021-09-02";"CCO.TO";"26.010000000000";"0.128155837498";"Growth";"2022-09-01";"CCO.TO";"37.560001000000";"0.101350434478";"Growth"
"2021-09-02";"WPM.TO";"56.439999000000";"0.059059769532";"Growth";"2022-09-01";"WPM.TO";"39.110001000000";"0.012478683801";"Core"
"2021-09-02";"SLF.TO";"64.910004000000";"0.008558858748";"Core";"2022-09-01";"SLF.TO";"57.490002000000";"0.008489151487";"Core"
"2021-09-02";"ABX.TO";"24.930000000000";"0.022284619156";"Core";"2022-09-01";"ABX.TO";"19.150000000000";"0.025485187255";"Core"
"2021-09-02";"K.TO";"7.560000000000";"0.073486184597";"Core";"2022-09-01";"K.TO";"4.090000000000";"0.119325510010";"Core"
"2021-09-02";"TRI.TO";"149.889999000000";"0.022238530626";"Growth";"2022-09-01";"TRI.TO";"145.100006000000";"0.026235163769";"Growth"
"2021-09-02";"BNS.TO";"78.309998000000";"0.007094311962";"Core";"2022-09-01";"BNS.TO";"71.379997000000";"0.006837228306";"Core"
"2021-09-02";"RY.TO";"129.649994000000";"0.004285041120";"Core";"2022-09-01";"RY.TO";"121.889999000000";"0.004003948970";"Core"
"2021-09-02";"CAE.TO";"38.630001000000";"0.014381453305";"Core";"2022-09-01";"CAE.TO";"23.260000000000";"0.020982000685";"Core"
"2021-09-02";"T.TO";"29.260000000000";"0.018986861092";"Core";"2022-09-01";"T.TO";"29.559999000000";"0.016510194603";"Core"
"2021-09-02";"CNR.TO";"156.009995000000";"0.003561025405";"Core";"2022-09-01";"CNR.TO";"154.380005000000";"0.003161298874";"Core"
"2021-09-02";"BCE.TO";"65.949997000000";"0.008423890536";"Core";"2022-09-01";"BCE.TO";"63.450001000000";"0.007691746702";"Core"
"2021-09-02";"SAP.TO";"35.599998000000";"0.102145051704";"Value";"2022-09-01";"SAP.TO";"33.480000000000";"0.102145051704";"Value"
"2021-09-02";"FNV.TO";"182.570007000000";"0.003042972746";"Core";"2022-09-01";"FNV.TO";"155.720001000000";"0.003134095382";"Core"
"2021-09-02";"SNC.TO";"36.150002000000";"0.092208385862";"Growth";"2022-09-01";"SNC.TO";"24.860001000000";"0.019631589554";"Core"
"2021-09-02";"FM.TO";"25.030001000000";"0.133173519783";"Growth";"2022-09-01";"FM.TO";"21.010000000000";"0.023229002187";"Core"
"2021-09-02";"MFC.TO";"24.500000000000";"0.148423005566";"Value";"2022-09-01";"MFC.TO";"22.379999000000";"0.148423005566";"Value"
"2021-09-02";"CSU.TO";"2186.419922000000";"0.001524562276";"Growth";"2022-09-01";"CSU.TO";"1967.229980000000";"0.000248085552";"Core"
"2021-09-02";"FSV.TO";"238.160004000000";"0.013996192800";"Growth";"2022-09-01";"FSV.TO";"160.320007000000";"0.003044169877";"Core"
"2021-09-02";"WN.TO";"136.679993000000";"0.004064644308";"Core";"2022-09-01";"WN.TO";"151.869995000000";"0.025065665014";"Growth"
"2021-09-02";"IFC.TO";"174.089996000000";"0.003191197474";"Core";"2022-09-01";"IFC.TO";"189.070007000000";"0.002581273168";"Core"
"2021-09-02";"FTS.TO";"58.049999000000";"0.009570293973";"Core";"2022-09-01";"FTS.TO";"58.340000000000";"0.008365466849";"Core"
"2021-09-02";"ATD.TO";"51.619999000000";"0.010762409266";"Core";"2022-09-01";"ATD.TO";"58.770000000000";"0.008304259587";"Core"
"2021-09-02";"MG.TO";"101.010002000000";"0.005500005391";"Core";"2022-09-01";"MG.TO";"74.970001000000";"0.006509821654";"Core"
"2021-09-02";"IMO.TO";"34.459999000000";"0.016121751935";"Core";"2022-09-01";"IMO.TO";"62.730000000000";"0.060684240720";"Growth"
"2021-09-02";"PPL.TO";"39.150002000000";"0.092882846759";"Value";"2022-09-01";"PPL.TO";"46.340000000000";"0.092882846759";"Value"
"2021-09-02";"AEM.TO";"72.300003000000";"0.050295483893";"Value";"2022-09-01";"AEM.TO";"52.880001000000";"0.050295483893";"Value"
"2021-09-02";"ENB.TO";"49.959999000000";"0.072785502585";"Value";"2022-09-01";"ENB.TO";"53.889999000000";"0.072785502585";"Value"
"2021-09-02";"CVE.TO";"11.110000000000";"0.327305457819";"Value";"2022-09-01";"CVE.TO";"24.070000000000";"0.327305457819";"Value"
"2021-09-02";"CNQ.TO";"42.957886000000";"0.012932562733";"Core";"2022-09-01";"CNQ.TO";"70.919998000000";"0.053676290577";"Growth"
"2021-09-02";"MRU.TO";"64.500000000000";"0.008613264427";"Core";"2022-09-01";"MRU.TO";"69.760002000000";"0.006996005189";"Core"
"2021-09-02";"AQN.TO";"19.670000000000";"0.028243800486";"Core";"2022-09-01";"AQN.TO";"18.059999000000";"0.027023331283";"Core"
"2021-09-02";"CP.TO";"93.150002000000";"0.035784576079";"Growth";"2022-09-01";"CP.TO";"97.239998000000";"0.005018936096";"Core"
"2021-09-02";"BIPC.TO";"53.400002000000";"0.035784576079";"Growth";"2022-09-01";"BIPC.TO";"61.599998000000";"0.007922749217";"Core"
