"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year5";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year6";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year7";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2015-07-02";"CTC.A.TO";"133.320007000000";"0.004687968551";"Core";"2016-07-04";"CTC.A.TO";"142.179993000000";"0.009574907385";"Core";"2017-07-04";"CTC.A.TO";"148.460007000000";"0.010498135500";"Core";"2018-07-03";"CTC.A.TO";"170.880005000000";"0.010477733879";"Core";"2019-07-02";"CTC.A.TO";"140.850006000000";"0.014046872947";"Core";"2020-07-02";"CTC.A.TO";"119.339996000000";"0.015309474794";"Core";"2021-07-02";"CTC.A.TO";"194.669998000000";"0.013564485577";"Core";"2022-07-04";"CTC.A.TO";"164.759995000000";"0.013593738866";"Core"
"2015-07-02";"EMA.TO";"39.880001000000";"0.015672015655";"Core";"2016-07-04";"EMA.TO";"48.240002000000";"0.028220568172";"Core";"2017-07-04";"EMA.TO";"47.849998000000";"0.032571647544";"Core";"2018-07-03";"EMA.TO";"42.799999000000";"0.301194716551";"Value";"2019-07-02";"EMA.TO";"54.049999000000";"0.301194716551";"Value";"2020-07-02";"EMA.TO";"54.430000000000";"0.301194716551";"Value";"2021-07-02";"EMA.TO";"56.330002000000";"0.298310088353";"Value";"2022-07-04";"EMA.TO";"60.509998000000";"0.298310088353";"Value"
"2015-07-02";"BHC.TO";"286.700012000000";"0.011626554565";"Growth";"2016-07-04";"BHC.TO";"26.700001000000";"0.050987273934";"Core";"2017-07-04";"BHC.TO";"21.940001000000";"0.071037064668";"Core";"2018-07-03";"BHC.TO";"30.110001000000";"0.059463140425";"Core";"2019-07-02";"BHC.TO";"33.049999000000";"0.402720843633";"Growth";"2020-07-02";"BHC.TO";"24.920000000000";"0.073315917362";"Core";"2021-07-02";"BHC.TO";"36.810001000000";"0.418459389630";"Growth";"2022-07-04";"BHC.TO";"10.910000000000";"0.205289124428";"Core"
"2015-07-02";"WCN.TO";"46.465904000000";"0.013450722921";"Core";"2016-07-04";"WCN.TO";"63.200001000000";"0.181897641536";"Growth";"2017-07-04";"WCN.TO";"83.349998000000";"0.182314274093";"Growth";"2018-07-03";"WCN.TO";"99.339996000000";"0.108139840332";"Growth";"2019-07-02";"WCN.TO";"126.720001000000";"0.105034117537";"Growth";"2020-07-02";"WCN.TO";"125.290001000000";"0.014582429931";"Core";"2021-07-02";"WCN.TO";"147.580002000000";"0.017892657165";"Core";"2022-07-04";"WCN.TO";"160.899994000000";"0.013919853518";"Core"
"2015-07-02";"SHOP.TO";"3.925000000000";"0.013450722921";"Core";"2016-07-04";"SHOP.TO";"4.018000000000";"0.338815396973";"Core";"2017-07-04";"SHOP.TO";"11.001000000000";"1.381319369243";"Growth";"2018-07-03";"SHOP.TO";"19.785000000000";"0.542967465553";"Growth";"2019-07-02";"SHOP.TO";"40.919998000000";"0.325266963096";"Growth";"2020-07-02";"SHOP.TO";"139.761002000000";"0.183015697392";"Growth";"2021-07-02";"SHOP.TO";"180.824997000000";"0.085184519874";"Growth";"2022-07-04";"SHOP.TO";"40.349998000000";"0.055506925862";"Core"
"2015-07-02";"WEED.TO";"1.970000000000";"1.692047377327";"Growth";"2016-07-04";"WEED.TO";"2.760000000000";"0.493246472839";"Core";"2017-07-04";"WEED.TO";"8.090000000000";"1.878355300500";"Growth";"2018-07-03";"WEED.TO";"38.400002000000";"0.279755488189";"Growth";"2019-07-02";"WEED.TO";"52.490002000000";"0.253570641498";"Growth";"2020-07-02";"WEED.TO";"22.330000000000";"0.081819644454";"Core";"2021-07-02";"WEED.TO";"28.700001000000";"0.585498511778";"Value";"2022-07-04";"WEED.TO";"3.630000000000";"0.585498511778";"Value"
"2015-07-02";"QSR.TO";"49.619999000000";"1.692047377327";"Growth";"2016-07-04";"QSR.TO";"54.259998000000";"0.025089574552";"Core";"2017-07-04";"QSR.TO";"80.260002000000";"0.189333341669";"Growth";"2018-07-03";"QSR.TO";"79.480003000000";"0.135161183952";"Growth";"2019-07-02";"QSR.TO";"91.190002000000";"0.021696480924";"Core";"2020-07-02";"QSR.TO";"73.489998000000";"0.024860970341";"Core";"2021-07-02";"QSR.TO";"79.879997000000";"0.210363151034";"Value";"2022-07-04";"QSR.TO";"65.760002000000";"0.210363151034";"Value"
"2015-07-02";"DOL.TO";"25.336666000000";"0.131561640088";"Growth";"2016-07-04";"DOL.TO";"30.316668000000";"0.379195072723";"Growth";"2017-07-04";"DOL.TO";"41.196667000000";"0.037832023398";"Core";"2018-07-03";"DOL.TO";"50.599998000000";"0.212304579656";"Growth";"2019-07-02";"DOL.TO";"47.759998000000";"0.041425925914";"Core";"2020-07-02";"DOL.TO";"45.490002000000";"0.040163389324";"Core";"2021-07-02";"DOL.TO";"56.919998000000";"0.046391399735";"Core";"2022-07-04";"DOL.TO";"75.489998000000";"0.029668888685";"Core"
"2015-07-02";"L.TO";"51.221867000000";"0.012201819977";"Core";"2016-07-04";"L.TO";"55.627010000000";"0.024473008077";"Core";"2017-07-04";"L.TO";"57.532154000000";"0.027090125460";"Core";"2018-07-03";"L.TO";"54.019295000000";"0.033144364762";"Core";"2019-07-02";"L.TO";"66.730003000000";"0.029649363852";"Core";"2020-07-02";"L.TO";"66.589996000000";"0.027437044157";"Core";"2021-07-02";"L.TO";"77.139999000000";"0.034231247269";"Core";"2022-07-04";"L.TO";"116.680000000000";"0.125641780956";"Growth"
"2015-07-02";"CM.TO";"45.904999000000";"0.013615074907";"Core";"2016-07-04";"CM.TO";"48.535000000000";"0.028049042238";"Core";"2017-07-04";"CM.TO";"53.075001000000";"0.029365110513";"Core";"2018-07-03";"CM.TO";"57.244999000000";"0.031276709738";"Core";"2019-07-02";"CM.TO";"52.075001000000";"0.037993319267";"Core";"2020-07-02";"CM.TO";"45.575001000000";"0.040088483172";"Core";"2021-07-02";"CM.TO";"70.735001000000";"0.037330859444";"Core";"2022-07-04";"CM.TO";"62.700001000000";"0.035720961911";"Core"
"2015-07-02";"BMO.TO";"74.010002000000";"0.008444804528";"Core";"2016-07-04";"BMO.TO";"82.360001000000";"0.016529386213";"Core";"2017-07-04";"BMO.TO";"95.800003000000";"0.016268822767";"Core";"2018-07-03";"BMO.TO";"101.669998000000";"0.017610261167";"Core";"2019-07-02";"BMO.TO";"99.919998000000";"0.019800862474";"Core";"2020-07-02";"BMO.TO";"72.110001000000";"0.025336744353";"Core";"2021-07-02";"BMO.TO";"127.089996000000";"0.020777389749";"Core";"2022-07-04";"BMO.TO";"124.849998000000";"0.117419969858";"Growth"
"2015-07-02";"SU.TO";"34.630001000000";"0.105006166080";"Value";"2016-07-04";"SU.TO";"36.700001000000";"0.105006166080";"Value";"2017-07-04";"SU.TO";"37.540001000000";"0.105006166080";"Value";"2018-07-03";"SU.TO";"53.299999000000";"0.201549934475";"Growth";"2019-07-02";"SU.TO";"40.849998000000";"0.048433347263";"Core";"2020-07-02";"SU.TO";"22.740000000000";"0.080344444180";"Core";"2021-07-02";"SU.TO";"29.480000000000";"0.570007051341";"Value";"2022-07-04";"SU.TO";"46.000000000000";"0.570007051341";"Value"
"2015-07-02";"OTEX.TO";"25.469999000000";"0.024538673912";"Core";"2016-07-04";"OTEX.TO";"38.595001000000";"0.035272968772";"Core";"2017-07-04";"OTEX.TO";"40.389999000000";"0.038587603576";"Core";"2018-07-03";"OTEX.TO";"46.630001000000";"0.038396636913";"Core";"2019-07-02";"OTEX.TO";"54.910000000000";"0.036031727169";"Core";"2020-07-02";"OTEX.TO";"58.360001000000";"0.031306247933";"Core";"2021-07-02";"OTEX.TO";"64.040001000000";"0.041233578059";"Core";"2022-07-04";"OTEX.TO";"48.480000000000";"0.046198522020";"Core"
"2015-07-02";"GIL.TO";"42.500000000000";"0.078431372549";"Growth";"2016-07-04";"GIL.TO";"38.439999000000";"0.035415200324";"Core";"2017-07-04";"GIL.TO";"39.689999000000";"0.039268160976";"Core";"2018-07-03";"GIL.TO";"36.169998000000";"0.049500561699";"Core";"2019-07-02";"GIL.TO";"51.070000000000";"0.038740985683";"Core";"2020-07-02";"GIL.TO";"21.059999000000";"0.086753691710";"Core";"2021-07-02";"GIL.TO";"46.250000000000";"0.363325575644";"Value";"2022-07-04";"GIL.TO";"36.660000000000";"0.363325575644";"Value"
"2015-07-02";"TRP.TO";"51.000000000000";"0.012254901961";"Core";"2016-07-04";"TRP.TO";"58.970001000000";"0.023085640867";"Core";"2017-07-04";"TRP.TO";"61.750000000000";"0.025239729066";"Core";"2018-07-03";"TRP.TO";"56.830002000000";"0.226836760751";"Value";"2019-07-02";"TRP.TO";"64.610001000000";"0.226836760751";"Value";"2020-07-02";"TRP.TO";"58.139999000000";"0.226836760751";"Value";"2021-07-02";"TRP.TO";"61.639999000000";"0.272612072455";"Value";"2022-07-04";"TRP.TO";"66.949997000000";"0.272612072455";"Value"
"2015-07-02";"TD.TO";"53.099998000000";"0.011770245264";"Core";"2016-07-04";"TD.TO";"56.130001000000";"0.024253701065";"Core";"2017-07-04";"TD.TO";"65.470001000000";"0.023805609379";"Core";"2018-07-03";"TD.TO";"76.139999000000";"0.023515041255";"Core";"2019-07-02";"TD.TO";"77.050003000000";"0.025678157843";"Core";"2020-07-02";"TD.TO";"60.599998000000";"0.030149054801";"Core";"2021-07-02";"TD.TO";"87.000000000000";"0.030351705519";"Core";"2022-07-04";"TD.TO";"84.040001000000";"0.026650455984";"Core"
"2015-07-02";"CCO.TO";"18.219999000000";"0.199580891106";"Value";"2016-07-04";"CCO.TO";"14.210000000000";"0.199580891106";"Value";"2017-07-04";"CCO.TO";"11.910000000000";"0.199580891106";"Value";"2018-07-03";"CCO.TO";"14.780000000000";"0.121139053969";"Core";"2019-07-02";"CCO.TO";"14.060000000000";"0.140718502050";"Core";"2020-07-02";"CCO.TO";"13.750000000000";"0.132875102594";"Core";"2021-07-02";"CCO.TO";"23.600000000000";"0.652690277574";"Growth";"2022-07-04";"CCO.TO";"28.020000000000";"0.523193540396";"Growth"
"2015-07-02";"WPM.TO";"21.740000000000";"0.167266036631";"Value";"2016-07-04";"WPM.TO";"32.470001000000";"0.167266036631";"Value";"2017-07-04";"WPM.TO";"24.770000000000";"0.167266036631";"Value";"2018-07-03";"WPM.TO";"29.480000000000";"0.437284042306";"Value";"2019-07-02";"WPM.TO";"31.320000000000";"0.437284042306";"Value";"2020-07-02";"WPM.TO";"58.810001000000";"0.437284042306";"Value";"2021-07-02";"WPM.TO";"55.189999000000";"0.279099308386";"Growth";"2022-07-04";"WPM.TO";"48.049999000000";"0.046611954092";"Core"
"2015-07-02";"SLF.TO";"41.759998000000";"0.014966475813";"Core";"2016-07-04";"SLF.TO";"42.240002000000";"0.032229171415";"Core";"2017-07-04";"SLF.TO";"46.290001000000";"0.033669328930";"Core";"2018-07-03";"SLF.TO";"52.860001000000";"0.033871267192";"Core";"2019-07-02";"SLF.TO";"54.639999000000";"0.036209776263";"Core";"2020-07-02";"SLF.TO";"49.230000000000";"0.037112180798";"Core";"2021-07-02";"SLF.TO";"63.709999000000";"0.041447157771";"Core";"2022-07-04";"SLF.TO";"59.680000000000";"0.037528558102";"Core"
"2015-07-02";"ABX.TO";"13.250000000000";"0.274442538593";"Value";"2016-07-04";"ABX.TO";"28.700001000000";"0.274442538593";"Value";"2017-07-04";"ABX.TO";"20.020000000000";"0.274442538593";"Value";"2018-07-03";"ABX.TO";"17.790001000000";"0.724628040615";"Value";"2019-07-02";"ABX.TO";"20.469999000000";"0.724628040615";"Value";"2020-07-02";"ABX.TO";"35.660000000000";"0.724628040615";"Value";"2021-07-02";"ABX.TO";"25.639999000000";"0.102987460340";"Core";"2022-07-04";"ABX.TO";"23.740000000000";"0.094343064343";"Core"
"2015-07-02";"K.TO";"2.850000000000";"1.275917065391";"Value";"2016-07-04";"K.TO";"6.940000000000";"1.275917065391";"Value";"2017-07-04";"K.TO";"5.130000000000";"1.275917065391";"Value";"2018-07-03";"K.TO";"5.040000000000";"2.557764596661";"Value";"2019-07-02";"K.TO";"5.010000000000";"2.557764596661";"Value";"2020-07-02";"K.TO";"9.750000000000";"2.557764596661";"Value";"2021-07-02";"K.TO";"7.950000000000";"0.332150739639";"Core";"2022-07-04";"K.TO";"4.700000000000";"0.476532839896";"Core"
"2015-07-02";"TRI.TO";"52.990417000000";"0.011794585425";"Core";"2016-07-04";"TRI.TO";"57.858795000000";"0.023529011709";"Core";"2017-07-04";"TRI.TO";"66.152657000000";"0.023559949676";"Core";"2018-07-03";"TRI.TO";"58.607777000000";"0.030549447690";"Core";"2019-07-02";"TRI.TO";"85.919998000000";"0.154910658626";"Growth";"2020-07-02";"TRI.TO";"91.669998000000";"0.279027575077";"Growth";"2021-07-02";"TRI.TO";"123.269997000000";"0.021421257763";"Core";"2022-07-04";"TRI.TO";"132.119995000000";"0.016952046869";"Core"
