"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2020-11-02";"CTC.A.TO";"147.809998000000";"0.003758579007";"Core";"2021-11-01";"CTC.A.TO";"179.470001000000";"0.003338993622";"Core";"2022-11-01";"CTC.A.TO";"151.710007000000";"0.003245473723";"Core"
"2020-11-02";"EMA.TO";"53.450001000000";"0.010393929750";"Core";"2021-11-01";"EMA.TO";"57.709999000000";"0.010383801750";"Core";"2022-11-01";"EMA.TO";"50.549999000000";"0.009740274006";"Core"
"2020-11-02";"BHC.TO";"22.910000000000";"0.158723860164";"Value";"2021-11-01";"BHC.TO";"35.270000000000";"0.158723860164";"Value";"2022-11-01";"BHC.TO";"9.430000000000";"0.158723860164";"Value"
"2020-11-02";"WCN.TO";"131.699997000000";"0.004218341444";"Core";"2021-11-01";"WCN.TO";"168.130005000000";"0.003564201337";"Core";"2022-11-01";"WCN.TO";"178.509995000000";"0.028271812584";"Growth"
"2020-11-02";"SHOP.TO";"121.073997000000";"0.027531372681";"Growth";"2021-11-01";"SHOP.TO";"188.983002000000";"0.028185918299";"Growth";"2022-11-01";"SHOP.TO";"47.430000000000";"0.010381000238";"Core"
"2020-11-02";"H.TO";"29.469999000000";"0.113109380605";"Growth";"2021-11-01";"H.TO";"29.900000000000";"0.020041778883";"Core";"2022-11-01";"H.TO";"34.000000000000";"0.014481495331";"Core"
"2020-11-02";"WEED.TO";"27.730000000000";"0.131134642494";"Value";"2021-11-01";"WEED.TO";"16.379999000000";"0.131134642494";"Value";"2022-11-01";"WEED.TO";"4.750000000000";"0.131134642494";"Value"
"2020-11-02";"QSR.TO";"68.470001000000";"0.008113853475";"Core";"2021-11-01";"QSR.TO";"71.239998000000";"0.008411695753";"Core";"2022-11-01";"QSR.TO";"80.419998000000";"0.006122492583";"Core"
"2020-11-02";"DOL.TO";"46.049999000000";"0.012064181707";"Core";"2021-11-01";"DOL.TO";"56.310001000000";"0.010641967288";"Core";"2022-11-01";"DOL.TO";"80.629997000000";"0.062592103569";"Growth"
"2020-11-02";"L.TO";"66.230003000000";"0.008388276165";"Core";"2021-11-01";"L.TO";"93.190002000000";"0.006430402143";"Core";"2022-11-01";"L.TO";"112.160004000000";"0.044996442074";"Growth"
"2020-11-02";"CM.TO";"50.080002000000";"0.011093361289";"Core";"2021-11-01";"CM.TO";"75.485001000000";"0.070565799612";"Growth";"2022-11-01";"CM.TO";"61.820000000000";"0.007964588180";"Core"
"2020-11-02";"BMO.TO";"79.500000000000";"0.006988120196";"Core";"2021-11-01";"BMO.TO";"135.550003000000";"0.004420871821";"Core";"2022-11-01";"BMO.TO";"125.269997000000";"0.003930476994";"Core"
"2020-11-02";"SU.TO";"15.550000000000";"0.233849751535";"Value";"2021-11-01";"SU.TO";"33.049999000000";"0.233849751535";"Value";"2022-11-01";"SU.TO";"47.730000000000";"0.233849751535";"Value"
"2020-11-02";"OTEX.TO";"48.180000000000";"0.011530833449";"Core";"2021-11-01";"OTEX.TO";"62.290001000000";"0.009620311109";"Core";"2022-11-01";"OTEX.TO";"40.070000000000";"0.012287767439";"Core"
"2020-11-02";"GIL.TO";"28.129999000000";"0.129269952564";"Value";"2021-11-01";"GIL.TO";"46.419998000000";"0.129269952564";"Value";"2022-11-01";"GIL.TO";"43.000000000000";"0.129269952564";"Value"
"2020-11-02";"TRP.TO";"51.549999000000";"0.010777023595";"Core";"2021-11-01";"TRP.TO";"67.400002000000";"0.008890937253";"Core";"2022-11-01";"TRP.TO";"59.619999000000";"0.008258484561";"Core"
