"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year5";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2017-04-02";"CTC.A.TO";"158.500000000000";"0.003605227580";"Core";"2018-04-02";"CTC.A.TO";"166.479996000000";"0.004073613975";"Core";"2019-04-01";"CTC.A.TO";"145.869995000000";"0.005355435996";"Core";"2020-04-01";"CTC.A.TO";"82.209999000000";"0.048852185296";"Value";"2021-04-01";"CTC.A.TO";"182.020004000000";"0.048852185296";"Value";"2022-04-01";"CTC.A.TO";"185.800003000000";"0.048852185296";"Value"
"2017-04-02";"EMA.TO";"46.980000000000";"0.012163230554";"Core";"2018-04-02";"EMA.TO";"41.290001000000";"0.016424684473";"Core";"2019-04-01";"EMA.TO";"49.930000000000";"0.015645852632";"Core";"2020-04-01";"EMA.TO";"52.000000000000";"0.011799551054";"Core";"2021-04-01";"EMA.TO";"56.160000000000";"0.014442381258";"Core";"2022-04-01";"EMA.TO";"62.919998000000";"0.012458514226";"Core"
"2017-04-02";"BHC.TO";"14.000000000000";"0.259740259740";"Value";"2018-04-02";"BHC.TO";"19.459999000000";"0.259740259740";"Value";"2019-04-01";"BHC.TO";"33.349998000000";"0.259740259740";"Value";"2020-04-01";"BHC.TO";"19.570000000000";"0.031352920533";"Core";"2021-04-01";"BHC.TO";"39.750000000000";"0.020404632238";"Core";"2022-04-01";"BHC.TO";"28.820000000000";"0.027199503475";"Core"
"2017-04-02";"WCN.TO";"78.339996000000";"0.042549572422";"Growth";"2018-04-02";"WCN.TO";"92.099998000000";"0.055962344443";"Growth";"2019-04-01";"WCN.TO";"116.690002000000";"0.058020203451";"Growth";"2020-04-01";"WCN.TO";"106.269997000000";"0.005773752443";"Core";"2021-04-01";"WCN.TO";"137.300003000000";"0.005907386116";"Core";"2022-04-01";"WCN.TO";"174.850006000000";"0.004483212258";"Core"
"2017-04-02";"SHOP.TO";"9.279000000000";"0.359234112871";"Growth";"2018-04-02";"SHOP.TO";"15.766000000000";"0.326914360733";"Growth";"2019-04-01";"SHOP.TO";"27.438000000000";"0.246751864450";"Growth";"2020-04-01";"SHOP.TO";"54.620998000000";"0.067400085385";"Growth";"2021-04-01";"SHOP.TO";"144.817993000000";"0.037677529180";"Growth";"2022-04-01";"SHOP.TO";"86.570999000000";"0.009054876335";"Core"
"2017-04-02";"H.TO";"24.110001000000";"0.359234112871";"Growth";"2018-04-02";"H.TO";"21.049999000000";"0.032217352520";"Core";"2019-04-01";"H.TO";"20.760000000000";"0.037629933619";"Core";"2020-04-01";"H.TO";"24.889999000000";"0.147909203572";"Growth";"2021-04-01";"H.TO";"29.629999000000";"0.027373748189";"Core";"2022-04-01";"H.TO";"34.200001000000";"0.022920750504";"Core"
"2017-04-02";"WEED.TO";"10.180000000000";"0.327439423707";"Growth";"2018-04-02";"WEED.TO";"32.009998000000";"0.161016311570";"Growth";"2019-04-01";"WEED.TO";"56.759998000000";"0.119280794492";"Growth";"2020-04-01";"WEED.TO";"19.240000000000";"0.208738986713";"Value";"2021-04-01";"WEED.TO";"40.200001000000";"0.208738986713";"Value";"2022-04-01";"WEED.TO";"9.240000000000";"0.208738986713";"Value"
"2017-04-02";"QSR.TO";"74.680000000000";"0.044634886627";"Growth";"2018-04-02";"QSR.TO";"72.889999000000";"0.009304091750";"Core";"2019-04-01";"QSR.TO";"87.209999000000";"0.008957658880";"Core";"2020-04-01";"QSR.TO";"51.520000000000";"0.011909484760";"Core";"2021-04-01";"QSR.TO";"82.180000000000";"0.009869604909";"Core";"2022-04-01";"QSR.TO";"72.839996000000";"0.010761803037";"Core"
"2017-04-02";"DOL.TO";"36.373333000000";"0.015710096499";"Core";"2018-04-02";"DOL.TO";"52.669998000000";"0.097857072471";"Growth";"2019-04-01";"DOL.TO";"37.830002000000";"0.020650208317";"Core";"2020-04-01";"DOL.TO";"38.919998000000";"0.015765074161";"Core";"2021-04-01";"DOL.TO";"57.000000000000";"0.014229546166";"Core";"2022-04-01";"DOL.TO";"72.419998000000";"0.010824215849";"Core"
"2017-04-02";"L.TO";"57.564308000000";"0.009926786081";"Core";"2018-04-02";"L.TO";"51.808681000000";"0.013089992357";"Core";"2019-04-01";"L.TO";"65.959999000000";"0.011843502635";"Core";"2020-04-01";"L.TO";"71.970001000000";"0.051152700818";"Growth";"2021-04-01";"L.TO";"70.360001000000";"0.011527631039";"Core";"2022-04-01";"L.TO";"110.879997000000";"0.098975973657";"Growth"
