"","2021-01-02_to_2023-01-13_Index_7QRank","2021-01-02_to_2023-01-13_TSX60_Index"
"2021-01-04",0,0
"2021-01-05",0,0
"2021-01-06",0,0
"2021-01-07",0,0
"2021-01-08",-0.239383915096547,0
"2021-01-11",-0.970844375063529,-0.551764035869406
"2021-01-12",-1.09805403587906,-0.274022073855085
"2021-01-13",-1.27928917714122,-0.537785393646018
"2021-01-14",-0.438832678360868,-0.493979835687497
"2021-01-15",-1.28146555793087,-0.576001432156936
"2021-01-18",-1.14927724300613,-0.45483382513678
"2021-01-19",-0.444270820317794,-0.576931404196757
"2021-01-20",-0.357453726772994,-0.370952284587722
"2021-01-21",-1.10442042531815,-0.923646292496938
"2021-01-22",-1.51022568318934,-1.33747416300337
"2021-01-25",-1.48467954081339,-1.13055538414577
"2021-01-26",-2.65169756297866,-1.93304375683129
"2021-01-27",-4.46876729300478,-4.04969886827246
"2021-01-28",-2.29048105924791,-2.43261311196641
"2021-01-29",-3.92791531755912,-4.31719176343139
"2021-02-01",-1.62080733319577,-2.63207274008803
"2021-02-02",-1.32685303367156,-1.27409075616511
"2021-02-03",-0.529654871595642,-1.13428495951375
"2021-02-04",-0.118898365289299,-0.367222709219739
"2021-02-05",0,0
"2021-02-08",0,0
"2021-02-09",0,0
"2021-02-10",0,0
"2021-02-11",-1.73269881239112,0
"2021-02-12",-1.38248204953825,0
"2021-02-16",-0.79246974639321,0
"2021-02-17",-1.42867216017913,0
"2021-02-18",-2.67114754908004,0
"2021-02-19",-1.70321473929272,0
"2021-02-22",-1.12621890334739,0
"2021-02-23",-1.89832018518732,0
"2021-02-24",-1.21378348383893,0
"2021-02-25",-2.42209005405215,-1.32774107237781
"2021-02-26",-3.94665133306094,-2.31512642081302
"2021-03-01",-2.64808678501898,-0.998309949956822
"2021-03-02",-1.97355375825601,-0.207491760675005
"2021-03-03",-2.34310706813111,-0.786268636613519
"2021-03-04",-3.32840667420687,-1.74454063138334
"2021-03-05",-1.53673884186124,-0.194751121497838
"2021-03-08",-1.32742566363426,0
"2021-03-09",-0.72197406979696,0
"2021-03-10",0,0
"2021-03-11",0,0
"2021-03-12",0,0
"2021-03-15",0,0
"2021-03-16",-1.04546437633263,0
"2021-03-17",-0.375270124281879,0
"2021-03-18",-2.08183283603448,0
"2021-03-19",-2.00100893415246,0
"2021-03-22",-2.47414772376124,0
"2021-03-23",-3.90674658627367,0
"2021-03-24",-4.24259656789905,0
"2021-03-25",-4.17206660761162,0
"2021-03-26",-3.39243872481693,0
"2021-03-29",-3.62859886485154,0
"2021-03-30",-3.56026291012351,0
"2021-03-31",-3.47428393859878,0
"2021-04-01",-1.6156715753685,0
"2021-04-05",-1.4414995116151,0
"2021-04-06",-0.949819986178224,0
"2021-04-07",-0.655634330913157,0
"2021-04-08",-0.581494520728587,0
"2021-04-09",-0.710807289431503,0
"2021-04-12",-1.26588593259335,0
"2021-04-13",-1.25306502761968,0
"2021-04-14",-0.516943897636946,0
"2021-04-15",0,0
"2021-04-16",0,0
"2021-04-19",0,0
"2021-04-20",0,0
"2021-04-21",0,0
"2021-04-22",0,0
"2021-04-23",0,0
"2021-04-26",0,0
"2021-04-27",0,0
"2021-04-28",0,0
"2021-04-29",0,0
"2021-04-30",0,0
"2021-05-03",0,0
"2021-05-04",0,0
"2021-05-05",0,0
"2021-05-06",0,0
"2021-05-07",0,0
"2021-05-10",-1.07304816278405,0
"2021-05-11",-1.42166313456217,0
"2021-05-12",-2.17417768278456,0
"2021-05-13",-2.24007304889655,0
"2021-05-14",-0.342406472400569,0
"2021-05-17",0,0
"2021-05-18",0,0
"2021-05-19",0,0
"2021-05-20",0,0
"2021-05-21",0,0
"2021-05-25",0,0
"2021-05-26",0,0
"2021-05-27",0,0
"2021-05-28",0,0
"2021-05-31",0,0
"2021-06-01",0,0
"2021-06-02",0,0
"2021-06-03",0,0
"2021-06-04",0,0
"2021-06-07",0,0
"2021-06-08",0,0
"2021-06-09",0,0
"2021-06-10",0,0
"2021-06-11",0,0
"2021-06-14",-0.335879240642589,0
"2021-06-15",-0.222293621225489,0
"2021-06-16",-0.80771953325337,0
"2021-06-17",-2.01919239237118,0
