"","2018-11-02_to_2023-01-13_Index_7QRank","2018-11-02_to_2023-01-13_TSX60_Index"
"2018-11-02",0,0
"2018-11-05",0,0
"2018-11-06",0,0
"2018-11-07",0,0
"2018-11-08",0,0
"2018-11-09",0,-0.386326007526194
"2018-11-12",0,-1.07603730936316
"2018-11-13",0,-1.06839984383005
"2018-11-14",0,-1.02037325876599
"2018-11-15",0,-0.953808372549469
"2018-11-16",0,-0.955990505558946
"2018-11-19",0,-1.30739255550579
"2018-11-20",0,-2.6595286671335
"2018-11-21",0,-1.14805752810332
"2018-11-22",0,-1.26155793287916
"2018-11-23",0,-1.80393593886568
"2018-11-26",0,-1.5976850517598
"2018-11-27",0,-1.91198101111787
"2018-11-28",0,-0.455082856180133
"2018-11-29",0,-0.214989248571695
"2018-11-30",0,-0.331762852861717
"2018-12-03",0,0
"2018-12-04",0,-1.26278181775538
"2018-12-05",0,-0.169971176539119
"2018-12-06",0,-2.1845417888171
"2018-12-07",0,-3.24576252141446
"2018-12-10",0,-3.54756930913291
"2018-12-11",0,-4.09126117533499
"2018-12-12",0,-3.2599333285116
"2018-12-13",0,-3.41791231234108
"2018-12-14",0,-4.23725778003315
"2018-12-17",0,-5.64059948009624
"2018-12-18",0,-5.4172424374848
"2018-12-19",0,-6.38040589548755
"2018-12-20",0,-7.25531584363948
"2018-12-21",0,-8.64666535099293
"2018-12-24",0,-9.77435344956601
"2018-12-27",0,-7.09188051026289
"2018-12-28",0,-6.85762058213558
"2018-12-31",0,-6.37277093155294
"2019-01-02",0,-6.32047437267437
"2019-01-03",0,-7.23025196460477
"2019-01-04",0,-5.81492788541038
"2019-01-07",0,-5.36712449299375
"2019-01-08",0,-4.72755396658457
"2019-01-09",0,-3.47566522076675
"2019-01-10",0,-2.84263053752011
"2019-01-11",0,-2.66067698184969
"2019-01-14",0,-2.47000896862923
"2019-01-15",0,-1.91760264487713
"2019-01-16",0,-1.51447066098277
"2019-01-17",0,-0.699492235644028
"2019-01-18",0,0
"2019-01-21",0,0
"2019-01-22",0,0
"2019-01-23",0,0
"2019-01-24",0,0
"2019-01-25",0,0
"2019-01-28",0,0
"2019-01-29",0,0
"2019-01-30",0,0
"2019-01-31",0,0
"2019-02-01",0,0
"2019-02-04",0,0
"2019-02-05",0,0
"2019-02-06",0,0
"2019-02-07",0,0
"2019-02-08",0,0
"2019-02-11",0,0
"2019-02-12",0,0
"2019-02-13",0,0
"2019-02-14",0,0
"2019-02-15",0,0
"2019-02-19",0,0
"2019-02-20",0,0
"2019-02-21",0,0
"2019-02-22",0,0
"2019-02-25",0,0
"2019-02-26",0,0
"2019-02-27",0,0
"2019-02-28",0,0
"2019-03-01",0,0
"2019-03-04",0,0
"2019-03-05",0,0
"2019-03-06",0,0
"2019-03-07",0,0
"2019-03-08",0,0
"2019-03-11",0,0
"2019-03-12",0,0
"2019-03-13",0,0
"2019-03-14",0,0
"2019-03-15",0,0
"2019-03-18",0,0
"2019-03-19",0,0
"2019-03-20",0,0
"2019-03-21",0,0
"2019-03-22",0,0
"2019-03-25",0,0
"2019-03-26",0,0
"2019-03-27",0,0
"2019-03-28",0,0
"2019-03-29",0,0
"2019-04-01",0,0
"2019-04-02",0,0
"2019-04-03",0,0
"2019-04-04",0,0
"2019-04-05",0,0
"2019-04-08",0,0
"2019-04-09",0,0
"2019-04-10",0,0
"2019-04-11",0,0
"2019-04-12",0,0
"2019-04-15",0,0
"2019-04-16",0,0
"2019-04-17",0,0
"2019-04-18",0,0
"2019-04-22",0,0
"2019-04-23",0,0
"2019-04-24",0,-0.626023282171739
"2019-04-25",0,-0.626023282171739
"2019-04-26",0,-0.409011125149439
"2019-04-29",0,-0.424017237032526
"2019-04-30",0,-0.544021095747005
"2019-05-01",0,-0.948033186025443
"2019-05-02",0,-1.39504598346464
"2019-05-03",0,-0.839027204027187
"2019-05-06",0,-0.853024501666033
"2019-05-07",0,-1.6670475240681
"2019-05-08",0,-1.43004823483178
"2019-05-09",0,-2.00306373283067
"2019-05-10",0,-2.19206328003521
"2019-05-13",0,-3.00509550273311
"2019-05-14",0,-2.5120735699405
"2019-05-15",0,-2.26906643158893
"2019-05-16",0,-1.44504533944483
"2019-05-17",0,-1.72105511521513
"2019-05-21",0,-1.5620497772367
"2019-05-22",0,-2.12706681944197
"2019-05-23",0,-3.0540950517391
"2019-05-24",0,-2.63708547079604
"2019-05-27",0,-1.9370584579932
"2019-05-28",0,-2.18906385911261
"2019-05-29",0,-3.16810006860837
"2019-05-30",0,-3.43510257434082
"2019-05-31",0,-3.80812064841896
"2019-06-03",0,-4.03812128883585
"2019-06-04",0,-3.14909472882847
"2019-06-05",0,-2.74708225249846
"2019-06-06",0,-2.68808463375043
"2019-06-07",0,-2.65008296146069
"2019-06-10",0,-2.75108148039527
"2019-06-11",0,-2.5840776866232
"2019-06-12",0,-2.70708096626029
"2019-06-13",0,-2.74208321762743
"2019-06-14",0,-2.31507556694234
"2019-06-17",0,-2.08006688438439
"2019-06-18",0,-1.18103324736495
"2019-06-19",0,-1.11803640072011
"2019-06-20",0,-0.792027268969597
"2019-06-21",0,-1.12203562861692
"2019-06-24",0,-1.17303479157131
"2019-06-25",0,-2.13106604733878
"2019-06-26",0,-2.50807434204369
"2019-06-27",0,-2.49107762348224
"2019-06-28",0,-2.03706617722362
"2019-07-02",0,-1.45204398826424
"2019-07-03",0,-0.751026175757241
"2019-07-04",0,-0.713024503467474
"2019-07-05",0,-1.02403653060494
"2019-07-08",0,-1.4920452745024
"2019-07-09",0,-0.87003022749752
"2019-07-10",0,-0.921029390451911
"2019-07-11",0,-1.04903170496002
"2019-07-12",0,-1.39504598346464
"2019-07-15",0,-1.33104032257556
"2019-07-16",0,-1.33503955047237
"2019-07-17",0,-1.55205170749466
"2019-07-18",0,-1.490045660554
"2019-07-19",0,-1.58204591672075
"2019-07-22",0,-1.3140436040141
"2019-07-23",0,-0.969029132483701
"2019-07-24",0,-0.785028620150185
"2019-07-25",0,-1.51205042125651
"2019-07-26",0,-1.23004180364097
"2019-07-29",0,-1.50905100033391
"2019-07-30",0,-1.76205620842751
"2019-07-31",0,-2.02405967928895
"2019-08-01",0,-2.31807498786496
"2019-08-02",0,-3.04809620989389
"2019-08-06",0,-3.86611846019278
"2019-08-07",0,-3.05109563081649
"2019-08-08",0,-2.22106668955714
"2019-08-09",0,-2.56308174016493
"2019-08-12",0,-3.13609723816384
"2019-08-13",0,-2.33807112734902
"2019-08-14",0,-4.24112714094926
"2019-08-15",0,-4.41312996959236
"2019-08-16",0,-3.49510900733309
"2019-08-19",0,-2.56708096806175
"2019-08-20",0,-3.27909665728499
"2019-08-21",0,-2.6020832194289
"2019-08-22",0,-2.88809106494125
"2019-08-23",0,-4.32912816921922
"2019-08-26",0,-3.81112006934156
"2019-08-27",0,-3.39010225323165
"2019-08-28",0,-2.91508585324473
"2019-08-29",0,-2.07706746346178
"2019-08-30",0,-1.75205813868547
"2019-09-03",0,-2.08606572622961
"2019-09-04",0,-1.87406161134837
"2019-09-05",0,-0.962030483664267
"2019-09-06",0,-1.19803897319644
"2019-09-09",0,-1.48104739778617
"2019-09-10",0,-1.1880409034544
"2019-09-11",0,-0.70102681977704
"2019-09-12",0,-0.383016143820158
"2019-09-13",0,-0.143008426391189
"2019-09-16",0,0
"2019-09-17",0,0
"2019-09-18",0,0
"2019-09-19",0,0
"2019-09-20",0,0
"2019-09-23",0,-0.30952014713318
"2019-09-24",0,-0.739682877009862
"2019-09-25",0,-0.75846731458874
"2019-09-26",0,-0.707048368100871
"2019-09-27",0,-1.19653928134074
"2019-09-30",0,-1.31718186408423
"2019-10-01",0,-2.59283132777473
"2019-10-02",0,-3.55105140745672
"2019-10-03",0,-3.27218846001369
"2019-10-04",0,-2.7876408198209
"2019-10-07",0,-2.95772503983344
"2019-10-08",0,-3.80024580981903
"2019-10-09",0,-3.15550049570785
"2019-10-10",0,-2.84401194615413
"2019-10-11",0,-2.82818456560522
"2019-10-15",0,-2.74907438325545
"2019-10-16",0,-2.69666678215816
"2019-10-17",0,-2.81829801951107
"2019-10-18",0,-3.08628576625052
"2019-10-21",0,-2.8004933297433
"2019-10-22",0,-2.98047300264827
"2019-10-23",0,-3.39085373353835
"2019-10-24",0,-3.1574778049267
"2019-10-25",0,-2.93795194764513
"2019-10-28",0,-2.95278176678636
"2019-10-29",0,-2.78665216521149
"2019-10-30",0,-2.18838252454112
"2019-10-31",0,-2.46427950815591
"2019-11-01",0,-1.80964764795061
"2019-11-04",0,-1.35377099143086
"2019-11-05",0,-1.27960408212816
"2019-11-06",0,-0.958220079682004
"2019-11-07",0,-0.557725894886063
"2019-11-08",0,-0.070212290865046
"2019-11-11",0,-0.0207706535960028
"2019-11-12",0,0
"2019-11-13",0,0
"2019-11-14",0,0
"2019-11-15",0,0
"2019-11-18",0,0
"2019-11-19",0,0
"2019-11-20",0,0
"2019-11-21",0,0
"2019-11-22",0,0
"2019-11-25",0,0
"2019-11-26",0,0
"2019-11-27",0,0
"2019-11-28",0,0
"2019-11-29",0,0
"2019-12-02",0,0
"2019-12-03",0,0
"2019-12-04",0,0
"2019-12-05",0,0
"2019-12-06",0,0
"2019-12-09",0,0
"2019-12-10",0,0
"2019-12-11",0,0
"2019-12-12",0,0
"2019-12-13",0,0
"2019-12-16",0,0
"2019-12-17",0,0
"2019-12-18",0,0
