"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2021-01-02";"CTC.A.TO";"166.369995000000";"0.003339277347";"Core";"2022-01-04";"CTC.A.TO";"183.179993000000";"0.027743751976";"Growth";"2023-01-03";"CTC.A.TO";"146.589996000000";"0.003412881034";"Core"
"2021-01-02";"EMA.TO";"53.669998000000";"0.010351324320";"Core";"2022-01-04";"EMA.TO";"62.590000000000";"0.009134626665";"Core";"2023-01-03";"EMA.TO";"52.619999000000";"0.009507681996";"Core"
"2021-01-02";"BHC.TO";"27.309999000000";"0.133151364684";"Value";"2022-01-04";"BHC.TO";"35.080002000000";"0.133151364684";"Value";"2023-01-03";"BHC.TO";"8.590000000000";"0.133151364684";"Value"
"2021-01-02";"WCN.TO";"129.380005000000";"0.004293983105";"Core";"2022-01-04";"WCN.TO";"170.320007000000";"0.003356835718";"Core";"2023-01-03";"WCN.TO";"180.029999000000";"0.024701770440";"Growth"
"2021-01-02";"SHOP.TO";"139.619003000000";"0.023874496034";"Growth";"2022-01-04";"SHOP.TO";"155.223007000000";"0.032740638073";"Growth";"2023-01-03";"SHOP.TO";"48.790001000000";"0.010254031704";"Core"
"2021-01-02";"H.TO";"28.940001000000";"0.115180829929";"Growth";"2022-01-04";"H.TO";"32.840000000000";"0.017409752830";"Core";"2023-01-03";"H.TO";"37.000000000000";"0.013521465327";"Core"
"2021-01-02";"WEED.TO";"33.410000000000";"0.108840575767";"Value";"2022-01-04";"WEED.TO";"11.410000000000";"0.108840575767";"Value";"2023-01-03";"WEED.TO";"3.140000000000";"0.108840575767";"Value"
"2021-01-02";"QSR.TO";"75.949997000000";"0.007314754147";"Core";"2022-01-04";"QSR.TO";"74.720001000000";"0.007651716746";"Core";"2023-01-03";"QSR.TO";"88.160004000000";"0.005674843403";"Core"
"2021-01-02";"DOL.TO";"52.220001000000";"0.010638750381";"Core";"2022-01-04";"DOL.TO";"63.410000000000";"0.009016500283";"Core";"2023-01-03";"DOL.TO";"79.860001000000";"0.055685695617";"Growth"
"2021-01-02";"L.TO";"63.750000000000";"0.008714596950";"Core";"2022-01-04";"L.TO";"102.730003000000";"0.005565426518";"Core";"2023-01-03";"L.TO";"120.330002000000";"0.036957197987";"Growth"
"2021-01-02";"CM.TO";"54.009998000000";"0.010286161380";"Core";"2022-01-04";"CM.TO";"74.815002000000";"0.007642000503";"Core";"2023-01-03";"CM.TO";"55.400002000000";"0.009030581210";"Core"
"2021-01-02";"BMO.TO";"95.989998000000";"0.005787640037";"Core";"2022-01-04";"BMO.TO";"141.070007000000";"0.036025377760";"Growth";"2023-01-03";"BMO.TO";"124.459999000000";"0.004019718955";"Core"
"2021-01-02";"SU.TO";"21.389999000000";"0.170002983000";"Value";"2022-01-04";"SU.TO";"33.150002000000";"0.170002983000";"Value";"2023-01-03";"SU.TO";"41.279999000000";"0.170002983000";"Value"
"2021-01-02";"OTEX.TO";"58.009998000000";"0.009576893203";"Core";"2022-01-04";"OTEX.TO";"59.610001000000";"0.009591281217";"Core";"2023-01-03";"OTEX.TO";"41.119999000000";"0.012166688455";"Core"
"2021-01-02";"GIL.TO";"34.990002000000";"0.103925791041";"Value";"2022-01-04";"GIL.TO";"54.389999000000";"0.103925791041";"Value";"2023-01-03";"GIL.TO";"37.650002000000";"0.103925791041";"Value"
"2021-01-02";"TRP.TO";"52.189999000000";"0.010644866185";"Core";"2022-01-04";"TRP.TO";"59.730000000000";"0.009572012103";"Core";"2023-01-03";"TRP.TO";"53.299999000000";"0.009386383236";"Core"
"2021-01-02";"TD.TO";"71.940002000000";"0.007722484572";"Core";"2022-01-04";"TD.TO";"99.349998000000";"0.005754768943";"Core";"2023-01-03";"TD.TO";"87.669998000000";"0.005706561293";"Core"
"2021-01-02";"CCO.TO";"17.129999000000";"0.032431733099";"Core";"2022-01-04";"CCO.TO";"30.010000000000";"0.169346894127";"Growth";"2023-01-03";"CCO.TO";"31.360001000000";"0.141806746361";"Growth"
"2021-01-02";"WPM.TO";"57.930000000000";"0.057540710052";"Growth";"2022-01-04";"WPM.TO";"53.020000000000";"0.010783407826";"Core";"2023-01-03";"WPM.TO";"55.450001000000";"0.009022438379";"Core"
"2021-01-02";"SLF.TO";"56.450001000000";"0.009841550854";"Core";"2022-01-04";"SLF.TO";"70.779999000000";"0.008077653165";"Core";"2023-01-03";"SLF.TO";"63.439999000000";"0.007886100646";"Core"
"2021-01-02";"ABX.TO";"31.490000000000";"0.105853710173";"Growth";"2022-01-04";"ABX.TO";"23.809999000000";"0.024012444643";"Core";"2023-01-03";"ABX.TO";"24.370001000000";"0.020529101214";"Core"
