"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year5";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year6";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year7";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year8";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year9";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year10";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2012-06-02";"CTC.A.TO";"66.949997000000";"0.009335325288";"Core";"2013-06-03";"CTC.A.TO";"83.720001000000";"0.050259782445";"Growth";"2014-06-02";"CTC.A.TO";"105.150002000000";"0.009247493461";"Core";"2015-06-01";"CTC.A.TO";"131.139999000000";"0.009112857915";"Core";"2016-06-01";"CTC.A.TO";"142.440002000000";"0.008929691141";"Core";"2017-06-01";"CTC.A.TO";"154.690002000000";"0.007993053836";"Core";"2018-06-01";"CTC.A.TO";"164.419998000000";"0.011068557153";"Core";"2019-06-03";"CTC.A.TO";"134.009995000000";"0.012773823269";"Core";"2020-06-01";"CTC.A.TO";"117.480003000000";"0.012374922911";"Core";"2021-06-01";"CTC.A.TO";"204.929993000000";"0.071208143518";"Growth";"2022-06-01";"CTC.A.TO";"173.399994000000";"0.012895293774";"Core"
"2012-06-02";"EMA.TO";"32.529999000000";"0.019213034713";"Core";"2013-06-03";"EMA.TO";"35.270000000000";"0.022368952207";"Core";"2014-06-02";"EMA.TO";"34.220001000000";"0.028415369010";"Core";"2015-06-01";"EMA.TO";"42.090000000000";"0.028392971676";"Core";"2016-06-01";"EMA.TO";"46.139999000000";"0.147024447517";"Growth";"2017-06-01";"EMA.TO";"48.590000000000";"0.025446501624";"Core";"2018-06-01";"EMA.TO";"40.250000000000";"0.316502981736";"Value";"2019-06-03";"EMA.TO";"52.299999000000";"0.316502981736";"Value";"2020-06-01";"EMA.TO";"54.689999000000";"0.316502981736";"Value";"2021-06-01";"EMA.TO";"55.970001000000";"0.286795649476";"Value";"2022-06-01";"EMA.TO";"62.830002000000";"0.286795649476";"Value"
"2012-06-02";"BHC.TO";"48.349998000000";"0.068941747078";"Growth";"2013-06-03";"BHC.TO";"90.690002000000";"0.046397055285";"Growth";"2014-06-02";"BHC.TO";"146.169998000000";"0.045235978592";"Growth";"2015-06-01";"BHC.TO";"300.079987000000";"0.021239851233";"Growth";"2016-06-01";"BHC.TO";"38.910000000000";"0.032689417220";"Core";"2017-06-01";"BHC.TO";"17.030001000000";"0.072603960148";"Core";"2018-06-01";"BHC.TO";"28.540001000000";"0.446364560915";"Value";"2019-06-03";"BHC.TO";"27.610001000000";"0.446364560915";"Value";"2020-06-01";"BHC.TO";"26.030001000000";"0.446364560915";"Value";"2021-06-01";"BHC.TO";"38.709999000000";"0.060981176784";"Core";"2022-06-01";"BHC.TO";"12.110000000000";"0.184644414783";"Core"
"2012-06-02";"WCN.TO";"26.694359000000";"0.136222174743";"Value";"2013-06-03";"WCN.TO";"32.135689000000";"0.136222174743";"Value";"2014-06-02";"WCN.TO";"39.487713000000";"0.136222174743";"Value";"2015-06-01";"WCN.TO";"48.418137000000";"0.024682076839";"Core";"2016-06-01";"WCN.TO";"58.700001000000";"0.115565719691";"Growth";"2017-06-01";"WCN.TO";"87.546669000000";"0.220323060118";"Growth";"2018-06-01";"WCN.TO";"100.910004000000";"0.126243628083";"Growth";"2019-06-03";"WCN.TO";"126.620003000000";"0.125053976896";"Growth";"2020-06-01";"WCN.TO";"128.039993000000";"0.011354311623";"Core";"2021-06-01";"WCN.TO";"145.740005000000";"0.016197208806";"Core";"2022-06-01";"WCN.TO";"161.270004000000";"0.013865218624";"Core"
"2012-06-02";"WEED.TO";"0.500000000000";"7.272727272727";"Value";"2013-06-03";"WEED.TO";"0.050000000000";"7.272727272727";"Value";"2014-06-02";"WEED.TO";"2.950000000000";"7.272727272727";"Value";"2015-06-01";"WEED.TO";"1.870000000000";"3.408371273741";"Growth";"2016-06-01";"WEED.TO";"2.600000000000";"0.489209701545";"Core";"2017-06-01";"WEED.TO";"7.570000000000";"2.548025101352";"Growth";"2018-06-01";"WEED.TO";"37.700001000000";"0.337910999389";"Growth";"2019-06-03";"WEED.TO";"51.980000000000";"0.304623603880";"Growth";"2020-06-01";"WEED.TO";"22.260000000000";"0.065310241723";"Core";"2021-06-01";"WEED.TO";"29.330000000000";"0.547287855027";"Value";"2022-06-01";"WEED.TO";"5.970000000000";"0.547287855027";"Value"
"2012-06-02";"DOL.TO";"9.315000000000";"0.357845768474";"Growth";"2013-06-03";"DOL.TO";"12.455000000000";"0.337836133003";"Growth";"2014-06-02";"DOL.TO";"15.476667000000";"0.062828382618";"Core";"2015-06-01";"DOL.TO";"23.776667000000";"0.268063403584";"Growth";"2016-06-01";"DOL.TO";"30.370001000000";"0.223368707213";"Growth";"2017-06-01";"DOL.TO";"42.773335000000";"0.028906923295";"Core";"2018-06-01";"DOL.TO";"49.933334000000";"0.255125063647";"Growth";"2019-06-03";"DOL.TO";"43.209999000000";"0.039616293266";"Core";"2020-06-01";"DOL.TO";"48.110001000000";"0.030218373530";"Core";"2021-06-01";"DOL.TO";"53.180000000000";"0.044388516216";"Core";"2022-06-01";"DOL.TO";"71.989998000000";"0.031060479582";"Core"
"2012-06-02";"L.TO";"25.643087000000";"0.141806781546";"Value";"2013-06-03";"L.TO";"40.707394000000";"0.141806781546";"Value";"2014-06-02";"L.TO";"36.856915000000";"0.141806781546";"Value";"2015-06-01";"L.TO";"50.683281000000";"0.023578982147";"Core";"2016-06-01";"L.TO";"57.130226000000";"0.022263962758";"Core";"2017-06-01";"L.TO";"61.889069000000";"0.019978415153";"Core";"2018-06-01";"L.TO";"53.954983000000";"0.033729825195";"Core";"2019-06-03";"L.TO";"69.430000000000";"0.024655336200";"Core";"2020-06-01";"L.TO";"67.000000000000";"0.021698596728";"Core";"2021-06-01";"L.TO";"74.930000000000";"0.031503820797";"Core";"2022-06-01";"L.TO";"113.320000000000";"0.138124841521";"Growth"
"2012-06-02";"CM.TO";"34.849998000000";"0.017934003899";"Core";"2013-06-03";"CM.TO";"39.029999000000";"0.020214013953";"Core";"2014-06-02";"CM.TO";"48.095001000000";"0.020217775979";"Core";"2015-06-01";"CM.TO";"47.389999000000";"0.025217560732";"Core";"2016-06-01";"CM.TO";"50.965000000000";"0.024957229942";"Core";"2017-06-01";"CM.TO";"52.805000000000";"0.023415311314";"Core";"2018-06-01";"CM.TO";"56.575001000000";"0.032167779281";"Core";"2019-06-03";"CM.TO";"51.590000000000";"0.033181236526";"Core";"2020-06-01";"CM.TO";"45.365002000000";"0.032046862486";"Core";"2021-06-01";"CM.TO";"71.889999000000";"0.032836017877";"Core";"2022-06-01";"CM.TO";"69.919998000000";"0.031980033281";"Core"
"2012-06-02";"BMO.TO";"53.480000000000";"0.011686611818";"Core";"2013-06-03";"BMO.TO";"60.700001000000";"0.012997577123";"Core";"2014-06-02";"BMO.TO";"76.239998000000";"0.012754118329";"Core";"2015-06-01";"BMO.TO";"75.949997000000";"0.015734828506";"Core";"2016-06-01";"BMO.TO";"82.349998000000";"0.015445601152";"Core";"2017-06-01";"BMO.TO";"91.430000000000";"0.013523411505";"Core";"2018-06-01";"BMO.TO";"100.260002000000";"0.018151726598";"Core";"2019-06-03";"BMO.TO";"98.379997000000";"0.017400081771";"Core";"2020-06-01";"BMO.TO";"69.089996000000";"0.021042206758";"Core";"2021-06-01";"BMO.TO";"127.980003000000";"0.018444922933";"Core";"2022-06-01";"BMO.TO";"137.559998000000";"0.113785310183";"Growth"
"2012-06-02";"SU.TO";"27.709999000000";"0.022555035098";"Core";"2013-06-03";"SU.TO";"31.340000000000";"0.025173993119";"Core";"2014-06-02";"SU.TO";"42.040001000000";"0.023129731989";"Core";"2015-06-01";"SU.TO";"36.189999000000";"0.192127040358";"Value";"2016-06-01";"SU.TO";"35.360001000000";"0.192127040358";"Value";"2017-06-01";"SU.TO";"42.320000000000";"0.192127040358";"Value";"2018-06-01";"SU.TO";"52.480000000000";"0.242744760192";"Growth";"2019-06-03";"SU.TO";"40.689999000000";"0.042069796866";"Core";"2020-06-01";"SU.TO";"23.850000000000";"0.060956225608";"Core";"2021-06-01";"SU.TO";"29.549999000000";"0.543213310699";"Value";"2022-06-01";"SU.TO";"51.790001000000";"0.543213310699";"Value"
