"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year5";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year6";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year7";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year8";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year9";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2013-05-02";"CTC.A.TO";"74.379997000000";"0.008402796790";"Core";"2014-05-01";"CTC.A.TO";"109.019997000000";"0.007399108554";"Core";"2015-05-01";"CTC.A.TO";"128.029999000000";"0.008118910835";"Core";"2016-05-02";"CTC.A.TO";"139.070007000000";"0.014880032701";"Core";"2017-05-01";"CTC.A.TO";"166.649994000000";"0.013388803101";"Core";"2018-05-01";"CTC.A.TO";"175.509995000000";"0.013871706784";"Core";"2019-05-01";"CTC.A.TO";"149.429993000000";"0.018355976829";"Core";"2020-05-01";"CTC.A.TO";"94.510002000000";"0.023901294908";"Core";"2021-05-03";"CTC.A.TO";"197.399994000000";"0.014200540971";"Core";"2022-05-02";"CTC.A.TO";"177.850006000000";"0.020091334215";"Core"
"2013-05-02";"EMA.TO";"36.500000000000";"0.017123287671";"Core";"2014-05-01";"EMA.TO";"34.279999000000";"0.023531237336";"Core";"2015-05-01";"EMA.TO";"40.759998000000";"0.025502065680";"Core";"2016-05-02";"EMA.TO";"45.480000000000";"0.242669745168";"Growth";"2017-05-01";"EMA.TO";"47.330002000000";"0.047142274711";"Core";"2018-05-01";"EMA.TO";"40.459999000000";"0.060173584983";"Core";"2019-05-01";"EMA.TO";"50.160000000000";"0.054683682000";"Core";"2020-05-01";"EMA.TO";"54.110001000000";"0.041746652888";"Core";"2021-05-03";"EMA.TO";"56.320000000000";"0.049772491166";"Core";"2022-05-02";"EMA.TO";"61.639999000000";"0.057969564709";"Core"
"2013-05-02";"BHC.TO";"72.750000000000";"0.045819014891";"Growth";"2014-05-01";"BHC.TO";"151.479996000000";"0.031950784802";"Growth";"2015-05-01";"BHC.TO";"271.190002000000";"0.022997842217";"Growth";"2016-05-02";"BHC.TO";"40.849998000000";"0.294735610565";"Value";"2017-05-01";"BHC.TO";"13.220000000000";"0.294735610565";"Value";"2018-05-01";"BHC.TO";"23.559999000000";"0.294735610565";"Value";"2019-05-01";"BHC.TO";"30.610001000000";"0.627263436678";"Growth";"2020-05-01";"BHC.TO";"24.100000000000";"0.093730764711";"Core";"2021-05-03";"BHC.TO";"38.590000000000";"0.072640235876";"Core";"2022-05-02";"BHC.TO";"24.260000000000";"1.080123193662";"Value"
"2013-05-02";"WCN.TO";"31.803392000000";"0.019651991838";"Core";"2014-05-01";"WCN.TO";"37.563171000000";"0.021474512691";"Core";"2015-05-01";"WCN.TO";"48.099689000000";"0.021610620936";"Core";"2016-05-02";"WCN.TO";"56.393215000000";"0.195708295940";"Growth";"2017-05-01";"WCN.TO";"83.919998000000";"0.206793613850";"Growth";"2018-05-01";"WCN.TO";"92.599998000000";"0.277942178065";"Growth";"2019-05-01";"WCN.TO";"123.830002000000";"0.155055593264";"Growth";"2020-05-01";"WCN.TO";"118.110001000000";"0.019125488192";"Core";"2021-05-03";"WCN.TO";"147.639999000000";"0.018986634526";"Core";"2022-05-02";"WCN.TO";"173.289993000000";"0.020620024554";"Core"
"2013-05-02";"WEED.TO";"0.050000000000";"72.727272727273";"Value";"2014-05-01";"WEED.TO";"3.030000000000";"72.727272727273";"Value";"2015-05-01";"WEED.TO";"2.000000000000";"72.727272727273";"Value";"2016-05-02";"WEED.TO";"2.600000000000";"0.795910096893";"Core";"2017-05-01";"WEED.TO";"9.150000000000";"1.896625099531";"Growth";"2018-05-01";"WEED.TO";"29.490000000000";"0.872751615225";"Growth";"2019-05-01";"WEED.TO";"68.190002000000";"0.281574041074";"Growth";"2020-05-01";"WEED.TO";"21.430000000000";"0.105408839455";"Core";"2021-05-03";"WEED.TO";"31.360001000000";"0.089387328222";"Core";"2022-05-02";"WEED.TO";"7.800000000000";"3.359460086953";"Value"
"2013-05-02";"DOL.TO";"12.613333000000";"0.264270620092";"Growth";"2014-05-01";"DOL.TO";"15.300000000000";"0.052722274009";"Core";"2015-05-01";"DOL.TO";"22.990000000000";"0.271282508776";"Growth";"2016-05-02";"DOL.TO";"29.926666000000";"0.368788825666";"Growth";"2017-05-01";"DOL.TO";"39.923332000000";"0.055888219860";"Core";"2018-05-01";"DOL.TO";"49.203335000000";"0.523083346545";"Growth";"2019-05-01";"DOL.TO";"40.599998000000";"0.067559941484";"Core";"2020-05-01";"DOL.TO";"42.759998000000";"0.052827678559";"Core";"2021-05-03";"DOL.TO";"56.770000000000";"0.049377958472";"Core";"2022-05-02";"DOL.TO";"71.550003000000";"0.049940513778";"Core"
"2013-05-02";"L.TO";"37.588425000000";"0.016627459118";"Core";"2014-05-01";"L.TO";"37.853699000000";"0.021309695318";"Core";"2015-05-01";"L.TO";"49.847267000000";"0.020852981692";"Core";"2016-05-02";"L.TO";"55.779743000000";"0.037098884660";"Core";"2017-05-01";"L.TO";"61.197750000000";"0.036459575007";"Core";"2018-05-01";"L.TO";"52.700966000000";"0.046196936661";"Core";"2019-05-01";"L.TO";"64.339996000000";"0.042631856694";"Core";"2020-05-01";"L.TO";"68.080002000000";"0.033180249165";"Core";"2021-05-03";"L.TO";"68.320000000000";"0.041030250329";"Core";"2022-05-02";"L.TO";"116.480003000000";"0.155744196448";"Growth"
"2013-05-02";"CM.TO";"40.009998000000";"0.015621095507";"Core";"2014-05-01";"CM.TO";"48.700001000000";"0.016563670960";"Core";"2015-05-01";"CM.TO";"48.494999000000";"0.021434460616";"Core";"2016-05-02";"CM.TO";"50.244999000000";"0.041185516830";"Core";"2017-05-01";"CM.TO";"54.785000000000";"0.040727278569";"Core";"2018-05-01";"CM.TO";"56.080002000000";"0.043413393392";"Core";"2019-05-01";"CM.TO";"56.564999000000";"0.048491709319";"Core";"2020-05-01";"CM.TO";"40.500000000000";"0.055775590853";"Core";"2021-05-03";"CM.TO";"64.114998000000";"0.043721232003";"Core";"2022-05-02";"CM.TO";"70.919998000000";"0.050384151317";"Core"
"2013-05-02";"BMO.TO";"62.720001000000";"0.009964923311";"Core";"2014-05-01";"BMO.TO";"75.360001000000";"0.010703964724";"Core";"2015-05-01";"BMO.TO";"79.029999000000";"0.013152779442";"Core";"2016-05-02";"BMO.TO";"81.660004000000";"0.025341246027";"Core";"2017-05-01";"BMO.TO";"96.459999000000";"0.023131287368";"Core";"2018-05-01";"BMO.TO";"97.760002000000";"0.024904082840";"Core";"2019-05-01";"BMO.TO";"105.830002000000";"0.025918297622";"Core";"2020-05-01";"BMO.TO";"68.550003000000";"0.032952754641";"Core";"2021-05-03";"BMO.TO";"115.809998000000";"0.024205049226";"Core";"2022-05-02";"BMO.TO";"135.360001000000";"0.134021013117";"Growth"
"2013-05-02";"SU.TO";"30.820000000000";"0.020279039585";"Core";"2014-05-01";"SU.TO";"42.529999000000";"0.018966630879";"Core";"2015-05-01";"SU.TO";"39.130001000000";"0.026564378215";"Core";"2016-05-02";"SU.TO";"35.580002000000";"0.338390905714";"Value";"2017-05-01";"SU.TO";"42.889999000000";"0.338390905714";"Value";"2018-05-01";"SU.TO";"48.840000000000";"0.338390905714";"Value";"2019-05-01";"SU.TO";"43.750000000000";"0.062695622609";"Core";"2020-05-01";"SU.TO";"24.139999000000";"0.093575456632";"Core";"2021-05-03";"SU.TO";"26.930000000000";"0.104091596823";"Core";"2022-05-02";"SU.TO";"46.419998000000";"0.390803215234";"Growth"
