"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year5";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2017-10-02";"CTC.A.TO";"156.350006000000";"0.003553281319";"Core";"2018-10-01";"CTC.A.TO";"151.699997000000";"0.004440453855";"Core";"2019-10-01";"CTC.A.TO";"147.490005000000";"0.005047116095";"Core";"2020-10-01";"CTC.A.TO";"135.630005000000";"0.006018201714";"Core";"2021-10-01";"CTC.A.TO";"176.860001000000";"0.004896052701";"Core";"2022-10-03";"CTC.A.TO";"149.839996000000";"0.004769738516";"Core"
"2017-10-02";"EMA.TO";"47.430000000000";"0.011713167943";"Core";"2018-10-01";"EMA.TO";"40.070000000000";"0.016811001658";"Core";"2019-10-01";"EMA.TO";"58.119999000000";"0.012807969561";"Core";"2020-10-01";"EMA.TO";"55.049999000000";"0.014827406783";"Core";"2021-10-01";"EMA.TO";"57.430000000000";"0.015077762242";"Core";"2022-10-03";"EMA.TO";"56.759998000000";"0.012591571977";"Core"
"2017-10-02";"BHC.TO";"18.330000000000";"0.198383177107";"Value";"2018-10-01";"BHC.TO";"34.990002000000";"0.198383177107";"Value";"2019-10-01";"BHC.TO";"26.010000000000";"0.198383177107";"Value";"2020-10-01";"BHC.TO";"21.100000000000";"0.038684773866";"Core";"2021-10-01";"BHC.TO";"36.110001000000";"0.023979946320";"Core";"2022-10-03";"BHC.TO";"9.580000000000";"0.074603089794";"Core"
"2017-10-02";"WCN.TO";"88.250000000000";"0.037771482531";"Growth";"2018-10-01";"WCN.TO";"101.570000000000";"0.044615577161";"Growth";"2019-10-01";"WCN.TO";"120.650002000000";"0.053472519158";"Growth";"2020-10-01";"WCN.TO";"136.779999000000";"0.005967602972";"Core";"2021-10-01";"WCN.TO";"159.369995000000";"0.036551750668";"Growth";"2022-10-03";"WCN.TO";"188.110001000000";"0.044506787751";"Growth"
"2017-10-02";"SHOP.TO";"14.883000000000";"0.223969181841";"Growth";"2018-10-01";"SHOP.TO";"20.903999000000";"0.216781687191";"Growth";"2019-10-01";"SHOP.TO";"41.416000000000";"0.155772154321";"Growth";"2020-10-01";"SHOP.TO";"140.108994000000";"0.034954874999";"Growth";"2021-10-01";"SHOP.TO";"170.707001000000";"0.034124273094";"Growth";"2022-10-03";"SHOP.TO";"37.799999000000";"0.018907344421";"Core"
"2017-10-02";"H.TO";"22.480000000000";"0.161759948237";"Value";"2018-10-01";"H.TO";"19.760000000000";"0.161759948237";"Value";"2019-10-01";"H.TO";"24.680000000000";"0.161759948237";"Value";"2020-10-01";"H.TO";"28.540001000000";"0.028600164680";"Core";"2021-10-01";"H.TO";"30.070000000000";"0.028796670621";"Core";"2022-10-03";"H.TO";"33.959999000000";"0.021045277423";"Core"
"2017-10-02";"WEED.TO";"11.320000000000";"0.294464075383";"Growth";"2018-10-01";"WEED.TO";"62.599998000000";"0.072389845320";"Growth";"2019-10-01";"WEED.TO";"28.850000000000";"0.025802397854";"Core";"2020-10-01";"WEED.TO";"18.830000000000";"0.283734410553";"Value";"2021-10-01";"WEED.TO";"16.959999000000";"0.283734410553";"Value";"2022-10-03";"WEED.TO";"3.940000000000";"0.283734410553";"Value"
"2017-10-02";"QSR.TO";"80.449997000000";"0.041433604197";"Growth";"2018-10-01";"QSR.TO";"75.330002000000";"0.008942211848";"Core";"2019-10-01";"QSR.TO";"93.629997000000";"0.007950434710";"Core";"2020-10-01";"QSR.TO";"76.629997000000";"0.010651817311";"Core";"2021-10-01";"QSR.TO";"78.720001000000";"0.010999947594";"Core";"2022-10-03";"QSR.TO";"73.769997000000";"0.009688188007";"Core"
"2017-10-02";"DOL.TO";"45.796665000000";"0.072785503777";"Growth";"2018-10-01";"DOL.TO";"40.150002000000";"0.016777504430";"Core";"2019-10-01";"DOL.TO";"47.459999000000";"0.015684770202";"Core";"2020-10-01";"DOL.TO";"51.430000000000";"0.095226373157";"Growth";"2021-10-01";"DOL.TO";"54.439999000000";"0.015905876221";"Core";"2022-10-03";"DOL.TO";"81.050003000000";"0.103296379747";"Growth"
"2017-10-02";"L.TO";"55.000000000000";"0.066115702479";"Value";"2018-10-01";"L.TO";"52.411575000000";"0.066115702479";"Value";"2019-10-01";"L.TO";"74.809998000000";"0.066115702479";"Value";"2020-10-01";"L.TO";"69.629997000000";"0.011722659252";"Core";"2021-10-01";"L.TO";"86.449997000000";"0.010016378434";"Core";"2022-10-03";"L.TO";"112.010002000000";"0.074744859734";"Growth"
