"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year5";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year6";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2016-05-02";"CTC.A.TO";"139.070007000000";"0.004494139416";"Core";"2017-05-01";"CTC.A.TO";"166.649994000000";"0.004963238938";"Core";"2018-05-01";"CTC.A.TO";"175.509995000000";"0.005189461622";"Core";"2019-05-01";"CTC.A.TO";"149.429993000000";"0.006755210568";"Core";"2020-05-01";"CTC.A.TO";"94.510002000000";"0.009553432671";"Core";"2021-05-03";"CTC.A.TO";"197.399994000000";"0.006029285859";"Core";"2022-05-02";"CTC.A.TO";"177.850006000000";"0.007817241629";"Core"
"2016-05-02";"EMA.TO";"45.480000000000";"0.073292289651";"Growth";"2017-05-01";"EMA.TO";"47.330002000000";"0.017475675139";"Core";"2018-05-01";"EMA.TO";"40.459999000000";"0.022511181557";"Core";"2019-05-01";"EMA.TO";"50.160000000000";"0.020124223842";"Core";"2020-05-01";"EMA.TO";"54.110001000000";"0.016686285792";"Core";"2021-05-03";"EMA.TO";"56.320000000000";"0.021132475008";"Core";"2022-05-02";"EMA.TO";"61.639999000000";"0.022555102096";"Core"
"2016-05-02";"BHC.TO";"40.849998000000";"0.089017474037";"Value";"2017-05-01";"BHC.TO";"13.220000000000";"0.089017474037";"Value";"2018-05-01";"BHC.TO";"23.559999000000";"0.089017474037";"Value";"2019-05-01";"BHC.TO";"30.610001000000";"0.197862992805";"Growth";"2020-05-01";"BHC.TO";"24.100000000000";"0.037464520369";"Core";"2021-05-03";"BHC.TO";"38.590000000000";"0.030841694543";"Core";"2022-05-02";"BHC.TO";"24.260000000000";"0.324746358903";"Value"
"2016-05-02";"WCN.TO";"56.393215000000";"0.059108765715";"Growth";"2017-05-01";"WCN.TO";"83.919998000000";"0.066304660461";"Growth";"2018-05-01";"WCN.TO";"92.599998000000";"0.085244285375";"Growth";"2019-05-01";"WCN.TO";"123.830002000000";"0.048910492690";"Growth";"2020-05-01";"WCN.TO";"118.110001000000";"0.007644525724";"Core";"2021-05-03";"WCN.TO";"147.639999000000";"0.008061372260";"Core";"2022-05-02";"WCN.TO";"173.289993000000";"0.008022947238";"Core"
"2016-05-02";"SHOP.TO";"3.942000000000";"0.059108765715";"Growth";"2017-05-01";"SHOP.TO";"10.607000000000";"0.524586308408";"Growth";"2018-05-01";"SHOP.TO";"16.350000000000";"0.482790254143";"Growth";"2019-05-01";"SHOP.TO";"33.099998000000";"0.182978452374";"Growth";"2020-05-01";"SHOP.TO";"86.314003000000";"0.104605847198";"Growth";"2021-05-03";"SHOP.TO";"137.500000000000";"0.065784549400";"Growth";"2022-05-02";"SHOP.TO";"58.326000000000";"0.135074352210";"Value"
"2016-05-02";"H.TO";"23.610001000000";"0.059108765715";"Growth";"2017-05-01";"H.TO";"23.750000000000";"0.034826262706";"Core";"2018-05-01";"H.TO";"20.650000000000";"0.044106652944";"Core";"2019-05-01";"H.TO";"21.629999000000";"0.305463961046";"Value";"2020-05-01";"H.TO";"24.879999000000";"0.305463961046";"Value";"2021-05-03";"H.TO";"29.670000000000";"0.305463961046";"Value";"2022-05-02";"H.TO";"34.410000000000";"0.040403849772";"Core"
"2016-05-02";"WEED.TO";"2.600000000000";"0.240384615385";"Core";"2017-05-01";"WEED.TO";"9.150000000000";"0.608118794895";"Growth";"2018-05-01";"WEED.TO";"29.490000000000";"0.267671097160";"Growth";"2019-05-01";"WEED.TO";"68.190002000000";"0.088819273061";"Growth";"2020-05-01";"WEED.TO";"21.430000000000";"0.042132288422";"Core";"2021-05-03";"WEED.TO";"31.360001000000";"0.037952198803";"Core";"2022-05-02";"WEED.TO";"7.800000000000";"1.010044444485";"Value"
"2016-05-02";"QSR.TO";"54.230000000000";"0.240384615385";"Core";"2017-05-01";"QSR.TO";"76.750000000000";"0.010776856538";"Core";"2018-05-01";"QSR.TO";"69.470001000000";"0.013110729382";"Core";"2019-05-01";"QSR.TO";"87.709999000000";"0.011508734232";"Core";"2020-05-01";"QSR.TO";"68.660004000000";"0.013150231405";"Core";"2021-05-03";"QSR.TO";"86.480003000000";"0.013762499435";"Core";"2022-05-02";"QSR.TO";"73.330002000000";"0.107436880569";"Value"
"2016-05-02";"DOL.TO";"29.926666000000";"0.111383384081";"Growth";"2017-05-01";"DOL.TO";"39.923332000000";"0.020717803295";"Core";"2018-05-01";"DOL.TO";"49.203335000000";"0.160428569633";"Growth";"2019-05-01";"DOL.TO";"40.599998000000";"0.024862835410";"Core";"2020-05-01";"DOL.TO";"42.759998000000";"0.021115411205";"Core";"2021-05-03";"DOL.TO";"56.770000000000";"0.020964963756";"Core";"2022-05-02";"DOL.TO";"71.550003000000";"0.019431116874";"Core"
"2016-05-02";"L.TO";"55.779743000000";"0.011204784504";"Core";"2017-05-01";"L.TO";"61.197750000000";"0.013515590676";"Core";"2018-05-01";"L.TO";"52.700966000000";"0.017282460881";"Core";"2019-05-01";"L.TO";"64.339996000000";"0.015689013533";"Core";"2020-05-01";"L.TO";"68.080002000000";"0.013262263724";"Core";"2021-05-03";"L.TO";"68.320000000000";"0.017420681973";"Core";"2022-05-02";"L.TO";"116.480003000000";"0.062434064329";"Growth"
"2016-05-02";"CM.TO";"50.244999000000";"0.012439048909";"Core";"2017-05-01";"CM.TO";"54.785000000000";"0.015097631455";"Core";"2018-05-01";"CM.TO";"56.080002000000";"0.016241126084";"Core";"2019-05-01";"CM.TO";"56.564999000000";"0.017845506688";"Core";"2020-05-01";"CM.TO";"40.500000000000";"0.022293702244";"Core";"2021-05-03";"CM.TO";"64.114998000000";"0.018563222796";"Core";"2022-05-02";"CM.TO";"70.919998000000";"0.019603729693";"Core"
