"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year5";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2017-03-02";"CTC.A.TO";"152.710007000000";"0.003741919620";"Core";"2018-03-01";"CTC.A.TO";"175.320007000000";"0.004188855115";"Core";"2019-03-01";"CTC.A.TO";"147.820007000000";"0.005299946327";"Core";"2020-03-02";"CTC.A.TO";"133.860001000000";"0.006366069284";"Core";"2021-03-01";"CTC.A.TO";"168.059998000000";"0.005339440959";"Core";"2022-03-01";"CTC.A.TO";"183.649994000000";"0.004985668733";"Core"
"2017-03-02";"EMA.TO";"45.590000000000";"0.012534077022";"Core";"2018-03-01";"EMA.TO";"41.360001000000";"0.017756046670";"Core";"2019-03-01";"EMA.TO";"47.009998000000";"0.016665350701";"Core";"2020-03-02";"EMA.TO";"57.570000000000";"0.088813136085";"Growth";"2021-03-01";"EMA.TO";"50.970001000000";"0.017605383936";"Core";"2022-03-01";"EMA.TO";"59.279999000000";"0.015445648588";"Core"
"2017-03-02";"BHC.TO";"18.410000000000";"0.197521110069";"Value";"2018-03-01";"BHC.TO";"19.440001000000";"0.197521110069";"Value";"2019-03-01";"BHC.TO";"32.240002000000";"0.197521110069";"Value";"2020-03-02";"BHC.TO";"30.760000000000";"0.027703577397";"Core";"2021-03-01";"BHC.TO";"40.200001000000";"0.169647580850";"Growth";"2022-03-01";"BHC.TO";"29.830000000000";"0.030694536804";"Core"
"2017-03-02";"WCN.TO";"78.686668000000";"0.042362110610";"Growth";"2018-03-01";"WCN.TO";"90.919998000000";"0.054338348587";"Growth";"2019-03-01";"WCN.TO";"111.320000000000";"0.070377120294";"Growth";"2020-03-02";"WCN.TO";"132.550003000000";"0.006428985450";"Core";"2021-03-01";"WCN.TO";"125.779999000000";"0.007134253808";"Core";"2022-03-01";"WCN.TO";"160.270004000000";"0.005712971923";"Core"
"2017-03-02";"SHOP.TO";"8.008000000000";"0.416250416250";"Growth";"2018-03-01";"SHOP.TO";"17.562000000000";"0.281314346024";"Growth";"2019-03-01";"SHOP.TO";"25.471001000000";"0.307580413943";"Growth";"2020-03-02";"SHOP.TO";"65.175003000000";"0.078449896572";"Growth";"2021-03-01";"SHOP.TO";"165.541000000000";"0.041197243703";"Growth";"2022-03-01";"SHOP.TO";"85.833000000000";"0.010667435985";"Core"
"2017-03-02";"H.TO";"23.660000000000";"0.416250416250";"Growth";"2018-03-01";"H.TO";"20.660000000000";"0.035546471831";"Core";"2019-03-01";"H.TO";"20.400000000000";"0.038403828584";"Core";"2020-03-02";"H.TO";"27.940001000000";"0.182998284231";"Growth";"2021-03-01";"H.TO";"27.250000000000";"0.032930144470";"Core";"2022-03-01";"H.TO";"31.400000000000";"0.029159809964";"Core"
"2017-03-02";"WEED.TO";"11.850000000000";"0.281293952180";"Growth";"2018-03-01";"WEED.TO";"29.959999000000";"0.164901292049";"Growth";"2019-03-01";"WEED.TO";"62.529999000000";"0.125289959322";"Growth";"2020-03-02";"WEED.TO";"24.790001000000";"0.225001519887";"Value";"2021-03-01";"WEED.TO";"43.910000000000";"0.225001519887";"Value";"2022-03-01";"WEED.TO";"8.840000000000";"0.225001519887";"Value"
"2017-03-02";"QSR.TO";"73.290001000000";"0.045481420219";"Growth";"2018-03-01";"QSR.TO";"74.919998000000";"0.065942908125";"Growth";"2019-03-01";"QSR.TO";"83.889999000000";"0.009338873673";"Core";"2020-03-02";"QSR.TO";"79.230003000000";"0.010755547248";"Core";"2021-03-01";"QSR.TO";"77.660004000000";"0.011554808017";"Core";"2022-03-01";"QSR.TO";"69.599998000000";"0.013155431885";"Core"
"2017-03-02";"DOL.TO";"34.216667000000";"0.097418411131";"Growth";"2018-03-01";"DOL.TO";"49.696667000000";"0.099411949394";"Growth";"2019-03-01";"DOL.TO";"35.950001000000";"0.021792436198";"Core";"2020-03-02";"DOL.TO";"39.639999000000";"0.140711101002";"Value";"2021-03-01";"DOL.TO";"48.980000000000";"0.140711101002";"Value";"2022-03-01";"DOL.TO";"65.180000000000";"0.140711101002";"Value"
"2017-03-02";"L.TO";"56.205788000000";"0.010166721111";"Core";"2018-03-01";"L.TO";"52.266880000000";"0.014050773798";"Core";"2019-03-01";"L.TO";"64.889999000000";"0.012073325862";"Core";"2020-03-02";"L.TO";"67.360001000000";"0.012650861462";"Core";"2021-03-01";"L.TO";"61.740002000000";"0.014534279361";"Core";"2022-03-01";"L.TO";"98.019997000000";"0.009341135084";"Core"
