"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year5";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2017-06-02";"CTC.A.TO";"153.789993000000";"0.003715642093";"Core";"2018-06-01";"CTC.A.TO";"164.419998000000";"0.004597218539";"Core";"2019-06-03";"CTC.A.TO";"134.009995000000";"0.005987252897";"Core";"2020-06-01";"CTC.A.TO";"117.480003000000";"0.043048120391";"Value";"2021-06-01";"CTC.A.TO";"204.929993000000";"0.043048120391";"Value";"2022-06-01";"CTC.A.TO";"173.399994000000";"0.043048120391";"Value"
"2017-06-02";"EMA.TO";"48.779999000000";"0.011714403098";"Core";"2018-06-01";"EMA.TO";"40.250000000000";"0.018779494731";"Core";"2019-06-03";"EMA.TO";"52.299999000000";"0.015341333579";"Core";"2020-06-01";"EMA.TO";"54.689999000000";"0.014127665899";"Core";"2021-06-01";"EMA.TO";"55.970001000000";"0.014820880886";"Core";"2022-06-01";"EMA.TO";"62.830002000000";"0.011076173947";"Core"
"2017-06-02";"BHC.TO";"16.900000000000";"0.215169445939";"Value";"2018-06-01";"BHC.TO";"28.540001000000";"0.215169445939";"Value";"2019-06-03";"BHC.TO";"27.610001000000";"0.215169445939";"Value";"2020-06-01";"BHC.TO";"26.030001000000";"0.029682750834";"Core";"2021-06-01";"BHC.TO";"38.709999000000";"0.021429210526";"Core";"2022-06-01";"BHC.TO";"12.110000000000";"0.057466228837";"Core"
"2017-06-02";"WCN.TO";"87.199997000000";"0.038226301009";"Growth";"2018-06-01";"WCN.TO";"100.910004000000";"0.050391188224";"Growth";"2019-06-03";"WCN.TO";"126.620003000000";"0.048158845442";"Growth";"2020-06-01";"WCN.TO";"128.039993000000";"0.006034380476";"Core";"2021-06-01";"WCN.TO";"145.740005000000";"0.005691812060";"Core";"2022-06-01";"WCN.TO";"161.270004000000";"0.004315223005";"Core"
"2017-06-02";"SHOP.TO";"13.190000000000";"0.252716704574";"Growth";"2018-06-01";"SHOP.TO";"19.541000000000";"0.260220818036";"Growth";"2019-06-03";"SHOP.TO";"35.584000000000";"0.171365589994";"Growth";"2020-06-01";"SHOP.TO";"103.023003000000";"0.044998224361";"Growth";"2021-06-01";"SHOP.TO";"151.072006000000";"0.047587997362";"Growth";"2022-06-01";"SHOP.TO";"45.733002000000";"0.015216933085";"Core"
"2017-06-02";"H.TO";"23.850000000000";"0.252716704574";"Growth";"2018-06-01";"H.TO";"19.520000000000";"0.038723087241";"Core";"2019-06-03";"H.TO";"23.040001000000";"0.034824292361";"Core";"2020-06-01";"H.TO";"26.379999000000";"0.175733600418";"Growth";"2021-06-01";"H.TO";"30.590000000000";"0.027117512848";"Core";"2022-06-01";"H.TO";"35.240002000000";"0.019747899878";"Core"
"2017-06-02";"WEED.TO";"7.500000000000";"0.444444444444";"Growth";"2018-06-01";"WEED.TO";"37.700001000000";"0.134879970036";"Growth";"2019-06-03";"WEED.TO";"51.980000000000";"0.117311911395";"Growth";"2020-06-01";"WEED.TO";"22.260000000000";"0.227191972717";"Value";"2021-06-01";"WEED.TO";"29.330000000000";"0.227191972717";"Value";"2022-06-01";"WEED.TO";"5.970000000000";"0.227191972717";"Value"
"2017-06-02";"QSR.TO";"82.099998000000";"0.006960153293";"Core";"2018-06-01";"QSR.TO";"76.709999000000";"0.009853665400";"Core";"2019-06-03";"QSR.TO";"87.830002000000";"0.009135280799";"Core";"2020-06-01";"QSR.TO";"75.779999000000";"0.010195857008";"Core";"2021-06-01";"QSR.TO";"85.050003000000";"0.009753376705";"Core";"2022-06-01";"QSR.TO";"65.610001000000";"0.010606859025";"Core"
"2017-06-02";"DOL.TO";"42.880001000000";"0.013326225702";"Core";"2018-06-01";"DOL.TO";"49.933334000000";"0.101835279119";"Growth";"2019-06-03";"DOL.TO";"43.209999000000";"0.018568658861";"Core";"2020-06-01";"DOL.TO";"48.110001000000";"0.016059904756";"Core";"2021-06-01";"DOL.TO";"53.180000000000";"0.015598433961";"Core";"2022-06-01";"DOL.TO";"71.989998000000";"0.009666843319";"Core"
"2017-06-02";"L.TO";"62.138264000000";"0.009196082006";"Core";"2018-06-01";"L.TO";"53.954983000000";"0.014009357819";"Core";"2019-06-03";"L.TO";"69.430000000000";"0.011556268628";"Core";"2020-06-01";"L.TO";"67.000000000000";"0.011531970655";"Core";"2021-06-01";"L.TO";"74.930000000000";"0.011070662192";"Core";"2022-06-01";"L.TO";"113.320000000000";"0.085976212822";"Growth"
