"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year5";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year6";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2016-08-02";"CTC.A.TO";"134.979996000000";"0.004630315740";"Core";"2017-08-01";"CTC.A.TO";"141.770004000000";"0.009044467153";"Core";"2018-08-01";"CTC.A.TO";"177.940002000000";"0.073372517407";"Growth";"2019-08-01";"CTC.A.TO";"143.759995000000";"0.010389016690";"Core";"2020-08-04";"CTC.A.TO";"124.459999000000";"0.013118294717";"Core";"2021-08-03";"CTC.A.TO";"192.289993000000";"0.009438363447";"Core";"2022-08-02";"CTC.A.TO";"166.300003000000";"0.011739171316";"Core"
"2016-08-02";"EMA.TO";"49.180000000000";"0.012708418056";"Core";"2017-08-01";"EMA.TO";"46.889999000000";"0.027345578415";"Core";"2018-08-01";"EMA.TO";"41.970001000000";"0.035893510703";"Core";"2019-08-01";"EMA.TO";"54.750000000000";"0.027278995205";"Core";"2020-08-04";"EMA.TO";"55.529999000000";"0.029402178585";"Core";"2021-08-03";"EMA.TO";"58.320000000000";"0.031119733216";"Core";"2022-08-02";"EMA.TO";"60.259998000000";"0.032396685858";"Core"
"2016-08-02";"BHC.TO";"27.730000000000";"0.131134642494";"Value";"2017-08-01";"BHC.TO";"21.010000000000";"0.131134642494";"Value";"2018-08-01";"BHC.TO";"28.450001000000";"0.131134642494";"Value";"2019-08-01";"BHC.TO";"31.530001000000";"0.284210264527";"Growth";"2020-08-04";"BHC.TO";"25.330000000000";"0.064457281776";"Core";"2021-08-03";"BHC.TO";"33.130001000000";"0.054781249212";"Core";"2022-08-02";"BHC.TO";"5.880000000000";"1.881395228207";"Value"
"2016-08-02";"WCN.TO";"64.186668000000";"0.009737224559";"Core";"2017-08-01";"WCN.TO";"81.930000000000";"0.105284252294";"Growth";"2018-08-01";"WCN.TO";"101.510002000000";"0.128616940566";"Growth";"2019-08-01";"WCN.TO";"119.150002000000";"0.012534829731";"Core";"2020-08-04";"WCN.TO";"134.550003000000";"0.012134544117";"Core";"2021-08-03";"WCN.TO";"159.809998000000";"0.011356628896";"Core";"2022-08-02";"WCN.TO";"169.419998000000";"0.011522985764";"Core"
"2016-08-02";"SHOP.TO";"4.393000000000";"0.009737224559";"Core";"2017-08-01";"SHOP.TO";"13.061000000000";"0.660434789865";"Growth";"2018-08-01";"SHOP.TO";"17.702000000000";"0.737538464247";"Growth";"2019-08-01";"SHOP.TO";"45.158001000000";"0.198439915991";"Growth";"2020-08-04";"SHOP.TO";"143.556000000000";"0.068239695202";"Growth";"2021-08-03";"SHOP.TO";"191.007996000000";"0.063920603544";"Growth";"2022-08-02";"SHOP.TO";"48.599998000000";"0.227625604879";"Value"
"2016-08-02";"H.TO";"26.000000000000";"0.009737224559";"Core";"2017-08-01";"H.TO";"22.340000000000";"0.057396335923";"Core";"2018-08-01";"H.TO";"18.950001000000";"0.079496073910";"Core";"2019-08-01";"H.TO";"23.400000000000";"0.063825854165";"Core";"2020-08-04";"H.TO";"28.400000000000";"0.344937242408";"Growth";"2021-08-03";"H.TO";"30.799999000000";"0.058925418834";"Core";"2022-08-02";"H.TO";"35.709999000000";"0.054668840092";"Core"
"2016-08-02";"WEED.TO";"3.280000000000";"1.016260162602";"Growth";"2017-08-01";"WEED.TO";"9.020000000000";"0.956312504482";"Growth";"2018-08-01";"WEED.TO";"33.560001000000";"0.389031749257";"Growth";"2019-08-01";"WEED.TO";"41.340000000000";"0.216767051881";"Growth";"2020-08-04";"WEED.TO";"25.700001000000";"0.063529295092";"Core";"2021-08-03";"WEED.TO";"23.520000000000";"0.077164236445";"Core";"2022-08-02";"WEED.TO";"3.690000000000";"2.997995648199";"Value"
"2016-08-02";"QSR.TO";"58.299999000000";"1.016260162602";"Growth";"2017-08-01";"QSR.TO";"74.230003000000";"0.017273798905";"Core";"2018-08-01";"QSR.TO";"83.160004000000";"0.156997417822";"Growth";"2019-08-01";"QSR.TO";"96.320000000000";"0.015505865734";"Core";"2020-08-04";"QSR.TO";"77.199997000000";"0.021149002731";"Core";"2021-08-03";"QSR.TO";"83.279999000000";"0.021792781736";"Core";"2022-08-02";"QSR.TO";"70.589996000000";"0.156716313482";"Value"
"2016-08-02";"DOL.TO";"31.966667000000";"0.104275285670";"Growth";"2017-08-01";"DOL.TO";"40.570000000000";"0.031605475586";"Core";"2018-08-01";"DOL.TO";"46.189999000000";"0.032614217638";"Core";"2019-08-01";"DOL.TO";"49.259998000000";"0.030319225499";"Core";"2020-08-04";"DOL.TO";"49.130001000000";"0.033232300309";"Core";"2021-08-03";"DOL.TO";"58.139999000000";"0.031216079677";"Core";"2022-08-02";"DOL.TO";"76.400002000000";"0.133660132730";"Growth"
"2016-08-02";"L.TO";"58.561092000000";"0.010672615190";"Core";"2017-08-01";"L.TO";"54.429260000000";"0.023557809614";"Core";"2018-08-01";"L.TO";"54.606110000000";"0.027587584614";"Core";"2019-08-01";"L.TO";"68.949997000000";"0.021660986982";"Core";"2020-08-04";"L.TO";"69.769997000000";"0.023401218541";"Core";"2021-08-03";"L.TO";"86.089996000000";"0.021081460396";"Core";"2022-08-02";"L.TO";"116.470001000000";"0.087676091012";"Growth"
"2016-08-02";"CM.TO";"48.755001000000";"0.012819197768";"Core";"2017-08-01";"CM.TO";"54.029999000000";"0.023731892805";"Core";"2018-08-01";"CM.TO";"59.715000000000";"0.025227341206";"Core";"2019-08-01";"CM.TO";"51.250000000000";"0.029141950975";"Core";"2020-08-04";"CM.TO";"46.180000000000";"0.035355195916";"Core";"2021-08-03";"CM.TO";"71.709999000000";"0.025308922974";"Core";"2022-08-02";"CM.TO";"64.370003000000";"0.030328167377";"Core"
