"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2021-04-02";"CTC.A.TO";"184.009995000000";"0.003019159669";"Core";"2022-04-01";"CTC.A.TO";"185.800003000000";"0.003064214562";"Core"
"2021-04-02";"EMA.TO";"56.500000000000";"0.009832841691";"Core";"2022-04-01";"EMA.TO";"62.919998000000";"0.009048491623";"Core"
"2021-04-02";"BHC.TO";"39.459999000000";"0.014078955135";"Core";"2022-04-01";"BHC.TO";"28.820000000000";"0.019754721542";"Core"
"2021-04-02";"WCN.TO";"138.130005000000";"0.004021975932";"Core";"2022-04-01";"WCN.TO";"174.850006000000";"0.003256111269";"Core"
"2021-04-02";"SHOP.TO";"143.438004000000";"0.023238843545";"Growth";"2022-04-01";"SHOP.TO";"86.570999000000";"0.006576464190";"Core"
"2021-04-02";"H.TO";"29.750000000000";"0.018674136321";"Core";"2022-04-01";"H.TO";"34.200001000000";"0.016647106965";"Core"
"2021-04-02";"WEED.TO";"39.849998000000";"0.091251287801";"Value";"2022-04-01";"WEED.TO";"9.240000000000";"0.091251287801";"Value"
"2021-04-02";"QSR.TO";"82.010002000000";"0.044340489546";"Value";"2022-04-01";"QSR.TO";"72.839996000000";"0.044340489546";"Value"
"2021-04-02";"DOL.TO";"56.560001000000";"0.009822410639";"Core";"2022-04-01";"DOL.TO";"72.419998000000";"0.007861517406";"Core"
"2021-04-02";"L.TO";"70.650002000000";"0.007863489594";"Core";"2022-04-01";"L.TO";"110.879997000000";"0.052630264024";"Growth"
"2021-04-02";"CM.TO";"62.154999000000";"0.008938228051";"Core";"2022-04-01";"CM.TO";"75.684998000000";"0.077104362440";"Growth"
"2021-04-02";"BMO.TO";"113.620003000000";"0.004889592861";"Core";"2022-04-01";"BMO.TO";"146.380005000000";"0.039866397853";"Growth"
"2021-04-02";"SU.TO";"26.469999000000";"0.137376795381";"Value";"2022-04-01";"SU.TO";"41.020000000000";"0.137376795381";"Value"
"2021-04-02";"OTEX.TO";"61.180000000000";"0.009080672696";"Core";"2022-04-01";"OTEX.TO";"53.310001000000";"0.010679629791";"Core"
"2021-04-02";"GIL.TO";"40.040001000000";"0.090818270368";"Value";"2022-04-01";"GIL.TO";"45.939999000000";"0.090818270368";"Value"
"2021-04-02";"TRP.TO";"58.849998000000";"0.061790378249";"Value";"2022-04-01";"TRP.TO";"71.459999000000";"0.061790378249";"Value"
"2021-04-02";"TD.TO";"83.470001000000";"0.006655751155";"Core";"2022-04-01";"TD.TO";"99.470001000000";"0.058667371654";"Growth"
"2021-04-02";"CCO.TO";"22.950001000000";"0.145243276170";"Growth";"2022-04-01";"CCO.TO";"36.330002000000";"0.160628769497";"Growth"
"2021-04-02";"WPM.TO";"50.349998000000";"0.066203246589";"Growth";"2022-04-01";"WPM.TO";"61.130001000000";"0.009313447825";"Core"
"2021-04-02";"SLF.TO";"64.209999000000";"0.008652165772";"Core";"2022-04-01";"SLF.TO";"69.809998000000";"0.008155437490";"Core"
"2021-04-02";"ABX.TO";"25.830000000000";"0.021508151589";"Core";"2022-04-01";"ABX.TO";"31.209999000000";"0.018241944668";"Core"
"2021-04-02";"K.TO";"8.820000000000";"0.377928949358";"Growth";"2022-04-01";"K.TO";"7.560000000000";"0.075308343232";"Core"
"2021-04-02";"TRI.TO";"113.110001000000";"0.004911639560";"Core";"2022-04-01";"TRI.TO";"135.149994000000";"0.004212586756";"Core"
"2021-04-02";"BNS.TO";"78.309998000000";"0.007094311962";"Core";"2022-04-01";"BNS.TO";"89.070000000000";"0.006391950992";"Core"
"2021-04-02";"RY.TO";"116.500000000000";"0.004768717215";"Core";"2022-04-01";"RY.TO";"137.320007000000";"0.004146016937";"Core"
"2021-04-02";"CAE.TO";"36.320000000000";"0.015296133138";"Core";"2022-04-01";"CAE.TO";"32.810001000000";"0.017352363837";"Core"
"2021-04-02";"T.TO";"25.370001000000";"0.021898129037";"Core";"2022-04-01";"T.TO";"33.310001000000";"0.017091896060";"Core"
"2021-04-02";"CNR.TO";"148.000000000000";"0.003753753754";"Core";"2022-04-01";"CNR.TO";"159.940002000000";"0.003559654043";"Core"
