"","2014-03-02_to_2023-01-13_Index_7QRank","2014-03-02_to_2023-01-13_TSX60_Index"
"2014-03-03",0,0
"2014-03-04",0,0
"2014-03-05",0,0
"2014-03-06",0,0
"2014-03-07",0,0
"2014-03-10",0,0
"2014-03-11",0,0
"2014-03-12",0,0
"2014-03-13",0,0
"2014-03-14",0,0
"2014-03-17",0,0
"2014-03-18",0,0
"2014-03-19",0,0
"2014-03-20",0,0
"2014-03-21",0,0
"2014-03-24",0,0
"2014-03-25",0,0
"2014-03-26",0,0
"2014-03-27",0,0
"2014-03-28",0,0
"2014-03-31",0,0
"2014-04-01",0,0
"2014-04-02",0,0
"2014-04-03",0,0
"2014-04-04",0,0
"2014-04-07",0,0
"2014-04-08",0,0
"2014-04-09",-4.52197564746161,0
"2014-04-10",-8.61916182424781,0
"2014-04-11",-11.2054960616607,0
"2014-04-14",-19.5479928864766,0
"2014-04-15",-26.8390934742281,0
"2014-04-16",-15.2519331875549,0
"2014-04-17",-11.4580969033734,0
"2014-04-21",-5.02723456517555,0
"2014-04-22",-10.7645487836038,0
"2014-04-23",-10.4817833711795,0
"2014-04-24",-9.71574261808369,0
"2014-04-25",-11.3863997659022,0
"2014-04-28",-12.0449025220109,0
"2014-04-29",-11.6862392788296,0
"2014-04-30",-14.0385124457786,0
"2014-05-01",-17.1088132639186,0
"2014-05-02",-14.8981294761301,0
"2014-05-05",-12.6182525459886,0
"2014-05-06",-13.3930017888039,0
"2014-05-07",-14.3660966147775,0
"2014-05-08",-16.0491769253977,0
"2014-05-09",-17.8891402854183,0
"2014-05-12",-19.548107766149,0
"2014-05-13",-23.5585971206842,0
"2014-05-14",-19.4422821814481,0
"2014-05-15",-22.0216306837096,0
"2014-05-16",-22.4574711114081,0
"2014-05-20",-23.6215879871061,0
"2014-05-21",-23.8288493563742,0
"2014-05-22",-25.1161347041388,0
"2014-05-23",-21.330376045838,0
"2014-05-26",-16.7463095504471,0
"2014-05-27",-14.7912812973527,0
"2014-05-28",-17.0567266567023,0
"2014-05-29",-17.8339882965414,0
"2014-05-30",-18.9350076798357,0
"2014-06-02",-18.8159006078347,0
"2014-06-03",-20.8411660621319,0
"2014-06-04",-21.507749990342,0
"2014-06-05",-21.9804294148788,0
"2014-06-06",-22.3175520072946,0
"2014-06-09",-21.9254954723444,0
"2014-06-10",-19.183557595958,0
"2014-06-11",-18.4026487704918,0
"2014-06-12",-19.3777657778038,0
"2014-06-13",-19.5141887507104,0
"2014-06-16",-19.8580181721021,0
"2014-06-17",-19.2622387533015,0
"2014-06-18",-19.6736387562287,0
"2014-06-19",-16.1039576648614,0
"2014-06-20",-17.744032496441,0
"2014-06-23",-18.4699888505609,0
"2014-06-24",-18.704524897529,0
"2014-06-25",-19.2578600296789,0
"2014-06-26",-18.1880970304016,0
"2014-06-27",-17.8898261325163,0
"2014-06-30",-18.293718791198,0
"2014-07-02",-18.500957418406,0
"2014-07-03",-18.1855330858208,0
"2014-07-04",-18.3296387560057,0
"2014-07-07",-18.1344407556713,0
"2014-07-08",-18.9287693496074,0
"2014-07-09",-18.7176420733662,0
"2014-07-10",-20.046009189652,0
"2014-07-11",-19.4629415625181,0
"2014-07-14",-20.4572406262137,0
"2014-07-15",-19.8543953776945,0
"2014-07-16",-20.340494258731,0
"2014-07-17",-21.4539592833991,0
"2014-07-18",-20.0572661613851,0
"2014-07-21",-21.2355861253285,0
"2014-07-22",-20.4187513877408,0
"2014-07-23",-21.1178570922916,0
"2014-07-24",-21.7031720183096,0
"2014-07-25",-23.2928667810884,0
"2014-07-28",-24.2281691436576,0
"2014-07-29",-24.9825809734317,0
"2014-07-30",-28.3737538460827,0
"2014-07-31",-27.1961047750413,-1.36520293310419
"2014-08-01",-25.2897197341098,-2.25637442099329
"2014-08-05",-22.5870444650484,-2.35006722249615
"2014-08-06",-22.5337266113328,-2.4214539440755
"2014-08-07",-22.720028846418,-3.09735722905446
"2014-08-08",-24.3033238044756,-2.6155241052342
"2014-08-11",-20.9562751789776,-2.18833906077054
"2014-08-12",-22.2619575367668,-2.07457442024854
"2014-08-13",-23.0387919616534,-2.22738378291679
"2014-08-14",-23.7097561253762,-1.88162137954204
"2014-08-15",-23.7573581426989,-1.8381172578671
"2014-08-18",-22.9080723201264,-1.68865925655544
"2014-08-19",-22.7695475218763,-0.788559887328866
"2014-08-20",-23.4483242919403,-0.199655763419682
"2014-08-21",-24.9156278726327,-0.271033402718934
"2014-08-22",-25.1219834738906,-0.430527323540153
"2014-08-25",-26.6630969815495,0
"2014-08-26",-24.502807385841,0
"2014-08-27",-24.9710627588157,0
"2014-08-28",-25.3826146780916,0
"2014-08-29",-26.0832056449633,0
"2014-09-02",-27.412665328685,0
"2014-09-03",-28.094551602306,0
"2014-09-04",-26.6618815634782,-0.478363083445887
"2014-09-05",-25.5041038059442,-0.526091841663068
"2014-09-08",-25.9162151679857,-0.775816007218688
"2014-09-09",-23.6181754147063,-0.517207658870522
"2014-09-10",-22.4402866830652,-0.928989079414289
"2014-09-11",-21.7197354654334,-0.485023961083841
"2014-09-12",-21.3603872522293,-0.461715408263896
"2014-09-15",-22.0734769335845,-0.734748126639451
"2014-09-16",-24.4657314161464,-0.429531710477216
"2014-09-17",-24.0190038944329,-0.689242673576862
"2014-09-18",-24.873025581519,-0.634862075547549
"2014-09-19",-24.8580348204821,-2.01003054062104
"2014-09-22",-25.3926341423468,-2.68818380190242
"2014-09-23",-26.2963576292564,-2.72591672474977
"2014-09-24",-27.6056602289569,-2.95677894779462
"2014-09-25",-29.2358327771757,-4.4862230998152
"2014-09-26",-29.6025721989928,-3.52837624252029
"2014-09-29",-29.6606553469424,-4.04225798148475
"2014-09-30",-30.3880899182435,-4.07777663700332
