"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2018-07-02";"CTC.A.TO";"170.880005000000";"0.003251144308";"Core";"2019-07-02";"CTC.A.TO";"140.850006000000";"0.004358615283";"Core";"2020-07-02";"CTC.A.TO";"119.339996000000";"0.004750389006";"Core";"2021-07-02";"CTC.A.TO";"194.669998000000";"0.004107634222";"Core";"2022-07-04";"CTC.A.TO";"164.759995000000";"0.004123839766";"Core"
"2018-07-02";"EMA.TO";"42.799999000000";"0.084961769190";"Value";"2019-07-02";"EMA.TO";"54.049999000000";"0.084961769190";"Value";"2020-07-02";"EMA.TO";"54.430000000000";"0.084961769190";"Value";"2021-07-02";"EMA.TO";"56.330002000000";"0.092916070004";"Value";"2022-07-04";"EMA.TO";"60.509998000000";"0.092916070004";"Value"
"2018-07-02";"BHC.TO";"30.110001000000";"0.018450864733";"Core";"2019-07-02";"BHC.TO";"33.049999000000";"0.124960568142";"Growth";"2020-07-02";"BHC.TO";"24.920000000000";"0.022749253812";"Core";"2021-07-02";"BHC.TO";"36.810001000000";"0.130339547534";"Growth";"2022-07-04";"BHC.TO";"10.910000000000";"0.062277160329";"Core"
"2018-07-02";"WCN.TO";"99.339996000000";"0.033554796331";"Growth";"2019-07-02";"WCN.TO";"126.720001000000";"0.032591119157";"Growth";"2020-07-02";"WCN.TO";"125.290001000000";"0.004524793682";"Core";"2021-07-02";"WCN.TO";"147.580002000000";"0.005418302853";"Core";"2022-07-04";"WCN.TO";"160.899994000000";"0.004222770942";"Core"
"2018-07-02";"SHOP.TO";"19.785000000000";"0.168477803049";"Growth";"2019-07-02";"SHOP.TO";"40.919998000000";"0.100927342473";"Growth";"2020-07-02";"SHOP.TO";"139.761002000000";"0.056788085063";"Growth";"2021-07-02";"SHOP.TO";"180.824997000000";"0.026532829834";"Growth";"2022-07-04";"SHOP.TO";"40.349998000000";"0.016838757196";"Core"
"2018-07-02";"H.TO";"20.209999000000";"0.179928936976";"Value";"2019-07-02";"H.TO";"22.910000000000";"0.179928936976";"Value";"2020-07-02";"H.TO";"25.940001000000";"0.179928936976";"Value";"2021-07-02";"H.TO";"29.950001000000";"0.026698935531";"Core";"2022-07-04";"H.TO";"34.639999000000";"0.019614429527";"Core"
"2018-07-02";"WEED.TO";"38.400002000000";"0.086805551034";"Growth";"2019-07-02";"WEED.TO";"52.490002000000";"0.078680634307";"Growth";"2020-07-02";"WEED.TO";"22.330000000000";"0.025387881998";"Core";"2021-07-02";"WEED.TO";"28.700001000000";"0.182368021840";"Value";"2022-07-04";"WEED.TO";"3.630000000000";"0.182368021840";"Value"
"2018-07-02";"QSR.TO";"79.480003000000";"0.041939270351";"Growth";"2019-07-02";"QSR.TO";"91.190002000000";"0.006732218175";"Core";"2020-07-02";"QSR.TO";"73.489998000000";"0.007714130092";"Core";"2021-07-02";"QSR.TO";"79.879997000000";"0.065522816797";"Value";"2022-07-04";"QSR.TO";"65.760002000000";"0.065522816797";"Value"
"2018-07-02";"DOL.TO";"50.599998000000";"0.065876155436";"Growth";"2019-07-02";"DOL.TO";"47.759998000000";"0.012854083219";"Core";"2020-07-02";"DOL.TO";"45.490002000000";"0.012462329745";"Core";"2021-07-02";"DOL.TO";"56.919998000000";"0.014048369184";"Core";"2022-07-04";"DOL.TO";"75.489998000000";"0.009000448234";"Core"
"2018-07-02";"L.TO";"54.019295000000";"0.010284391078";"Core";"2019-07-02";"L.TO";"66.730003000000";"0.009199924490";"Core";"2020-07-02";"L.TO";"66.589996000000";"0.008513462067";"Core";"2021-07-02";"L.TO";"77.139999000000";"0.010365998914";"Core";"2022-07-04";"L.TO";"116.680000000000";"0.039173841914";"Growth"
"2018-07-02";"CM.TO";"57.244999000000";"0.009704874928";"Core";"2019-07-02";"CM.TO";"52.075001000000";"0.011788976995";"Core";"2020-07-02";"CM.TO";"45.575001000000";"0.012439087056";"Core";"2021-07-02";"CM.TO";"70.735001000000";"0.011304631859";"Core";"2022-07-04";"CM.TO";"62.700001000000";"0.010836424376";"Core"
"2018-07-02";"BMO.TO";"101.669998000000";"0.005464301824";"Core";"2019-07-02";"BMO.TO";"99.919998000000";"0.006144025231";"Core";"2020-07-02";"BMO.TO";"72.110001000000";"0.007861758385";"Core";"2021-07-02";"BMO.TO";"127.089996000000";"0.006291865379";"Core";"2022-07-04";"BMO.TO";"124.849998000000";"0.036610364019";"Growth"
"2018-07-02";"SU.TO";"53.299999000000";"0.062539088103";"Growth";"2019-07-02";"SU.TO";"40.849998000000";"0.015028421515";"Core";"2020-07-02";"SU.TO";"22.740000000000";"0.024930140941";"Core";"2021-07-02";"SU.TO";"29.480000000000";"0.177542822563";"Value";"2022-07-04";"SU.TO";"46.000000000000";"0.177542822563";"Value"
"2018-07-02";"OTEX.TO";"46.630001000000";"0.011914122746";"Core";"2019-07-02";"OTEX.TO";"54.910000000000";"0.011180313036";"Core";"2020-07-02";"OTEX.TO";"58.360001000000";"0.009714040358";"Core";"2021-07-02";"OTEX.TO";"64.040001000000";"0.012486463669";"Core";"2022-07-04";"OTEX.TO";"48.480000000000";"0.014014930264";"Core"
"2018-07-02";"GIL.TO";"36.169998000000";"0.015359568324";"Core";"2019-07-02";"GIL.TO";"51.070000000000";"0.012020970997";"Core";"2020-07-02";"GIL.TO";"21.059999000000";"0.026918871411";"Core";"2021-07-02";"GIL.TO";"46.250000000000";"0.113166754793";"Value";"2022-07-04";"GIL.TO";"36.660000000000";"0.113166754793";"Value"
"2018-07-02";"TRP.TO";"56.830002000000";"0.063986688516";"Value";"2019-07-02";"TRP.TO";"64.610001000000";"0.063986688516";"Value";"2020-07-02";"TRP.TO";"58.139999000000";"0.063986688516";"Value";"2021-07-02";"TRP.TO";"61.639999000000";"0.084911786082";"Value";"2022-07-04";"TRP.TO";"66.949997000000";"0.084911786082";"Value"
"2018-07-02";"TD.TO";"76.139999000000";"0.007296500694";"Core";"2019-07-02";"TD.TO";"77.050003000000";"0.007967695846";"Core";"2020-07-02";"TD.TO";"60.599998000000";"0.009354973989";"Core";"2021-07-02";"TD.TO";"87.000000000000";"0.009191185584";"Core";"2022-07-04";"TD.TO";"84.040001000000";"0.008084766910";"Core"
"2018-07-02";"CCO.TO";"14.780000000000";"0.037588332582";"Core";"2019-07-02";"CCO.TO";"14.060000000000";"0.043663654967";"Core";"2020-07-02";"CCO.TO";"13.750000000000";"0.041229920364";"Core";"2021-07-02";"CCO.TO";"23.600000000000";"0.203296562503";"Growth";"2022-07-04";"CCO.TO";"28.020000000000";"0.163126476609";"Growth"
"2018-07-02";"WPM.TO";"29.480000000000";"0.123350191193";"Value";"2019-07-02";"WPM.TO";"31.320000000000";"0.123350191193";"Value";"2020-07-02";"WPM.TO";"58.810001000000";"0.123350191193";"Value";"2021-07-02";"WPM.TO";"55.189999000000";"0.086932396485";"Growth";"2022-07-04";"WPM.TO";"48.049999000000";"0.014140350330";"Core"
"2018-07-02";"SLF.TO";"52.860001000000";"0.010509942207";"Core";"2019-07-02";"SLF.TO";"54.639999000000";"0.011235560030";"Core";"2020-07-02";"SLF.TO";"49.230000000000";"0.011515567845";"Core";"2021-07-02";"SLF.TO";"63.709999000000";"0.012551140455";"Core";"2022-07-04";"SLF.TO";"59.680000000000";"0.011384782493";"Core"
"2018-07-02";"ABX.TO";"17.790001000000";"0.204404914669";"Value";"2019-07-02";"ABX.TO";"20.469999000000";"0.204404914669";"Value";"2020-07-02";"ABX.TO";"35.660000000000";"0.204404914669";"Value";"2021-07-02";"ABX.TO";"25.639999000000";"0.031186941382";"Core";"2022-07-04";"ABX.TO";"23.740000000000";"0.028620211423";"Core"
"2018-07-02";"K.TO";"5.040000000000";"0.721500721501";"Value";"2019-07-02";"K.TO";"5.010000000000";"0.721500721501";"Value";"2020-07-02";"K.TO";"9.750000000000";"0.721500721501";"Value";"2021-07-02";"K.TO";"7.950000000000";"0.100582785641";"Core";"2022-07-04";"K.TO";"4.700000000000";"0.144562514722";"Core"
"2018-07-02";"TRI.TO";"58.607777000000";"0.009479212214";"Core";"2019-07-02";"TRI.TO";"85.919998000000";"0.048067350422";"Growth";"2020-07-02";"TRI.TO";"91.669998000000";"0.086579686301";"Growth";"2021-07-02";"TRI.TO";"123.269997000000";"0.006486843233";"Core";"2022-07-04";"TRI.TO";"132.119995000000";"0.005142626740";"Core"
"2018-07-02";"BNS.TO";"74.169998000000";"0.007490300263";"Core";"2019-07-02";"BNS.TO";"70.769997000000";"0.008674735267";"Core";"2020-07-02";"BNS.TO";"56.459999000000";"0.010040938984";"Core";"2021-07-02";"BNS.TO";"81.000000000000";"0.009872014146";"Core";"2022-07-04";"BNS.TO";"75.089996000000";"0.009048393333";"Core"
"2018-07-02";"RY.TO";"99.489998000000";"0.005584034242";"Core";"2019-07-02";"RY.TO";"104.830002000000";"0.005856252763";"Core";"2020-07-02";"RY.TO";"92.769997000000";"0.006110934821";"Core";"2021-07-02";"RY.TO";"126.029999000000";"0.006344784196";"Core";"2022-07-04";"RY.TO";"125.690002000000";"0.005405710943";"Core"
