"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2018-10-02";"CTC.A.TO";"150.240005000000";"0.003697787121";"Core";"2019-10-01";"CTC.A.TO";"147.490005000000";"0.004279499740";"Core";"2020-10-01";"CTC.A.TO";"135.630005000000";"0.004713285031";"Core";"2021-10-01";"CTC.A.TO";"176.860001000000";"0.004772286130";"Core";"2022-10-03";"CTC.A.TO";"149.839996000000";"0.005253310439";"Core"
"2018-10-02";"EMA.TO";"40.209999000000";"0.090434313027";"Value";"2019-10-01";"EMA.TO";"58.119999000000";"0.090434313027";"Value";"2020-10-01";"EMA.TO";"55.049999000000";"0.090434313027";"Value";"2021-10-01";"EMA.TO";"57.430000000000";"0.014696613787";"Core";"2022-10-03";"EMA.TO";"56.759998000000";"0.013868147339";"Core"
"2018-10-02";"BHC.TO";"34.930000000000";"0.095428953144";"Growth";"2019-10-01";"BHC.TO";"26.010000000000";"0.024266952638";"Core";"2020-10-01";"BHC.TO";"21.100000000000";"0.030296818596";"Core";"2021-10-01";"BHC.TO";"36.110001000000";"0.152991889587";"Value";"2022-10-03";"BHC.TO";"9.580000000000";"0.152991889587";"Value"
"2018-10-02";"WCN.TO";"101.129997000000";"0.032960876419";"Growth";"2019-10-01";"WCN.TO";"120.650002000000";"0.031389146837";"Growth";"2020-10-01";"WCN.TO";"136.779999000000";"0.004673657531";"Core";"2021-10-01";"WCN.TO";"159.369995000000";"0.031776114311";"Growth";"2022-10-03";"WCN.TO";"188.110001000000";"0.028150620197";"Growth"
"2018-10-02";"SHOP.TO";"20.028999000000";"0.166425358219";"Growth";"2019-10-01";"SHOP.TO";"41.416000000000";"0.091440521265";"Growth";"2020-10-01";"SHOP.TO";"140.108994000000";"0.045626112509";"Growth";"2021-10-01";"SHOP.TO";"170.707001000000";"0.029665796652";"Growth";"2022-10-03";"SHOP.TO";"37.799999000000";"0.020824233758";"Core"
"2018-10-02";"H.TO";"19.709999000000";"0.184493344539";"Value";"2019-10-01";"H.TO";"24.680000000000";"0.184493344539";"Value";"2020-10-01";"H.TO";"28.540001000000";"0.184493344539";"Value";"2021-10-01";"H.TO";"30.070000000000";"0.028068723971";"Core";"2022-10-03";"H.TO";"33.959999000000";"0.023178917503";"Core"
"2018-10-02";"WEED.TO";"58.549999000000";"0.056931398638";"Growth";"2019-10-01";"WEED.TO";"28.850000000000";"0.021878108774";"Core";"2020-10-01";"WEED.TO";"18.830000000000";"0.033949170068";"Core";"2021-10-01";"WEED.TO";"16.959999000000";"0.325739245974";"Value";"2022-10-03";"WEED.TO";"3.940000000000";"0.325739245974";"Value"
"2018-10-02";"QSR.TO";"74.989998000000";"0.007408395391";"Core";"2019-10-01";"QSR.TO";"93.629997000000";"0.006741252359";"Core";"2020-10-01";"QSR.TO";"76.629997000000";"0.008342201454";"Core";"2021-10-01";"QSR.TO";"78.720001000000";"0.070179588615";"Value";"2022-10-03";"QSR.TO";"73.769997000000";"0.070179588615";"Value"
"2018-10-02";"DOL.TO";"39.410000000000";"0.014096816939";"Core";"2019-10-01";"DOL.TO";"47.459999000000";"0.013299272048";"Core";"2020-10-01";"DOL.TO";"51.430000000000";"0.124297661361";"Growth";"2021-10-01";"DOL.TO";"54.439999000000";"0.015503793999";"Core";"2022-10-03";"DOL.TO";"81.050003000000";"0.065335138771";"Growth"
"2018-10-02";"L.TO";"52.250805000000";"0.010632478400";"Core";"2019-10-01";"L.TO";"74.809998000000";"0.050622921133";"Growth";"2020-10-01";"L.TO";"69.629997000000";"0.009180854516";"Core";"2021-10-01";"L.TO";"86.449997000000";"0.009763175929";"Core";"2022-10-03";"L.TO";"112.010002000000";"0.047276253003";"Growth"
