"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2020-04-02";"CTC.A.TO";"82.639999000000";"0.044002464670";"Value";"2021-04-01";"CTC.A.TO";"182.020004000000";"0.044002464670";"Value";"2022-04-01";"CTC.A.TO";"185.800003000000";"0.044002464670";"Value"
"2020-04-02";"EMA.TO";"52.669998000000";"0.010547856021";"Core";"2021-04-01";"EMA.TO";"56.160000000000";"0.012827332738";"Core";"2022-04-01";"EMA.TO";"62.919998000000";"0.011647301325";"Core"
"2020-04-02";"BHC.TO";"19.250000000000";"0.028860028860";"Core";"2021-04-01";"BHC.TO";"39.750000000000";"0.018122842932";"Core";"2022-04-01";"BHC.TO";"28.820000000000";"0.025428458573";"Core"
"2020-04-02";"WCN.TO";"108.129997000000";"0.005137848617";"Core";"2021-04-01";"WCN.TO";"137.300003000000";"0.005246780705";"Core";"2022-04-01";"WCN.TO";"174.850006000000";"0.004191296259";"Core"
"2020-04-02";"SHOP.TO";"49.323002000000";"0.067581720458";"Growth";"2021-04-01";"SHOP.TO";"144.817993000000";"0.038800340584";"Growth";"2022-04-01";"SHOP.TO";"86.570999000000";"0.008465284963";"Core"
"2020-04-02";"H.TO";"25.080000000000";"0.132908027645";"Growth";"2021-04-01";"H.TO";"29.629999000000";"0.024312623384";"Core";"2022-04-01";"H.TO";"34.200001000000";"0.021428308616";"Core"
"2020-04-02";"WEED.TO";"19.600000000000";"0.185528756957";"Value";"2021-04-01";"WEED.TO";"40.200001000000";"0.185528756957";"Value";"2022-04-01";"WEED.TO";"9.240000000000";"0.185528756957";"Value"
"2020-04-02";"QSR.TO";"49.430000000000";"0.011239238429";"Core";"2021-04-01";"QSR.TO";"82.180000000000";"0.008765916361";"Core";"2022-04-01";"QSR.TO";"72.839996000000";"0.010061068319";"Core"
"2020-04-02";"DOL.TO";"38.599998000000";"0.014392631719";"Core";"2021-04-01";"DOL.TO";"57.000000000000";"0.012638298361";"Core";"2022-04-01";"DOL.TO";"72.419998000000";"0.010119417237";"Core"
"2020-04-02";"L.TO";"71.010002000000";"0.046941743972";"Growth";"2021-04-01";"L.TO";"70.360001000000";"0.010238530363";"Core";"2022-04-01";"L.TO";"110.879997000000";"0.094734464959";"Growth"
"2020-04-02";"CM.TO";"39.505001000000";"0.014062917137";"Core";"2021-04-01";"CM.TO";"61.910000000000";"0.011635971677";"Core";"2022-04-01";"CM.TO";"75.684998000000";"0.138787837327";"Growth"
"2020-04-02";"BMO.TO";"67.959999000000";"0.008174743433";"Core";"2021-04-01";"BMO.TO";"113.000000000000";"0.006375070854";"Core";"2022-04-01";"BMO.TO";"146.380005000000";"0.071759508346";"Growth"
"2020-04-02";"SU.TO";"23.950001000000";"0.151831460732";"Value";"2021-04-01";"SU.TO";"27.020000000000";"0.151831460732";"Value";"2022-04-01";"SU.TO";"41.020000000000";"0.151831460732";"Value"
"2020-04-02";"OTEX.TO";"48.970001000000";"0.011344814054";"Core";"2021-04-01";"OTEX.TO";"60.610001000000";"0.011885546851";"Core";"2022-04-01";"OTEX.TO";"53.310001000000";"0.013746917320";"Core"
"2020-04-02";"GIL.TO";"17.570000000000";"0.206964350391";"Value";"2021-04-01";"GIL.TO";"39.240002000000";"0.206964350391";"Value";"2022-04-01";"GIL.TO";"45.939999000000";"0.206964350391";"Value"
"2020-04-02";"TRP.TO";"59.889999000000";"0.009276265901";"Core";"2021-04-01";"TRP.TO";"58.709999000000";"0.012270192792";"Core";"2022-04-01";"TRP.TO";"71.459999000000";"0.010255362249";"Core"
"2020-04-02";"TD.TO";"57.009998000000";"0.009744879408";"Core";"2021-04-01";"TD.TO";"82.459999000000";"0.008736151046";"Core";"2022-04-01";"TD.TO";"99.470001000000";"0.105601257514";"Growth"
"2020-04-02";"CCO.TO";"11.390000000000";"0.048775729197";"Core";"2021-04-01";"CCO.TO";"21.610001000000";"0.260017917218";"Growth";"2022-04-01";"CCO.TO";"36.330002000000";"0.289131753709";"Growth"
"2020-04-02";"WPM.TO";"40.320000000000";"0.082671957672";"Growth";"2021-04-01";"WPM.TO";"50.060001000000";"0.112245052714";"Growth";"2022-04-01";"WPM.TO";"61.130001000000";"0.011988355375";"Core"
"2020-04-02";"SLF.TO";"43.709999000000";"0.012710033591";"Core";"2021-04-01";"SLF.TO";"64.040001000000";"0.011248953706";"Core";"2022-04-01";"SLF.TO";"69.809998000000";"0.010497753862";"Core"
"2020-04-02";"ABX.TO";"28.160000000000";"0.118371212121";"Growth";"2021-04-01";"ABX.TO";"25.570000000000";"0.028172976400";"Core";"2022-04-01";"ABX.TO";"31.209999000000";"0.023481198320";"Core"
"2020-04-02";"K.TO";"6.880000000000";"0.484496124031";"Growth";"2021-04-01";"K.TO";"8.810000000000";"0.637796532474";"Growth";"2022-04-01";"K.TO";"7.560000000000";"0.096937589429";"Core"
"2020-04-02";"TRI.TO";"94.570000000000";"0.035247259526";"Growth";"2021-04-01";"TRI.TO";"112.449997000000";"0.006406251897";"Core";"2022-04-01";"TRI.TO";"135.149994000000";"0.005422480271";"Core"
"2020-04-02";"BNS.TO";"55.130001000000";"0.010077191102";"Core";"2021-04-01";"BNS.TO";"79.000000000000";"0.009118772235";"Core";"2022-04-01";"BNS.TO";"89.070000000000";"0.008227777883";"Core"
"2020-04-02";"RY.TO";"83.660004000000";"0.006640635058";"Core";"2021-04-01";"RY.TO";"116.000000000000";"0.006210198332";"Core";"2022-04-01";"RY.TO";"137.320007000000";"0.005336790990";"Core"
"2020-04-02";"CAE.TO";"16.870001000000";"0.032931566249";"Core";"2021-04-01";"CAE.TO";"36.169998000000";"0.019916589615";"Core";"2022-04-01";"CAE.TO";"32.810001000000";"0.022336121723";"Core"
