"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2020-08-02";"CTC.A.TO";"124.459999000000";"0.004463727784";"Core";"2021-08-03";"CTC.A.TO";"192.289993000000";"0.003220574401";"Core";"2022-08-02";"CTC.A.TO";"166.300003000000";"0.002921766805";"Core"
"2020-08-02";"EMA.TO";"55.529999000000";"0.010004602297";"Core";"2021-08-03";"EMA.TO";"58.320000000000";"0.010618728206";"Core";"2022-08-02";"EMA.TO";"60.259998000000";"0.008063223442";"Core"
"2020-08-02";"BHC.TO";"25.330000000000";"0.021932710444";"Core";"2021-08-03";"BHC.TO";"33.130001000000";"0.018692550868";"Core";"2022-08-02";"BHC.TO";"5.880000000000";"0.082634324577";"Core"
"2020-08-02";"WCN.TO";"134.550003000000";"0.004128989544";"Core";"2021-08-03";"WCN.TO";"159.809998000000";"0.003875128194";"Core";"2022-08-02";"WCN.TO";"169.419998000000";"0.002867960301";"Core"
"2020-08-02";"SHOP.TO";"143.556000000000";"0.023219742354";"Growth";"2021-08-03";"SHOP.TO";"191.007996000000";"0.019993505465";"Growth";"2022-08-02";"SHOP.TO";"48.599998000000";"0.009997733508";"Core"
"2020-08-02";"H.TO";"28.400000000000";"0.117370892019";"Growth";"2021-08-03";"H.TO";"30.799999000000";"0.020106631463";"Core";"2022-08-02";"H.TO";"35.709999000000";"0.013606548365";"Core"
"2020-08-02";"WEED.TO";"25.700001000000";"0.141492742991";"Value";"2021-08-03";"WEED.TO";"23.520000000000";"0.141492742991";"Value";"2022-08-02";"WEED.TO";"3.690000000000";"0.141492742991";"Value"
"2020-08-02";"QSR.TO";"77.199997000000";"0.007196315766";"Core";"2021-08-03";"QSR.TO";"83.279999000000";"0.007436169986";"Core";"2022-08-02";"QSR.TO";"70.589996000000";"0.006883267546";"Core"
"2020-08-02";"DOL.TO";"49.130001000000";"0.011307867784";"Core";"2021-08-03";"DOL.TO";"58.139999000000";"0.010651603709";"Core";"2022-08-02";"DOL.TO";"76.400002000000";"0.091157338914";"Growth"
"2020-08-02";"L.TO";"69.769997000000";"0.007962671341";"Core";"2021-08-03";"L.TO";"86.089996000000";"0.007193451710";"Core";"2022-08-02";"L.TO";"116.470001000000";"0.059795834254";"Growth"
"2020-08-02";"CM.TO";"46.180000000000";"0.012030219912";"Core";"2021-08-03";"CM.TO";"71.709999000000";"0.008635953669";"Core";"2022-08-02";"CM.TO";"64.370003000000";"0.007548389092";"Core"
"2020-08-02";"BMO.TO";"73.000000000000";"0.049813200498";"Value";"2021-08-03";"BMO.TO";"124.260002000000";"0.049813200498";"Value";"2022-08-02";"BMO.TO";"126.180000000000";"0.049813200498";"Value"
"2020-08-02";"SU.TO";"21.450001000000";"0.169527434351";"Value";"2021-08-03";"SU.TO";"24.750000000000";"0.169527434351";"Value";"2022-08-02";"SU.TO";"42.910000000000";"0.169527434351";"Value"
