"","2020-11-02_to_2023-01-13_Index_7QRank","2020-11-02_to_2023-01-13_TSX60_Index"
"2020-11-02",0,0
"2020-11-03",0,0
"2020-11-04",0,0
"2020-11-05",0,0
"2020-11-06",0,0
"2020-11-09",0,0
"2020-11-10",0,0
"2020-11-11",0,0
"2020-11-12",0,0
"2020-11-13",0,0
"2020-11-16",0,0
"2020-11-17",0,0
"2020-11-18",0,0
"2020-11-19",0,0
"2020-11-20",0,0
"2020-11-23",0,0
"2020-11-24",0,0
"2020-11-25",0,0
"2020-11-26",0,0
"2020-11-27",0,0
"2020-11-30",-2.05343197363659,0
"2020-12-01",-1.73747175223812,0
"2020-12-02",-1.15501826865465,0
"2020-12-03",-0.373692872865117,0
"2020-12-04",0,0
"2020-12-07",0,0
"2020-12-08",0,0
"2020-12-09",0,0
"2020-12-10",0,0
"2020-12-11",-0.532376070749541,0
"2020-12-14",-1.78829193949529,0
"2020-12-15",-0.7446132810915,0
"2020-12-16",-1.11248669821808,0
"2020-12-17",-0.668316444355666,0
"2020-12-18",-1.17617853397801,0
"2020-12-21",-1.54664576990284,0
"2020-12-22",-1.7316340191965,0
"2020-12-23",-0.72411938218937,0
"2020-12-24",-0.970395684327607,0
"2020-12-29",-1.60334655178226,0
"2020-12-30",-1.10102997217458,0
"2020-12-31",-2.02718436202897,0
"2021-01-04",-0.528416109135688,0
"2021-01-05",0,0
"2021-01-06",0,0
"2021-01-07",0,0
"2021-01-08",-0.415175938663925,0
"2021-01-11",-0.994516881830121,-0.551796755006928
"2021-01-12",-1.01924794357152,-0.274027437551938
"2021-01-13",-1.12711120711617,-0.537786460486178
"2021-01-14",-0.0857925113144753,-0.494015167666662
"2021-01-15",-1.12345813444856,-0.575988443682518
"2021-01-18",-1.08536528299977,-0.454855959378853
"2021-01-19",-0.287480838519183,-0.576945668774009
"2021-01-20",-0.237171985468232,-0.370968233180036
"2021-01-21",-1.12274874585674,-0.923635192815586
"2021-01-22",-1.59888326210326,-1.3375045141865
"2021-01-25",-1.48193377353131,-1.13056985350105
"2021-01-26",-2.6891356636808,-1.93307256201295
"2021-01-27",-4.33947283489043,-4.04967128020154
"2021-01-28",-2.25098514832608,-2.43265703930279
"2021-01-29",-3.90309791882424,-4.31717218303883
"2021-02-01",-1.51714585065785,-2.63210794018213
"2021-02-02",-1.01754373468204,-1.27406659676021
"2021-02-03",0,-1.13431173340411
"2021-02-04",0,-0.367226353276973
"2021-02-05",0,0
"2021-02-08",0,0
"2021-02-09",0,0
"2021-02-10",0,0
"2021-02-11",-1.81890986989719,0
"2021-02-12",-1.41857754793555,0
"2021-02-16",-0.579921167566089,0
"2021-02-17",-1.09150810360281,0
"2021-02-18",-2.36120384796329,0
"2021-02-19",-1.46350796919869,0
"2021-02-22",-0.752832117493885,0
"2021-02-23",-1.14527423679213,0
"2021-02-24",-0.394067886264593,0
"2021-02-25",-1.65943897490705,-1.32776747798099
"2021-02-26",-3.06318219563183,-2.31516018685777
"2021-03-01",-1.59458497230597,-0.998268387969459
"2021-03-02",-0.956073060353002,-0.207487565190345
"2021-03-03",-1.15566805967026,-0.786277611904784
"2021-03-04",-1.81766358738654,-1.74452689946284
"2021-03-05",-0.0162944759030115,-0.194742628753586
"2021-03-08",0,0
"2021-03-09",0,0
"2021-03-10",0,0
"2021-03-11",0,0
"2021-03-12",0,0
"2021-03-15",0,0
"2021-03-16",-1.31709168148023,0
"2021-03-17",-0.571807859370255,0
"2021-03-18",-2.52741677549868,0
"2021-03-19",-2.16425397487244,0
"2021-03-22",-2.77967751862246,0
"2021-03-23",-4.38218348981707,0
"2021-03-24",-4.35762177955287,0
"2021-03-25",-4.11376096715395,0
"2021-03-26",-3.27642043293799,0
"2021-03-29",-3.6359578141666,0
"2021-03-30",-3.53968013150315,0
"2021-03-31",-3.49565781467209,0
"2021-04-01",-1.63769266148894,0
"2021-04-05",-1.81462402994516,0
"2021-04-06",-1.35913359457589,0
"2021-04-07",-1.20674205359034,0
"2021-04-08",-1.20442160795661,0
"2021-04-09",-1.3860670420747,0
"2021-04-12",-1.75512785287362,0
"2021-04-13",-1.83477273021712,0
"2021-04-14",-0.867843341265906,0
"2021-04-15",-0.0463593250226602,0
"2021-04-16",-0.240343439425239,0
"2021-04-19",-0.804004318178253,0
"2021-04-20",-1.95996988460488,0
"2021-04-21",-0.983308357543533,0
"2021-04-22",-1.80709017884407,0
"2021-04-23",-1.47447336736349,0
"2021-04-26",-1.03950968897601,0
"2021-04-27",-0.983565329113478,0
"2021-04-28",0,0
"2021-04-29",0,0
"2021-04-30",0,0
"2021-05-03",0,0
"2021-05-04",0,0
"2021-05-05",0,0
"2021-05-06",0,0
"2021-05-07",0,0
"2021-05-10",-1.09100189993545,0
"2021-05-11",-1.63070190176026,0
"2021-05-12",-2.05102544494095,0
"2021-05-13",-2.28298897103518,0
"2021-05-14",-0.112776591535213,0
"2021-05-17",0,0
"2021-05-18",0,0
"2021-05-19",0,0
"2021-05-20",0,0
"2021-05-21",0,0
"2021-05-25",0,0
"2021-05-26",0,0
"2021-05-27",0,0
"2021-05-28",0,0
"2021-05-31",0,0
"2021-06-01",0,0
"2021-06-02",0,0
"2021-06-03",0,0
"2021-06-04",0,0
"2021-06-07",0,0
"2021-06-08",0,0
"2021-06-09",0,0
"2021-06-10",0,0
"2021-06-11",0,0
"2021-06-14",0,0
"2021-06-15",0,0
"2021-06-16",-0.671072938390049,0
"2021-06-17",-2.08303702385919,0
"2021-06-18",-2.73294995678888,0
"2021-06-21",-1.30126318668378,0
"2021-06-22",-1.25649076568346,0
"2021-06-23",-1.40994318874998,0
"2021-06-24",-0.878824645847831,0
"2021-06-25",-0.955180989707716,0
"2021-06-28",-2.11821513648983,0
"2021-06-29",-1.94832129721619,0
"2021-06-30",-1.69104125914343,0
"2021-07-02",-1.27903349258375,0
"2021-07-05",-0.554753301942734,0
"2021-07-06",-1.30996489894022,0
"2021-07-07",-1.73605954637244,0
"2021-07-08",-2.98348676148008,-1.30058279531835
"2021-07-09",-1.76647223517522,-0.318403752199758
"2021-07-12",-2.22901505903975,-0.359391723187952
"2021-07-13",-2.17517058934743,-0.0632057496546712
"2021-07-14",-3.35850812893689,-0.742610098669927
"2021-07-15",-3.58136755517113,-0.448875742092969
"2021-07-16",-5.1253704308348,-1.33260704181004
"2021-07-19",-6.66077752770908,-2.55029453879341
"2021-07-20",-5.68132196302679,-1.58780504435513
"2021-07-21",-4.57935796886326,-0.884574043045805
"2021-07-22",-4.79674075372436,-0.879670809133193
"2021-07-23",-4.48760256043135,-0.374178037955641
"2021-07-26",-4.16636081830787,-0.628533297171985
"2021-07-27",-4.83148528299245,-0.548932359122067
"2021-07-28",-3.98895457322357,-0.400456307205999
"2021-07-29",-3.27762804394585,-0.0147863147677119
"2021-07-30",-3.29883329560813,-0.177205938122726
"2021-08-03",-3.21997455766686,0
"2021-08-04",-4.43267403312252,0
"2021-08-05",-3.94594011814866,0
"2021-08-06",-3.30394290538771,0
"2021-08-09",-3.84249919763976,0
"2021-08-10",-3.03930388245452,0
"2021-08-11",-2.77904642781514,0
"2021-08-12",-2.9514298144015,0
"2021-08-13",-3.17498121900039,0
"2021-08-16",-3.73070473141812,0
"2021-08-17",-4.41826139692062,0
"2021-08-18",-5.07783596210062,0
"2021-08-19",-5.83636170802925,0
"2021-08-20",-5.16821617765379,0
"2021-08-23",-3.90742729710616,0
"2021-08-24",-3.40012775475567,0
"2021-08-25",-3.28090514425677,0
"2021-08-26",-3.79614261593686,0
"2021-08-27",-2.46909144983753,0
"2021-08-30",-2.86216953823837,0
"2021-08-31",-3.03901015194484,0
"2021-09-01",-2.52871585273321,0
"2021-09-02",-0.95377507015808,0
"2021-09-03",-0.973456856987742,0
"2021-09-07",-1.15678649964779,0
"2021-09-08",-1.68455718944417,-0.2672267988163
"2021-09-09",-1.92777390253858,-0.504853321263432
"2021-09-10",-2.1111791395557,-0.919781752291415
"2021-09-13",-1.25709484508851,-0.754469829075266
"2021-09-14",-1.62685404119985,-1.40132953950214
"2021-09-15",-0.437092909470194,-0.711081069536679
"2021-09-16",-1.44307506026297,-1.13650073775879
"2021-09-17",-2.60951875992849,-1.72401002063027
"2021-09-20",-4.29380442571811,-3.2666715126191
"2021-09-21",-3.69218537404513,-2.79149340513336
"2021-09-22",-1.98992568147448,-2.05470880447107
"2021-09-23",-1.702305870168,-1.69755711541937
"2021-09-24",-1.92951566237146,-1.94155331759148
"2021-09-27",-1.44365330208237,-1.60118760805039
"2021-09-28",-2.38864728375151,-2.96324994548305
"2021-09-29",-1.99947733887417,-2.91506519179856
"2021-09-30",-2.52692139535696,-3.41752051598904
"2021-10-01",-2.30018343903515,-3.00821239060076
"2021-10-04",-2.18762930390872,-3.37742900242572
"2021-10-05",-1.50789558458343,-2.77141017964746
"2021-10-06",-2.2486436418387,-2.63494915871518
"2021-10-07",-0.705621718568439,-1.64532574167428
"2021-10-08",-0.387448982518557,-1.53779056043442
"2021-10-12",0,-1.57391039134563
"2021-10-13",0,-0.808199950990951
"2021-10-14",0,0
"2021-10-15",0,0
"2021-10-18",0,0
"2021-10-19",0,0
"2021-10-20",0,0
"2021-10-21",0,0
"2021-10-22",0,0
"2021-10-25",0,0
"2021-10-26",-0.550332093885864,0
"2021-10-27",-2.27585940637461,0
"2021-10-28",-0.372150024325757,0
"2021-10-29",-1.48296389127046,0
"2021-11-01",-0.279564239005559,0
"2021-11-02",-1.30873419097234,0
"2021-11-03",-0.984661242270601,0
"2021-11-04",-0.274430156500016,0
"2021-11-05",0,0
"2021-11-08",0,0
"2021-11-09",0,0
"2021-11-10",0,0
"2021-11-11",0,0
"2021-11-12",0,0
"2021-11-15",-0.665605226708499,-0.369540562137904
"2021-11-16",-0.634918877784951,-0.209933826291697
"2021-11-17",-0.9715559979947,-0.510755811674024
"2021-11-18",-1.05016980498659,-0.379449153599554
"2021-11-19",-2.25081536964882,-0.723042037377486
"2021-11-22",-2.52130202064266,-1.34528732420268
"2021-11-23",-1.38416839979054,-1.01773352732311
"2021-11-24",-0.735262957625427,-0.564219434668511
"2021-11-25",-0.486017245298376,-0.228254027771146
"2021-11-26",-3.82174743994903,-2.46987681268414
"2021-11-29",-3.20769748223604,-2.40343935050965
"2021-11-30",-5.81204966942567,-4.67257808005714
"2021-12-01",-6.97825689208971,-5.37729991595518
"2021-12-02",-5.37588988826385,-3.96635926271525
"2021-12-03",-6.50561520776826,-4.44047467143038
"2021-12-06",-4.78200313920019,-3.4692901385278
"2021-12-07",-2.78310715838177,-2.1644925981396
"2021-12-08",-3.18431876371169,-2.44927549662359
"2021-12-09",-4.33703605882363,-3.07686714574824
"2021-12-10",-4.7211766267457,-3.17994501088161
"2021-12-13",-5.81937775362007,-3.87547110362462
"2021-12-14",-6.28727318725814,-4.15490763980916
"2021-12-15",-5.77206950702868,-3.55632891676284
"2021-12-16",-6.15069307988663,-3.7449485786874
"2021-12-17",-6.44781732692261,-3.84574532923967
"2021-12-20",-7.1391713510417,-4.68940130009273
"2021-12-21",-4.3451922691079,-3.00130522524936
"2021-12-22",-3.43419803178957,-2.34006713605351
"2021-12-23",-2.85214509342849,-1.59948903033383
"2021-12-24",-2.82874584668332,-1.62009034639436
"2021-12-29",-2.17927024279294,-1.02457687106641
"2021-12-30",-2.65725400856485,-1.32083662728656
"2021-12-31",-2.7691062020167,-1.73920729842609
"2022-01-04",-1.2526581645514,-1.7048480100483
"2022-01-05",-1.94498609406093,-2.44392913432413
"2022-01-06",-1.46430563674683,-2.22401543174015
"2022-01-07",-0.992610782441949,-2.14232301580456
"2022-01-10",-1.07682740286668,-2.07666968676732
"2022-01-11",0,-1.26965411887314
"2022-01-12",0,-0.72225790424022
"2022-01-13",0,-1.22695450530821
"2022-01-14",0,-0.723042037377486
"2022-01-17",0,0
"2022-01-18",-1.39466175876366,-1.25724333328587
"2022-01-19",-2.06858044125994,-1.71319959565471
"2022-01-20",-3.11712797405904,-2.38948132750544
"2022-01-21",-5.47282023964164,-4.38408531116079
"2022-01-24",-5.91948154160837,-4.60974984694675
"2022-01-25",-5.08483108724662,-4.53201304155929
"2022-01-26",-4.74613570797208,-4.45726611330209
"2022-01-27",-5.05192918279238,-4.62733317197487
"2022-01-28",-4.50718425374749,-3.85722624827369
"2022-01-31",-3.09686620410653,-2.25607585745404
"2022-02-01",-0.87859700318289,-1.28472172786422
"2022-02-02",-0.586861225428503,-0.953770804561693
"2022-02-03",-1.72274348891889,-2.20346825747112
"2022-02-04",-0.73391745599628,-1.3334852001082
"2022-02-07",-0.746357199862147,-1.54320372453265
"2022-02-08",-1.13301116698397,-0.914902401867967
"2022-02-09",0,-0.0395802782009458
"2022-02-10",0,-0.336218802055888
"2022-02-11",0,-0.288167205319134
"2022-02-14",-1.32548033741007,-1.26258239958995
"2022-02-15",-0.879754443491909,-0.648020274214434
"2022-02-16",-1.24104955840202,-1.3098509332688
"2022-02-17",-2.10118150923655,-2.28889331833648
"2022-02-18",-3.42156780911159,-2.8927061235531
"2022-02-22",-3.70796226389378,-3.3646795848342
"2022-02-23",-4.11214782729189,-4.17514984979426
"2022-02-24",-3.5141812990966,-4.14617651665077
"2022-02-25",-1.72481513204852,-2.43141079488017
"2022-02-28",-1.10339366679966,-2.52601904978856
"2022-03-01",-1.61997606422455,-3.27092558053447
"2022-03-02",-0.0467295916213417,-1.94192519612169
"2022-03-03",-0.465150154437366,-1.84204906245994
"2022-03-04",0,-0.995700271936439
"2022-03-07",0,-1.41278813161154
"2022-03-08",0,-2.00371599014764
"2022-03-09",0,-0.778435867135541
"2022-03-10",0,-0.437589874282784
"2022-03-11",-0.262574632629164,-0.911129461679738
"2022-03-14",-3.0635371934859,-1.92590799720944
"2022-03-15",-4.1086533096756,-1.99303785753947
"2022-03-16",-3.08391161275324,-0.779218930193482
"2022-03-17",-0.933123046535356,0
"2022-03-18",-0.688955001128944,0
"2022-03-21",0,0
"2022-03-22",0,0
"2022-03-23",0,-0.818443546393144
"2022-03-24",0,-0.787013302676043
"2022-03-25",0,-0.450360469972944
"2022-03-28",0,-0.423400305362276
"2022-03-29",0,-0.0830456883991859
"2022-03-30",0,-0.147372920540167
"2022-03-31",0,-1.05403068429928
"2022-04-01",0,-0.762288177618609
"2022-04-04",0,-0.0516154446820738
"2022-04-05",-1.5876248588542,-0.533406158372107
"2022-04-06",-2.64941311289711,-1.08175914375634
"2022-04-07",-1.47872460878239,-1.02714036467465
"2022-04-08",-0.67831176618488,-0.926912809710134
"2022-04-11",-2.1440552040305,-1.21264864759155
"2022-04-12",-1.32276674914394,-1.63458220824703
"2022-04-13",-0.0778983639554309,-1.30316774949677
"2022-04-14",-0.0871425145846261,-1.18422173827408
"2022-04-18",0,-1.1184277614263
"2022-04-19",0,-0.416695186702654
"2022-04-20",0,-0.587256642607403
"2022-04-21",-2.90826901755926,-1.98764861266906
"2022-04-22",-5.11828318727445,-4.10618672917329
"2022-04-25",-6.79497956977525,-4.92833205982643
"2022-04-26",-7.93294662128816,-6.29582704146419
"2022-04-27",-5.39934394394745,-6.06617672737127
"2022-04-28",-2.88117415111696,-4.39723078599358
"2022-04-29",-4.43973422223425,-6.07588518043056
"2022-05-02",-4.59052569101277,-6.16270249807579
"2022-05-03",-2.78753841738308,-5.23055131441281
"2022-05-04",-1.37689263483239,-4.12937526453789
"2022-05-05",-4.17401013338392,-6.24497989162852
"2022-05-06",-4.10658227854107,-6.44620329640397
"2022-05-09",-8.8228188815851,-9.04953546099787
"2022-05-10",-9.37604093600599,-9.53726299850114
"2022-05-11",-9.37384456111121,-9.73995314798338
"2022-05-12",-9.96304090487811,-10.2681209324026
"2022-05-13",-7.22472362638663,-8.73753790836618
"2022-05-16",-5.94315837057581,-8.29772403128497
"2022-05-17",-4.27973509870507,-7.17335944604546
"2022-05-18",-6.25886859730008,-8.88791416330595
"2022-05-19",-5.39962440448734,-8.70841254918835
"2022-05-20",-4.95637937273478,-8.54832784118926
"2022-05-24",-4.4765220953818,-8.06877216705245
"2022-05-25",-3.78058305186895,-7.71046738867757
"2022-05-26",-2.92200537694401,-7.14262765218874
"2022-05-27",-1.30788035324229,-6.08636192833625
"2022-05-30",0,-5.341255617283
