"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year5";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year6";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2016-06-02";"CTC.A.TO";"142.649994000000";"0.004381353146";"Core";"2017-06-01";"CTC.A.TO";"154.690002000000";"0.005272736769";"Core";"2018-06-01";"CTC.A.TO";"164.419998000000";"0.006190399914";"Core";"2019-06-03";"CTC.A.TO";"134.009995000000";"0.050076834469";"Value";"2020-06-01";"CTC.A.TO";"117.480003000000";"0.050076834469";"Value";"2021-06-01";"CTC.A.TO";"204.929993000000";"0.050076834469";"Value";"2022-06-01";"CTC.A.TO";"173.399994000000";"0.008511077129";"Core"
"2016-06-02";"EMA.TO";"46.040001000000";"0.072400809317";"Growth";"2017-06-01";"EMA.TO";"48.590000000000";"0.016786163023";"Core";"2018-06-01";"EMA.TO";"40.250000000000";"0.025287591093";"Core";"2019-06-03";"EMA.TO";"52.299999000000";"0.019603452601";"Core";"2020-06-01";"EMA.TO";"54.689999000000";"0.018902986003";"Core";"2021-06-01";"EMA.TO";"55.970001000000";"0.020448561373";"Core";"2022-06-01";"EMA.TO";"62.830002000000";"0.023489108327";"Core"
"2016-06-02";"BHC.TO";"38.549999000000";"0.094328501445";"Value";"2017-06-01";"BHC.TO";"17.030001000000";"0.094328501445";"Value";"2018-06-01";"BHC.TO";"28.540001000000";"0.094328501445";"Value";"2019-06-03";"BHC.TO";"27.610001000000";"0.222801995144";"Growth";"2020-06-01";"BHC.TO";"26.030001000000";"0.039715875755";"Core";"2021-06-01";"BHC.TO";"38.709999000000";"0.029566159392";"Core";"2022-06-01";"BHC.TO";"12.110000000000";"0.690584979185";"Value"
"2016-06-02";"WCN.TO";"60.366669000000";"0.055218109406";"Growth";"2017-06-01";"WCN.TO";"87.546669000000";"0.070806365297";"Growth";"2018-06-01";"WCN.TO";"100.910004000000";"0.087416057310";"Growth";"2019-06-03";"WCN.TO";"126.620003000000";"0.048582871292";"Growth";"2020-06-01";"WCN.TO";"128.039993000000";"0.008074073275";"Core";"2021-06-01";"WCN.TO";"145.740005000000";"0.007853066840";"Core";"2022-06-01";"WCN.TO";"161.270004000000";"0.009151241313";"Core"
"2016-06-02";"SHOP.TO";"3.912000000000";"0.055218109406";"Growth";"2017-06-01";"SHOP.TO";"12.612000000000";"0.491505029001";"Growth";"2018-06-01";"SHOP.TO";"19.541000000000";"0.451417772520";"Growth";"2019-06-03";"SHOP.TO";"35.584000000000";"0.172874418523";"Growth";"2020-06-01";"SHOP.TO";"103.023003000000";"0.076263672597";"Growth";"2021-06-01";"SHOP.TO";"151.072006000000";"0.088746225370";"Growth";"2022-06-01";"SHOP.TO";"45.733002000000";"0.182865408615";"Value"
"2016-06-02";"H.TO";"24.629999000000";"0.055218109406";"Growth";"2017-06-01";"H.TO";"23.740000000000";"0.034357188765";"Core";"2018-06-01";"H.TO";"19.520000000000";"0.052142701920";"Core";"2019-06-03";"H.TO";"23.040001000000";"0.044499153948";"Core";"2020-06-01";"H.TO";"26.379999000000";"0.297835969240";"Growth";"2021-06-01";"H.TO";"30.590000000000";"0.037414383802";"Core";"2022-06-01";"H.TO";"35.240002000000";"0.041879132787";"Core"
"2016-06-02";"WEED.TO";"2.630000000000";"0.237642585551";"Core";"2017-06-01";"WEED.TO";"7.570000000000";"0.818872050959";"Growth";"2018-06-01";"WEED.TO";"37.700001000000";"0.233982876892";"Growth";"2019-06-03";"WEED.TO";"51.980000000000";"0.118344811634";"Growth";"2020-06-01";"WEED.TO";"22.260000000000";"0.046442241043";"Core";"2021-06-01";"WEED.TO";"29.330000000000";"0.039021684299";"Core";"2022-06-01";"WEED.TO";"5.970000000000";"1.400834857274";"Value"
"2016-06-02";"QSR.TO";"54.570000000000";"0.237642585551";"Core";"2017-06-01";"QSR.TO";"82.900002000000";"0.009838837655";"Core";"2018-06-01";"QSR.TO";"76.709999000000";"0.013268485918";"Core";"2019-06-03";"QSR.TO";"87.830002000000";"0.011673238394";"Core";"2020-06-01";"QSR.TO";"75.779999000000";"0.013642178665";"Core";"2021-06-01";"QSR.TO";"85.050003000000";"0.013456860201";"Core";"2022-06-01";"QSR.TO";"65.610001000000";"0.127465081092";"Value"
"2016-06-02";"DOL.TO";"30.540001000000";"0.109146470995";"Growth";"2017-06-01";"DOL.TO";"42.773335000000";"0.019068881612";"Core";"2018-06-01";"DOL.TO";"49.933334000000";"0.176658636349";"Growth";"2019-06-03";"DOL.TO";"43.209999000000";"0.023727391233";"Core";"2020-06-01";"DOL.TO";"48.110001000000";"0.021488344713";"Core";"2021-06-01";"DOL.TO";"53.180000000000";"0.021521361423";"Core";"2022-06-01";"DOL.TO";"71.989998000000";"0.020500357885";"Core"
"2016-06-02";"L.TO";"57.419613000000";"0.010884782522";"Core";"2017-06-01";"L.TO";"61.889069000000";"0.013179058507";"Core";"2018-06-01";"L.TO";"53.954983000000";"0.018864347367";"Core";"2019-06-03";"L.TO";"69.430000000000";"0.014766823440";"Core";"2020-06-01";"L.TO";"67.000000000000";"0.015429914711";"Core";"2021-06-01";"L.TO";"74.930000000000";"0.015274336054";"Core";"2022-06-01";"L.TO";"113.320000000000";"0.068122817057";"Growth"
