"","2020-05-02_to_2023-01-13_Index_7QRank","2020-05-02_to_2023-01-13_TSX60_Index"
"2020-05-04",0,0
"2020-05-05",0,0
"2020-05-06",0,0
"2020-05-07",0,0
"2020-05-08",0,0
"2020-05-11",0,0
"2020-05-12",-1.10192138003818,-1.39494209056827
"2020-05-13",-3.70951872107799,-3.80089332399282
"2020-05-14",-3.82828493738231,-3.89033092105725
"2020-05-15",-1.899869398432,-3.27629730296259
"2020-05-19",0,-1.94789281047177
"2020-05-20",0,-1.17790347830626
"2020-05-21",0,-2.01769348794549
"2020-05-22",0,-1.78430051656008
"2020-05-25",0,-0.664207116513171
"2020-05-26",0,-0.133065455619386
"2020-05-27",0,0
"2020-05-28",0,0
"2020-05-29",0,0
"2020-06-01",0,0
"2020-06-02",0,0
"2020-06-03",0,0
"2020-06-04",0,0
"2020-06-05",0,0
"2020-06-08",0,0
"2020-06-09",-1.24475250496515,-0.77260283284919
"2020-06-10",-1.92887909052096,-1.62319682589537
"2020-06-11",-7.21051119143964,-5.51326365144805
"2020-06-12",-5.93671729004516,-4.32784073607014
"2020-06-15",-5.07684426654101,-3.71433132609954
"2020-06-16",-3.97825549703053,-2.67032891411286
"2020-06-17",-5.18277627862147,-3.20376690431465
"2020-06-18",-5.27409586148995,-2.78262578349866
"2020-06-19",-5.24225317554812,-2.94276862303625
"2020-06-22",-4.29050858222778,-2.74831078743676
"2020-06-23",-3.57853542798093,-2.51018607457526
"2020-06-24",-5.51896719921159,-4.14794471747335
"2020-06-25",-4.62145812213199,-3.05818588177977
"2020-06-26",-6.34210155318076,-4.78641724230575
"2020-06-29",-4.38889866666641,-3.43981135760434
"2020-06-30",-3.55534895975504,-2.856456424552
"2020-07-02",-3.29782516393519,-2.16495585438444
"2020-07-03",-3.61391174536457,-2.32197830456431
"2020-07-06",-2.61685040819271,-2.02146437829447
"2020-07-07",-3.16493680882686,-2.49147302530199
"2020-07-08",-2.85029545627121,-2.33861109426576
"2020-07-09",-3.10382865379704,-2.70360378038885
"2020-07-10",-1.68694876267593,-1.69806759673463
"2020-07-13",-2.07238632165857,-2.07553255341554
"2020-07-14",-0.00432286647188418,-0.350430869120377
"2020-07-15",0,0
"2020-07-16",0,0
"2020-07-17",0,0
"2020-07-20",0,0
"2020-07-21",0,0
"2020-07-22",0,0
"2020-07-23",0,0
"2020-07-24",0,0
"2020-07-27",0,0
"2020-07-28",0,0
"2020-07-29",0,0
"2020-07-30",0,0
"2020-07-31",0,0
"2020-08-04",0,0
"2020-08-05",0,0
"2020-08-06",0,0
"2020-08-07",0,0
"2020-08-10",0,0
