"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2018-03-02";"CTC.A.TO";"172.169998000000";"0.003226784934";"Core";"2019-03-01";"CTC.A.TO";"147.820007000000";"0.004133369496";"Core";"2020-03-02";"CTC.A.TO";"133.860001000000";"0.004722453791";"Core";"2021-03-01";"CTC.A.TO";"168.059998000000";"0.004817584226";"Core";"2022-03-01";"CTC.A.TO";"183.649994000000";"0.004514568600";"Core"
"2018-03-02";"EMA.TO";"41.529999000000";"0.087559925931";"Value";"2019-03-01";"EMA.TO";"47.009998000000";"0.087559925931";"Value";"2020-03-02";"EMA.TO";"57.570000000000";"0.087559925931";"Value";"2021-03-01";"EMA.TO";"50.970001000000";"0.015884700401";"Core";"2022-03-01";"EMA.TO";"59.279999000000";"0.013986175951";"Core"
"2018-03-02";"BHC.TO";"19.150000000000";"0.189888440541";"Value";"2019-03-01";"BHC.TO";"32.240002000000";"0.189888440541";"Value";"2020-03-02";"BHC.TO";"30.760000000000";"0.189888440541";"Value";"2021-03-01";"BHC.TO";"40.200001000000";"0.120842264954";"Growth";"2022-03-01";"BHC.TO";"29.830000000000";"0.027794183586";"Core"
"2018-03-02";"WCN.TO";"91.209999000000";"0.036545700799";"Growth";"2019-03-01";"WCN.TO";"111.320000000000";"0.036923536065";"Growth";"2020-03-02";"WCN.TO";"132.550003000000";"0.004769126027";"Core";"2021-03-01";"WCN.TO";"125.779999000000";"0.006436978866";"Core";"2022-03-01";"WCN.TO";"160.270004000000";"0.005173148285";"Core"
"2018-03-02";"SHOP.TO";"17.642000000000";"0.188943052564";"Growth";"2019-03-01";"SHOP.TO";"25.471001000000";"0.161372850431";"Growth";"2020-03-02";"SHOP.TO";"65.175003000000";"0.096992349835";"Growth";"2021-03-01";"SHOP.TO";"165.541000000000";"0.029345353550";"Growth";"2022-03-01";"SHOP.TO";"85.833000000000";"0.009659460771";"Core"
"2018-03-02";"H.TO";"20.780001000000";"0.174993429325";"Value";"2019-03-01";"H.TO";"20.400000000000";"0.174993429325";"Value";"2020-03-02";"H.TO";"27.940001000000";"0.174993429325";"Value";"2021-03-01";"H.TO";"27.250000000000";"0.029711676893";"Core";"2022-03-01";"H.TO";"31.400000000000";"0.026404474406";"Core"
"2018-03-02";"WEED.TO";"28.990000000000";"0.114982177762";"Growth";"2019-03-01";"WEED.TO";"62.529999000000";"0.065733697432";"Growth";"2020-03-02";"WEED.TO";"24.790001000000";"0.025500106642";"Core";"2021-03-01";"WEED.TO";"43.910000000000";"0.120689654591";"Value";"2022-03-01";"WEED.TO";"8.840000000000";"0.120689654591";"Value"
"2018-03-02";"QSR.TO";"74.110001000000";"0.044978184973";"Growth";"2019-03-01";"QSR.TO";"83.889999000000";"0.007283284243";"Core";"2020-03-02";"QSR.TO";"79.230003000000";"0.007978639975";"Core";"2021-03-01";"QSR.TO";"77.660004000000";"0.068239537215";"Value";"2022-03-01";"QSR.TO";"69.599998000000";"0.068239537215";"Value"
"2018-03-02";"DOL.TO";"49.873333000000";"0.066835984941";"Growth";"2019-03-01";"DOL.TO";"35.950001000000";"0.016995679857";"Core";"2020-03-02";"DOL.TO";"39.639999000000";"0.015947217081";"Core";"2021-03-01";"DOL.TO";"48.980000000000";"0.016530077487";"Core";"2022-03-01";"DOL.TO";"65.180000000000";"0.012720167173";"Core"
"2018-03-02";"L.TO";"52.057877000000";"0.069852322951";"Value";"2019-03-01";"L.TO";"64.889999000000";"0.069852322951";"Value";"2020-03-02";"L.TO";"67.360001000000";"0.069852322951";"Value";"2021-03-01";"L.TO";"61.740002000000";"0.013113753954";"Core";"2022-03-01";"L.TO";"98.019997000000";"0.008458483184";"Core"
"2018-03-02";"CM.TO";"57.849998000000";"0.009603380722";"Core";"2019-03-01";"CM.TO";"55.950001000000";"0.010920369919";"Core";"2020-03-02";"CM.TO";"51.720001000000";"0.012222499167";"Core";"2021-03-01";"CM.TO";"59.330002000000";"0.013646438025";"Core";"2022-03-01";"CM.TO";"78.675003000000";"0.091331901635";"Growth"
"2018-03-02";"BMO.TO";"96.510002000000";"0.005756455746";"Core";"2019-03-01";"BMO.TO";"103.150002000000";"0.005923361086";"Core";"2020-03-02";"BMO.TO";"92.099998000000";"0.006863709912";"Core";"2021-03-01";"BMO.TO";"106.099998000000";"0.007630944492";"Core";"2022-03-01";"BMO.TO";"144.669998000000";"0.049668471241";"Growth"
"2018-03-02";"SU.TO";"40.849998000000";"0.013599891867";"Core";"2019-03-01";"SU.TO";"45.470001000000";"0.013437314590";"Core";"2020-03-02";"SU.TO";"36.799999000000";"0.017177926259";"Core";"2021-03-01";"SU.TO";"25.590000000000";"0.207091939550";"Value";"2022-03-01";"SU.TO";"39.200001000000";"0.207091939550";"Value"
"2018-03-02";"OTEX.TO";"44.919998000000";"0.012367666525";"Core";"2019-03-01";"OTEX.TO";"50.650002000000";"0.012063073716";"Core";"2020-03-02";"OTEX.TO";"56.950001000000";"0.011100046673";"Core";"2021-03-01";"OTEX.TO";"57.889999000000";"0.013985890643";"Core";"2022-03-01";"OTEX.TO";"54.450001000000";"0.015226822427";"Core"
