"","2012-05-02_to_2023-01-13_Index_7QRank","2012-05-02_to_2023-01-13_TSX60_Index"
"2012-05-02",0,0
"2012-05-03",0,-1.86683
"2012-05-04",0,-3.08452
"2012-05-07",0,-3.08307999999999
"2012-05-08",0,-4.41016000000001
"2012-05-09",0,-4.74552
"2012-05-10",0,-4.25327
"2012-05-11",0,-4.48068
"2012-05-14",0,-6.07116000000001
"2012-05-15",0,-7.15355
"2012-05-16",0,-7.11324999999999
"2012-05-17",0,-7.24279
"2012-05-18",0,-7.79982
"2012-05-22",0,-6.25252000000001
"2012-05-23",0,-5.15574
"2012-05-24",0,-5.2018
"2012-05-25",0,-5.27808000000001
"2012-05-28",0,-5.42346
"2012-05-29",0,-4.94414999999999
"2012-05-30",0,-6.34464
"2012-05-31",0,-5.50694
"2012-06-01",0,-6.84841
"2012-06-04",0,-7.09598
"2012-06-05",0,-5.81496
"2012-06-06",0,-4.94414999999999
"2012-06-07",0,-5.05642000000001
"2012-06-08",0,-5.91427
"2012-06-11",0,-6.66561
"2012-06-12",0,-5.73867
"2012-06-13",0,-5.62496
"2012-06-14",0,-5.78905000000001
"2012-06-15",0,-5.20754999999999
"2012-06-18",0,-4.60015
"2012-06-19",0,-2.89165
"2012-06-20",0,-3.14209
"2012-06-21",0,-6.08555
"2012-06-22",0,-5.6883
"2012-06-25",0,-6.39933
"2012-06-26",0,-6.39789000000001
"2012-06-27",0,-5.84517999999999
"2012-06-28",0,-5.71851999999999
"2012-06-29",0,-4.48211999999999
"2012-07-03",0,-2.30294999999999
"2012-07-04",0,-1.8035
"2012-07-05",0,-2.75491
"2012-07-06",0,-4.07478999999999
"2012-07-09",0,-4.27198
"2012-07-10",0,-5.28816000000001
"2012-07-11",0,-5.04922999999999
"2012-07-12",0,-6.01358999999999
"2012-07-13",0,-5.30111
"2012-07-16",0,-5.26657
"2012-07-17",0,-4.78439000000001
"2012-07-18",0,-4.71098000000001
"2012-07-19",0,-4.07767
"2012-07-20",0,-4.51378999999999
"2012-07-23",0,-5.09385
"2012-07-24",0,-5.73579
"2012-07-25",0,-5.60769000000001
"2012-07-26",0,-4.41735
"2012-07-27",0,-3.31194
"2012-07-30",0,-3.46595000000001
"2012-07-31",0,-4.21728
"2012-08-01",0,-4.55985
"2012-08-02",0,-5.56739
"2012-08-03",0,-4.20721000000001
"2012-08-07",0,-2.49438999999999
"2012-08-08",0,-3.30906
"2012-08-09",0,-2.75203000000001
"2012-08-10",0,-2.31591
"2012-08-13",0,-2.75923
"2012-08-14",0,-2.51454
"2012-08-15",0,-2.14894
"2012-08-16",0,-1.0536
"2012-08-17",0,-0.548389999999999
"2012-08-20",0,-0.640510000000005
"2012-08-21",0,-0.400139999999993
"2012-08-22",0,-0.414530000000002
