"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year5";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2017-09-02";"CTC.A.TO";"145.020004000000";"0.003830889120";"Core";"2018-09-04";"CTC.A.TO";"161.179993000000";"0.004637018953";"Core";"2019-09-03";"CTC.A.TO";"133.929993000000";"0.006915950044";"Core";"2020-09-01";"CTC.A.TO";"136.649994000000";"0.006331143267";"Core";"2021-09-01";"CTC.A.TO";"192.639999000000";"0.005054582187";"Core";"2022-09-01";"CTC.A.TO";"156.610001000000";"0.005150777878";"Core"
"2017-09-02";"EMA.TO";"47.990002000000";"0.011576485360";"Core";"2018-09-04";"EMA.TO";"41.310001000000";"0.018092342395";"Core";"2019-09-03";"EMA.TO";"58.230000000000";"0.015906803039";"Core";"2020-09-01";"EMA.TO";"52.860001000000";"0.016366830742";"Core";"2021-09-01";"EMA.TO";"59.560001000000";"0.016348466942";"Core";"2022-09-01";"EMA.TO";"61.459999000000";"0.013125013696";"Core"
"2017-09-02";"BHC.TO";"16.250000000000";"0.223776223776";"Value";"2018-09-04";"BHC.TO";"28.700001000000";"0.223776223776";"Value";"2019-09-03";"BHC.TO";"28.760000000000";"0.223776223776";"Value";"2020-09-01";"BHC.TO";"21.190001000000";"0.267239464139";"Value";"2021-09-01";"BHC.TO";"36.400002000000";"0.267239464139";"Value";"2022-09-01";"BHC.TO";"8.670000000000";"0.267239464139";"Value"
"2017-09-02";"WCN.TO";"81.730003000000";"0.040784696084";"Growth";"2018-09-04";"WCN.TO";"105.209999000000";"0.047789448829";"Growth";"2019-09-03";"WCN.TO";"120.849998000000";"0.007664486192";"Core";"2020-09-01";"WCN.TO";"130.910004000000";"0.006608743892";"Core";"2021-09-01";"WCN.TO";"164.039993000000";"0.005935837289";"Core";"2022-09-01";"WCN.TO";"183.440002000000";"0.043974232438";"Growth"
"2017-09-02";"SHOP.TO";"13.710000000000";"0.243131534160";"Growth";"2018-09-04";"SHOP.TO";"19.257000000000";"0.261096113805";"Growth";"2019-09-03";"SHOP.TO";"51.257999000000";"0.108422469745";"Growth";"2020-09-01";"SHOP.TO";"148.701996000000";"0.034908099931";"Growth";"2021-09-01";"SHOP.TO";"194.255997000000";"0.033720680423";"Growth";"2022-09-01";"SHOP.TO";"41.150002000000";"0.019602996098";"Core"
"2017-09-02";"H.TO";"23.059999000000";"0.024091742396";"Core";"2018-09-04";"H.TO";"19.080000000000";"0.039171629058";"Core";"2019-09-03";"H.TO";"24.910000000000";"0.037183987995";"Core";"2020-09-01";"H.TO";"27.139999000000";"0.191263976698";"Growth";"2021-09-01";"H.TO";"31.809999000000";"0.030610334423";"Core";"2022-09-01";"H.TO";"35.439999000000";"0.022761381247";"Core"
"2017-09-02";"WEED.TO";"9.000000000000";"0.370370370370";"Growth";"2018-09-04";"WEED.TO";"68.830002000000";"0.073048492190";"Growth";"2019-09-03";"WEED.TO";"33.230000000000";"0.167244021841";"Growth";"2020-09-01";"WEED.TO";"21.459999000000";"0.263877202992";"Value";"2021-09-01";"WEED.TO";"21.270000000000";"0.263877202992";"Value";"2022-09-01";"WEED.TO";"4.610000000000";"0.263877202992";"Value"
"2017-09-02";"QSR.TO";"75.160004000000";"0.044349829110";"Growth";"2018-09-04";"QSR.TO";"74.910004000000";"0.009977234582";"Core";"2019-09-03";"QSR.TO";"102.309998000000";"0.009053398095";"Core";"2020-09-01";"QSR.TO";"71.830002000000";"0.012044419676";"Core";"2021-09-01";"QSR.TO";"81.610001000000";"0.011931315960";"Core";"2022-09-01";"QSR.TO";"78.089996000000";"0.010329918939";"Core"
"2017-09-02";"DOL.TO";"40.423332000000";"0.013743437962";"Core";"2018-09-04";"DOL.TO";"48.799999000000";"0.103031310790";"Growth";"2019-09-03";"DOL.TO";"49.570000000000";"0.018685760358";"Core";"2020-09-01";"DOL.TO";"51.689999000000";"0.100423761593";"Growth";"2021-09-01";"DOL.TO";"57.529999000000";"0.016925338507";"Core";"2022-09-01";"DOL.TO";"80.349998000000";"0.100393696170";"Growth"
"2017-09-02";"L.TO";"52.178455000000";"0.069690902814";"Value";"2018-09-04";"L.TO";"53.247589000000";"0.069690902814";"Value";"2019-09-03";"L.TO";"73.150002000000";"0.069690902814";"Value";"2020-09-01";"L.TO";"66.889999000000";"0.012933931863";"Core";"2021-09-01";"L.TO";"89.110001000000";"0.010927109151";"Core";"2022-09-01";"L.TO";"117.139999000000";"0.068863183843";"Growth"
