"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year5";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2017-12-02";"CTC.A.TO";"162.369995000000";"0.003421540757";"Core";"2018-12-03";"CTC.A.TO";"150.029999000000";"0.003964996271";"Core";"2019-12-02";"CTC.A.TO";"154.000000000000";"0.004469934099";"Core";"2020-12-01";"CTC.A.TO";"164.750000000000";"0.004581450430";"Core";"2021-12-01";"CTC.A.TO";"170.360001000000";"0.004441706904";"Core";"2022-12-01";"CTC.A.TO";"154.119995000000";"0.004557062095";"Core"
"2017-12-02";"EMA.TO";"48.660000000000";"0.074730037739";"Value";"2018-12-03";"EMA.TO";"44.669998000000";"0.074730037739";"Value";"2019-12-02";"EMA.TO";"54.689999000000";"0.074730037739";"Value";"2020-12-01";"EMA.TO";"53.660000000000";"0.014066231054";"Core";"2021-12-01";"EMA.TO";"58.570000000000";"0.012919398882";"Core";"2022-12-01";"EMA.TO";"52.709999000000";"0.013324500107";"Core"
"2017-12-02";"BHC.TO";"22.200001000000";"0.163800156422";"Value";"2018-12-03";"BHC.TO";"33.380001000000";"0.163800156422";"Value";"2019-12-02";"BHC.TO";"37.939999000000";"0.163800156422";"Value";"2020-12-01";"BHC.TO";"24.080000000000";"0.205169001056";"Value";"2021-12-01";"BHC.TO";"29.490000000000";"0.205169001056";"Value";"2022-12-01";"BHC.TO";"10.340000000000";"0.205169001056";"Value"
"2017-12-02";"WCN.TO";"87.820000000000";"0.037956426023";"Growth";"2018-12-03";"WCN.TO";"103.239998000000";"0.038762514056";"Growth";"2019-12-02";"WCN.TO";"119.160004000000";"0.005776853207";"Core";"2020-12-01";"WCN.TO";"133.490005000000";"0.005654310660";"Core";"2021-12-01";"WCN.TO";"169.839996000000";"0.004455306232";"Core";"2022-12-01";"WCN.TO";"193.429993000000";"0.042533970830";"Growth"
"2017-12-02";"SHOP.TO";"12.264000000000";"0.271798217004";"Growth";"2018-12-03";"SHOP.TO";"20.735001000000";"0.192999357636";"Growth";"2019-12-02";"SHOP.TO";"44.021000000000";"0.118843526261";"Growth";"2020-12-01";"SHOP.TO";"138.386002000000";"0.032725591350";"Growth";"2021-12-01";"SHOP.TO";"187.324997000000";"0.040394459077";"Growth";"2022-12-01";"SHOP.TO";"58.290001000000";"0.012048968524";"Core"
"2017-12-02";"H.TO";"22.760000000000";"0.159769931299";"Value";"2018-12-03";"H.TO";"19.820000000000";"0.159769931299";"Value";"2019-12-02";"H.TO";"25.020000000000";"0.159769931299";"Value";"2020-12-01";"H.TO";"29.430000000000";"0.153882560312";"Growth";"2021-12-01";"H.TO";"31.450001000000";"0.024060068950";"Core";"2022-12-01";"H.TO";"37.490002000000";"0.018733911706";"Core"
"2017-12-02";"WEED.TO";"18.250000000000";"0.182648401826";"Growth";"2018-12-03";"WEED.TO";"44.070000000000";"0.090806486807";"Growth";"2019-12-02";"WEED.TO";"24.100000000000";"0.028563064367";"Core";"2020-12-01";"WEED.TO";"34.520000000000";"0.143119048246";"Value";"2021-12-01";"WEED.TO";"12.740000000000";"0.143119048246";"Value";"2022-12-01";"WEED.TO";"5.280000000000";"0.143119048246";"Value"
"2017-12-02";"QSR.TO";"77.480003000000";"0.043021853437";"Growth";"2018-12-03";"QSR.TO";"75.860001000000";"0.007841660675";"Core";"2019-12-02";"QSR.TO";"87.190002000000";"0.007895054885";"Core";"2020-12-01";"QSR.TO";"74.220001000000";"0.010169684023";"Core";"2021-12-01";"QSR.TO";"69.660004000000";"0.010862606217";"Core";"2022-12-01";"QSR.TO";"89.070000000000";"0.007885195771";"Core"
"2017-12-02";"DOL.TO";"51.203335000000";"0.065099926271";"Growth";"2018-12-03";"DOL.TO";"35.240002000000";"0.016880486744";"Core";"2019-12-02";"DOL.TO";"48.950001000000";"0.014062713732";"Core";"2020-12-01";"DOL.TO";"52.779999000000";"0.085804544066";"Growth";"2021-12-01";"DOL.TO";"54.310001000000";"0.013932778100";"Core";"2022-12-01";"DOL.TO";"82.849998000000";"0.099304114407";"Growth"
"2017-12-02";"L.TO";"54.581993000000";"0.066622038451";"Value";"2018-12-03";"L.TO";"61.459999000000";"0.066622038451";"Value";"2019-12-02";"L.TO";"71.839996000000";"0.066622038451";"Value";"2020-12-01";"L.TO";"63.599998000000";"0.011867829907";"Core";"2021-12-01";"L.TO";"95.580002000000";"0.007916814990";"Core";"2022-12-01";"L.TO";"121.529999000000";"0.067698064245";"Growth"
