"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year5";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year6";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year7";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year8";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year9";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2013-04-02";"CTC.A.TO";"72.580002000000";"0.008611187418";"Core";"2014-04-01";"CTC.A.TO";"105.169998000000";"0.007484181221";"Core";"2015-04-01";"CTC.A.TO";"130.679993000000";"0.007788560885";"Core";"2016-04-01";"CTC.A.TO";"135.289993000000";"0.014947716835";"Core";"2017-04-03";"CTC.A.TO";"158.500000000000";"0.012989607842";"Core";"2018-04-02";"CTC.A.TO";"166.479996000000";"0.014453058562";"Core";"2019-04-01";"CTC.A.TO";"145.869995000000";"0.018466775587";"Core";"2020-04-01";"CTC.A.TO";"82.209999000000";"0.022391662093";"Core";"2021-04-01";"CTC.A.TO";"182.020004000000";"0.014001178297";"Core";"2022-04-01";"CTC.A.TO";"185.800003000000";"0.020408704562";"Core"
"2013-04-02";"EMA.TO";"35.250000000000";"0.017730496454";"Core";"2014-04-01";"EMA.TO";"34.560001000000";"0.022775211262";"Core";"2015-04-01";"EMA.TO";"40.310001000000";"0.025249542464";"Core";"2016-04-01";"EMA.TO";"48.220001000000";"0.223672220551";"Growth";"2017-04-03";"EMA.TO";"46.980000000000";"0.043824028161";"Core";"2018-04-02";"EMA.TO";"41.290001000000";"0.058274281264";"Core";"2019-04-01";"EMA.TO";"49.930000000000";"0.053950499950";"Core";"2020-04-01";"EMA.TO";"52.000000000000";"0.035400356121";"Core";"2021-04-01";"EMA.TO";"56.160000000000";"0.045379176097";"Core";"2022-04-01";"EMA.TO";"62.919998000000";"0.060266012228";"Core"
"2013-04-02";"BHC.TO";"76.480003000000";"0.043584377649";"Growth";"2014-04-01";"BHC.TO";"146.960007000000";"0.032135735704";"Growth";"2015-04-01";"BHC.TO";"249.149994000000";"0.024510755123";"Growth";"2016-04-01";"BHC.TO";"36.549999000000";"0.321914438315";"Value";"2017-04-03";"BHC.TO";"14.000000000000";"0.321914438315";"Value";"2018-04-02";"BHC.TO";"19.459999000000";"0.321914438315";"Value";"2019-04-01";"BHC.TO";"33.349998000000";"0.565404508791";"Growth";"2020-04-01";"BHC.TO";"19.570000000000";"0.094063286577";"Core";"2021-04-01";"BHC.TO";"39.750000000000";"0.064113069927";"Core";"2022-04-01";"BHC.TO";"28.820000000000";"0.131573121751";"Core"
"2013-04-02";"WCN.TO";"29.214260000000";"0.021393661862";"Core";"2014-04-01";"WCN.TO";"39.113880000000";"0.020123580785";"Core";"2015-04-01";"WCN.TO";"51.339565000000";"0.019825042966";"Core";"2016-04-01";"WCN.TO";"56.047073000000";"0.192436002834";"Growth";"2017-04-03";"WCN.TO";"78.339996000000";"0.236528932002";"Growth";"2018-04-02";"WCN.TO";"92.099998000000";"0.235128193868";"Growth";"2019-04-01";"WCN.TO";"116.690002000000";"0.161592586462";"Growth";"2020-04-01";"WCN.TO";"106.269997000000";"0.017322090621";"Core";"2021-04-01";"WCN.TO";"137.300003000000";"0.018561503816";"Core";"2022-04-01";"WCN.TO";"174.850006000000";"0.021686801480";"Core"
"2013-04-02";"WEED.TO";"0.050000000000";"72.727272727273";"Value";"2014-04-01";"WEED.TO";"0.050000000000";"72.727272727273";"Value";"2015-04-01";"WEED.TO";"2.100000000000";"72.727272727273";"Value";"2016-04-01";"WEED.TO";"2.590000000000";"0.780801739766";"Core";"2017-04-03";"WEED.TO";"10.180000000000";"1.820203888699";"Growth";"2018-04-02";"WEED.TO";"32.009998000000";"0.676516949017";"Growth";"2019-04-01";"WEED.TO";"56.759998000000";"0.332210005317";"Growth";"2020-04-01";"WEED.TO";"19.240000000000";"0.095676638166";"Core";"2021-04-01";"WEED.TO";"40.200001000000";"0.063395384732";"Core";"2022-04-01";"WEED.TO";"9.240000000000";"2.626450125624";"Value"
"2013-04-02";"DOL.TO";"10.871667000000";"0.306607379837";"Growth";"2014-04-01";"DOL.TO";"14.415000000000";"0.054603629830";"Core";"2015-04-01";"DOL.TO";"23.656668000000";"0.258145166171";"Growth";"2016-04-01";"DOL.TO";"30.709999000000";"0.351204006833";"Growth";"2017-04-03";"DOL.TO";"36.373333000000";"0.056603359472";"Core";"2018-04-02";"DOL.TO";"52.669998000000";"0.411150693133";"Growth";"2019-04-01";"DOL.TO";"37.830002000000";"0.498446688884";"Value";"2020-04-01";"DOL.TO";"38.919998000000";"0.498446688884";"Value";"2021-04-01";"DOL.TO";"57.000000000000";"0.498446688884";"Value";"2022-04-01";"DOL.TO";"72.419998000000";"0.052360362795";"Core"
"2013-04-02";"L.TO";"34.758842000000";"0.017981036307";"Core";"2014-04-01";"L.TO";"37.636658000000";"0.020913422334";"Core";"2015-04-01";"L.TO";"50.072346000000";"0.020326770429";"Core";"2016-04-01";"L.TO";"58.279743000000";"0.185063868566";"Growth";"2017-04-03";"L.TO";"57.564308000000";"0.035766135554";"Core";"2018-04-02";"L.TO";"51.808681000000";"0.046442894998";"Core";"2019-04-01";"L.TO";"65.959999000000";"0.040839122246";"Core";"2020-04-01";"L.TO";"71.970001000000";"0.236592622728";"Growth";"2021-04-01";"L.TO";"70.360001000000";"0.036220785864";"Core";"2022-04-01";"L.TO";"110.879997000000";"0.168362192095";"Growth"
"2013-04-02";"CM.TO";"40.275002000000";"0.015518310837";"Core";"2014-04-01";"CM.TO";"47.674999000000";"0.016509938972";"Core";"2015-04-01";"CM.TO";"45.744999000000";"0.022249625188";"Core";"2016-04-01";"CM.TO";"48.779999000000";"0.041457083794";"Core";"2017-04-03";"CM.TO";"57.915001000000";"0.035549560691";"Core";"2018-04-02";"CM.TO";"56.389999000000";"0.042669714033";"Core";"2019-04-01";"CM.TO";"53.779999000000";"0.050088295139";"Core";"2020-04-01";"CM.TO";"39.040001000000";"0.047152112478";"Core";"2021-04-01";"CM.TO";"61.910000000000";"0.041164505405";"Core";"2022-04-01";"CM.TO";"75.684998000000";"0.246653892419";"Growth"
"2013-04-02";"BMO.TO";"64.349998000000";"0.009712510014";"Core";"2014-04-01";"BMO.TO";"74.059998000000";"0.010628022485";"Core";"2015-04-01";"BMO.TO";"75.809998000000";"0.013425789590";"Core";"2016-04-01";"BMO.TO";"78.870003000000";"0.025640629252";"Core";"2017-04-03";"BMO.TO";"99.809998000000";"0.020627721513";"Core";"2018-04-02";"BMO.TO";"96.570000000000";"0.024916072607";"Core";"2019-04-01";"BMO.TO";"101.480003000000";"0.026544623402";"Core";"2020-04-01";"BMO.TO";"67.129997000000";"0.027421698206";"Core";"2021-04-01";"BMO.TO";"113.000000000000";"0.022553048935";"Core";"2022-04-01";"BMO.TO";"146.380005000000";"0.127531074715";"Growth"
"2013-04-02";"SU.TO";"31.200001000000";"0.116550112815";"Value";"2014-04-01";"SU.TO";"38.610001000000";"0.116550112815";"Value";"2015-04-01";"SU.TO";"37.250000000000";"0.116550112815";"Value";"2016-04-01";"SU.TO";"36.029999000000";"0.326560441995";"Value";"2017-04-03";"SU.TO";"40.650002000000";"0.326560441995";"Value";"2018-04-02";"SU.TO";"43.619999000000";"0.326560441995";"Value";"2019-04-01";"SU.TO";"43.849998000000";"0.061430982562";"Core";"2020-04-01";"SU.TO";"22.190001000000";"0.082957117411";"Core";"2021-04-01";"SU.TO";"27.020000000000";"0.094318820489";"Core";"2022-04-01";"SU.TO";"41.020000000000";"0.455095059835";"Growth"
