"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2019-10-02";"CTC.A.TO";"147.139999000000";"0.024713630971";"Value";"2020-10-01";"CTC.A.TO";"135.630005000000";"0.024713630971";"Value";"2021-10-01";"CTC.A.TO";"176.860001000000";"0.024713630971";"Value";"2022-10-03";"CTC.A.TO";"149.839996000000";"0.005107106641";"Core"
"2019-10-02";"EMA.TO";"57.779999000000";"0.009615014974";"Core";"2020-10-01";"EMA.TO";"55.049999000000";"0.012112077288";"Core";"2021-10-01";"EMA.TO";"57.430000000000";"0.012126289874";"Core";"2022-10-03";"EMA.TO";"56.759998000000";"0.013482185795";"Core"
"2019-10-02";"BHC.TO";"25.190001000000";"0.022054606332";"Core";"2020-10-01";"BHC.TO";"21.100000000000";"0.031600466475";"Core";"2021-10-01";"BHC.TO";"36.110001000000";"0.019285871177";"Core";"2022-10-03";"BHC.TO";"9.580000000000";"0.452652409828";"Value"
"2019-10-02";"WCN.TO";"120.320000000000";"0.027703900709";"Growth";"2020-10-01";"WCN.TO";"136.779999000000";"0.004874761277";"Core";"2021-10-01";"WCN.TO";"159.369995000000";"0.033210376200";"Growth";"2022-10-03";"WCN.TO";"188.110001000000";"0.021279251811";"Growth"
"2019-10-02";"SHOP.TO";"41.286999000000";"0.080735665320";"Growth";"2020-10-01";"SHOP.TO";"140.108994000000";"0.028553620589";"Growth";"2021-10-01";"SHOP.TO";"170.707001000000";"0.031004806235";"Growth";"2022-10-03";"SHOP.TO";"37.799999000000";"0.114719846584";"Value"
"2019-10-02";"H.TO";"24.790001000000";"0.022410469268";"Core";"2020-10-01";"H.TO";"28.540001000000";"0.023362642581";"Core";"2021-10-01";"H.TO";"30.070000000000";"0.023159721566";"Core";"2022-10-03";"H.TO";"33.959999000000";"0.022533829837";"Core"
"2019-10-02";"WEED.TO";"29.330000000000";"0.018941546388";"Core";"2020-10-01";"WEED.TO";"18.830000000000";"0.035409975710";"Core";"2021-10-01";"WEED.TO";"16.959999000000";"0.041062079513";"Core";"2022-10-03";"WEED.TO";"3.940000000000";"1.100611696993";"Value"
"2019-10-02";"QSR.TO";"94.129997000000";"0.005902003328";"Core";"2020-10-01";"QSR.TO";"76.629997000000";"0.008701159712";"Core";"2021-10-01";"QSR.TO";"78.720001000000";"0.008846707554";"Core";"2022-10-03";"QSR.TO";"73.769997000000";"0.010373442725";"Core"
"2019-10-02";"DOL.TO";"47.650002000000";"0.011659087770";"Core";"2020-10-01";"DOL.TO";"51.430000000000";"0.077787654204";"Growth";"2021-10-01";"DOL.TO";"54.439999000000";"0.012792300519";"Core";"2022-10-03";"DOL.TO";"81.050003000000";"0.049387290948";"Growth"
"2019-10-02";"L.TO";"74.879997000000";"0.044515671299";"Growth";"2020-10-01";"L.TO";"69.629997000000";"0.009575899344";"Core";"2021-10-01";"L.TO";"86.449997000000";"0.008055672084";"Core";"2022-10-03";"L.TO";"112.010002000000";"0.035736452174";"Growth"
"2019-10-02";"CM.TO";"53.615002000000";"0.067823622134";"Value";"2020-10-01";"CM.TO";"49.619999000000";"0.067823622134";"Value";"2021-10-01";"CM.TO";"71.089996000000";"0.067823622134";"Value";"2022-10-03";"CM.TO";"61.560001000000";"0.012430942597";"Core"
"2019-10-02";"BMO.TO";"95.839996000000";"0.005796698443";"Core";"2020-10-01";"BMO.TO";"77.080002000000";"0.008650360993";"Core";"2021-10-01";"BMO.TO";"127.309998000000";"0.005470213168";"Core";"2022-10-03";"BMO.TO";"123.209999000000";"0.006210931296";"Core"
"2019-10-02";"SU.TO";"39.889999000000";"0.091159782590";"Value";"2020-10-01";"SU.TO";"15.500000000000";"0.091159782590";"Value";"2021-10-01";"SU.TO";"26.469999000000";"0.091159782590";"Value";"2022-10-03";"SU.TO";"41.759998000000";"0.095853454771";"Growth"
"2019-10-02";"OTEX.TO";"52.740002000000";"0.010533855413";"Core";"2020-10-01";"OTEX.TO";"56.770000000000";"0.011745109083";"Core";"2021-10-01";"OTEX.TO";"62.040001000000";"0.011225222699";"Core";"2022-10-03";"OTEX.TO";"36.970001000000";"0.117295373786";"Value"
"2019-10-02";"GIL.TO";"46.430000000000";"0.011965443798";"Core";"2020-10-01";"GIL.TO";"27.209999000000";"0.024504589016";"Core";"2021-10-01";"GIL.TO";"46.939999000000";"0.014836234391";"Core";"2022-10-03";"GIL.TO";"39.430000000000";"0.019407781860";"Core"
"2019-10-02";"TRP.TO";"67.570000000000";"0.008221926233";"Core";"2020-10-01";"TRP.TO";"55.290001000000";"0.012059501367";"Core";"2021-10-01";"TRP.TO";"61.480000000000";"0.011327469543";"Core";"2022-10-03";"TRP.TO";"57.840000000000";"0.013230443270";"Core"
"2019-10-02";"TD.TO";"73.440002000000";"0.007564754091";"Core";"2020-10-01";"TD.TO";"61.790001000000";"0.010790901955";"Core";"2021-10-01";"TD.TO";"85.370003000000";"0.008157582324";"Core";"2022-10-03";"TD.TO";"86.370003000000";"0.008860122869";"Core"
"2019-10-02";"CCO.TO";"12.370000000000";"0.044911524297";"Core";"2020-10-01";"CCO.TO";"13.080000000000";"0.050976287662";"Core";"2021-10-01";"CCO.TO";"27.920000000000";"0.189567961637";"Growth";"2022-10-03";"CCO.TO";"37.529999000000";"0.106657079301";"Growth"
"2019-10-02";"WPM.TO";"35.930000000000";"0.092772984507";"Growth";"2020-10-01";"WPM.TO";"66.650002000000";"0.060024290108";"Growth";"2021-10-01";"WPM.TO";"46.720001000000";"0.014906096160";"Core";"2022-10-03";"WPM.TO";"45.820000000000";"0.094640115368";"Value"
"2019-10-02";"SLF.TO";"57.630001000000";"0.009640040706";"Core";"2020-10-01";"SLF.TO";"54.340000000000";"0.012270332032";"Core";"2021-10-01";"SLF.TO";"65.059998000000";"0.010704163063";"Core";"2022-10-03";"SLF.TO";"56.160000000000";"0.013626225761";"Core"
"2019-10-02";"ABX.TO";"23.120001000000";"0.024029218492";"Core";"2020-10-01";"ABX.TO";"37.520000000000";"0.106626307455";"Growth";"2021-10-01";"ABX.TO";"22.740000000000";"0.030625014401";"Core";"2022-10-03";"ABX.TO";"21.709999000000";"0.199742528139";"Value"
"2019-10-02";"K.TO";"6.430000000000";"0.086400552964";"Core";"2020-10-01";"K.TO";"12.040000000000";"0.332277330209";"Growth";"2021-10-01";"K.TO";"6.700000000000";"0.103942213058";"Core";"2022-10-03";"K.TO";"5.380000000000";"0.806024179582";"Value"
"2019-10-02";"TRI.TO";"87.699997000000";"0.038008363140";"Growth";"2020-10-01";"TRI.TO";"106.949997000000";"0.037406443833";"Growth";"2021-10-01";"TRI.TO";"139.270004000000";"0.038003427421";"Growth";"2022-10-03";"TRI.TO";"142.360001000000";"0.028117730060";"Growth"
"2019-10-02";"BNS.TO";"73.930000000000";"0.007514615928";"Core";"2020-10-01";"BNS.TO";"55.389999000000";"0.012037729819";"Core";"2021-10-01";"BNS.TO";"78.650002000000";"0.008854581180";"Core";"2022-10-03";"BNS.TO";"65.580002000000";"0.011668935886";"Core"
"2019-10-02";"RY.TO";"105.309998000000";"0.005275430312";"Core";"2020-10-01";"RY.TO";"93.559998000000";"0.007126655161";"Core";"2021-10-01";"RY.TO";"126.110001000000";"0.005522264864";"Core";"2022-10-03";"RY.TO";"125.449997000000";"0.006100030746";"Core"
"2019-10-02";"CAE.TO";"32.400002000000";"0.102880652086";"Growth";"2020-10-01";"CAE.TO";"20.340000000000";"0.032781211535";"Core";"2021-10-01";"CAE.TO";"37.980000000000";"0.018336304041";"Core";"2022-10-03";"CAE.TO";"21.639999000000";"0.200388645404";"Value"
"2019-10-02";"T.TO";"23.620001000000";"0.023520555971";"Core";"2020-10-01";"T.TO";"23.389999000000";"0.028506621254";"Core";"2021-10-01";"T.TO";"27.799999000000";"0.025050822034";"Core";"2022-10-03";"T.TO";"28.230000000000";"0.027107645722";"Core"
"2019-10-02";"CNR.TO";"113.010002000000";"0.004915985716";"Core";"2020-10-01";"CNR.TO";"141.380005000000";"0.004716153763";"Core";"2021-10-01";"CNR.TO";"149.089996000000";"0.004671090255";"Core";"2022-10-03";"CNR.TO";"153.740005000000";"0.004977551801";"Core"
"2019-10-02";"BCE.TO";"64.010002000000";"0.008679199159";"Core";"2020-10-01";"BCE.TO";"55.189999000000";"0.012081352685";"Core";"2021-10-01";"BCE.TO";"63.240002000000";"0.011012220200";"Core";"2022-10-03";"BCE.TO";"60.060001000000";"0.012741405694";"Core"
"2019-10-02";"SAP.TO";"40.180000000000";"0.090501832662";"Value";"2020-10-01";"SAP.TO";"33.509998000000";"0.090501832662";"Value";"2021-10-01";"SAP.TO";"32.060001000000";"0.090501832662";"Value";"2022-10-03";"SAP.TO";"31.910000000000";"0.023981474106";"Core"
"2019-10-02";"FNV.TO";"123.099998000000";"0.004513042767";"Core";"2020-10-01";"FNV.TO";"187.610001000000";"0.021324124697";"Growth";"2021-10-01";"FNV.TO";"161.139999000000";"0.004321787463";"Core";"2022-10-03";"FNV.TO";"166.639999000000";"0.004592227816";"Core"
"2019-10-02";"SNC.TO";"17.219999000000";"0.211170955141";"Value";"2020-10-01";"SNC.TO";"21.420000000000";"0.211170955141";"Value";"2021-10-01";"SNC.TO";"34.610001000000";"0.211170955141";"Value";"2022-10-03";"SNC.TO";"24.059999000000";"0.031805854968";"Core"
"2019-10-02";"FM.TO";"9.960000000000";"0.365096750639";"Value";"2020-10-01";"FM.TO";"11.680000000000";"0.365096750639";"Value";"2021-10-01";"FM.TO";"23.500000000000";"0.365096750639";"Value";"2022-10-03";"FM.TO";"24.219999000000";"0.031595741962";"Core"
"2019-10-02";"MFC.TO";"23.010000000000";"0.158034056339";"Value";"2020-10-01";"MFC.TO";"18.500000000000";"0.158034056339";"Value";"2021-10-01";"MFC.TO";"24.549999000000";"0.158034056339";"Value";"2022-10-03";"MFC.TO";"22.000000000000";"0.034784038124";"Core"
"2019-10-02";"CSU.TO";"1310.959961000000";"0.002542666010";"Growth";"2020-10-01";"CSU.TO";"1531.060059000000";"0.002612973301";"Growth";"2021-10-01";"CSU.TO";"2090.949951000000";"0.002531259768";"Growth";"2022-10-03";"CSU.TO";"1971.699951000000";"0.000388116274";"Core"
"2019-10-02";"FSV.TO";"131.419998000000";"0.025363973399";"Growth";"2020-10-01";"FSV.TO";"176.869995000000";"0.022618980996";"Growth";"2021-10-01";"FSV.TO";"230.520004000000";"0.022959992179";"Growth";"2022-10-03";"FSV.TO";"163.259995000000";"0.004687301618";"Core"
"2019-10-02";"WN.TO";"110.730003000000";"0.005017208891";"Core";"2020-10-01";"WN.TO";"98.379997000000";"0.006777494033";"Core";"2021-10-01";"WN.TO";"134.820007000000";"0.005165500603";"Core";"2022-10-03";"WN.TO";"147.740005000000";"0.027093813077";"Growth"
"2019-10-02";"IFC.TO";"132.990005000000";"0.004177423375";"Core";"2020-10-01";"IFC.TO";"143.240005000000";"0.027929481402";"Growth";"2021-10-01";"IFC.TO";"166.960007000000";"0.004171135591";"Core";"2022-10-03";"IFC.TO";"197.679993000000";"0.003871149665";"Core"
"2019-10-02";"FTS.TO";"56.049999000000";"0.009911785289";"Core";"2020-10-01";"FTS.TO";"54.520000000000";"0.012229821031";"Core";"2021-10-01";"FTS.TO";"55.930000000000";"0.012451507733";"Core";"2022-10-03";"FTS.TO";"53.000000000000";"0.014438657335";"Core"
"2019-10-02";"ATD.TO";"40.410000000000";"0.013747972174";"Core";"2020-10-01";"ATD.TO";"46.630001000000";"0.014299159947";"Core";"2021-10-01";"ATD.TO";"48.750000000000";"0.014285391333";"Core";"2022-10-03";"ATD.TO";"56.639999000000";"0.013510749510";"Core"
"2019-10-02";"MG.TO";"67.379997000000";"0.008245111016";"Core";"2020-10-01";"MG.TO";"61.910000000000";"0.010769986151";"Core";"2021-10-01";"MG.TO";"97.050003000000";"0.054536190884";"Growth";"2022-10-03";"MG.TO";"67.300003000000";"0.064434025154";"Value"
"2019-10-02";"IMO.TO";"33.349998000000";"0.109036397434";"Value";"2020-10-01";"IMO.TO";"15.310000000000";"0.109036397434";"Value";"2021-10-01";"IMO.TO";"41.040001000000";"0.109036397434";"Value";"2022-10-03";"IMO.TO";"62.820000000000";"0.063719198974";"Growth"
"2019-10-02";"PPL.TO";"47.419998000000";"0.011715638528";"Core";"2020-10-01";"PPL.TO";"28.410000000000";"0.023469547435";"Core";"2021-10-01";"PPL.TO";"40.490002000000";"0.017199624428";"Core";"2022-10-03";"PPL.TO";"43.910000000000";"0.091160102016";"Growth"
"2019-10-02";"AEM.TO";"71.209999000000";"0.007801650939";"Core";"2020-10-01";"AEM.TO";"107.650002000000";"0.037163204658";"Growth";"2021-10-01";"AEM.TO";"64.459999000000";"0.010803798298";"Core";"2022-10-03";"AEM.TO";"60.049999000000";"0.072213324869";"Value"
"2019-10-02";"ENB.TO";"45.490002000000";"0.079937645120";"Value";"2020-10-01";"ENB.TO";"38.590000000000";"0.079937645120";"Value";"2021-10-01";"ENB.TO";"50.549999000000";"0.079937645120";"Value";"2022-10-03";"ENB.TO";"52.490002000000";"0.014578944743";"Core"
"2019-10-02";"CVE.TO";"11.630000000000";"0.047769179325";"Core";"2020-10-01";"CVE.TO";"4.850000000000";"0.137478318066";"Core";"2021-10-01";"CVE.TO";"12.730000000000";"0.054706427925";"Core";"2022-10-03";"CVE.TO";"22.370001000000";"0.178937858766";"Growth"
"2019-10-02";"CNQ.TO";"32.908913000000";"0.110497834929";"Value";"2020-10-01";"CNQ.TO";"20.186092000000";"0.110497834929";"Value";"2021-10-01";"CNQ.TO";"45.523994000000";"0.110497834929";"Value";"2022-10-03";"CNQ.TO";"68.339996000000";"0.058572436550";"Growth"
"2019-10-02";"MRU.TO";"58.049999000000";"0.057421763837";"Growth";"2020-10-01";"MRU.TO";"64.099998000000";"0.010402025950";"Core";"2021-10-01";"MRU.TO";"60.900002000000";"0.011435349829";"Core";"2022-10-03";"MRU.TO";"70.510002000000";"0.010853053709";"Core"
