"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2021-07-02";"CTC.A.TO";"194.669998000000";"0.002853832441";"Core";"2022-07-04";"CTC.A.TO";"164.759995000000";"0.002892070891";"Core"
"2021-07-02";"EMA.TO";"56.330002000000";"0.064554651292";"Value";"2022-07-04";"EMA.TO";"60.509998000000";"0.064554651292";"Value"
"2021-07-02";"BHC.TO";"36.810001000000";"0.090555100320";"Growth";"2022-07-04";"BHC.TO";"10.910000000000";"0.043675305726";"Core"
"2021-07-02";"WCN.TO";"147.580002000000";"0.003764436563";"Core";"2022-07-04";"WCN.TO";"160.899994000000";"0.002961451854";"Core"
"2021-07-02";"SHOP.TO";"180.824997000000";"0.018434029524";"Growth";"2022-07-04";"SHOP.TO";"40.349998000000";"0.011809110510";"Core"
"2021-07-02";"H.TO";"29.950001000000";"0.018549433623";"Core";"2022-07-04";"H.TO";"34.639999000000";"0.013755704366";"Core"
"2021-07-02";"WEED.TO";"28.700001000000";"0.126702561312";"Value";"2022-07-04";"WEED.TO";"3.630000000000";"0.126702561312";"Value"
"2021-07-02";"QSR.TO";"79.879997000000";"0.045522831409";"Value";"2022-07-04";"QSR.TO";"65.760002000000";"0.045522831409";"Value"
"2021-07-02";"DOL.TO";"56.919998000000";"0.009760287686";"Core";"2022-07-04";"DOL.TO";"75.489998000000";"0.006312062500";"Core"
"2021-07-02";"L.TO";"77.139999000000";"0.007201912921";"Core";"2022-07-04";"L.TO";"116.680000000000";"0.028215333699";"Growth"
"2021-07-02";"CM.TO";"70.735001000000";"0.007854040400";"Core";"2022-07-04";"CM.TO";"62.700001000000";"0.007599642390";"Core"
"2021-07-02";"BMO.TO";"127.089996000000";"0.004371355520";"Core";"2022-07-04";"BMO.TO";"124.849998000000";"0.026368964267";"Growth"
"2021-07-02";"SU.TO";"29.480000000000";"0.123350191193";"Value";"2022-07-04";"SU.TO";"46.000000000000";"0.123350191193";"Value"
"2021-07-02";"OTEX.TO";"64.040001000000";"0.008675133462";"Core";"2022-07-04";"OTEX.TO";"48.480000000000";"0.009828745575";"Core"
"2021-07-02";"GIL.TO";"46.250000000000";"0.078624078624";"Value";"2022-07-04";"GIL.TO";"36.660000000000";"0.078624078624";"Value"
"2021-07-02";"TRP.TO";"61.639999000000";"0.058993570658";"Value";"2022-07-04";"TRP.TO";"66.949997000000";"0.058993570658";"Value"
"2021-07-02";"TD.TO";"87.000000000000";"0.006385696041";"Core";"2022-07-04";"TD.TO";"84.040001000000";"0.005669890288";"Core"
"2021-07-02";"CCO.TO";"23.600000000000";"0.141242937853";"Growth";"2022-07-04";"CCO.TO";"28.020000000000";"0.117493402425";"Growth"
"2021-07-02";"WPM.TO";"55.189999000000";"0.060397416085";"Growth";"2022-07-04";"WPM.TO";"48.049999000000";"0.009916703338";"Core"
"2021-07-02";"SLF.TO";"63.709999000000";"0.008720068502";"Core";"2022-07-04";"SLF.TO";"59.680000000000";"0.007984208872";"Core"
"2021-07-02";"ABX.TO";"25.639999000000";"0.021667534213";"Core";"2022-07-04";"ABX.TO";"23.740000000000";"0.020071507391";"Core"
"2021-07-02";"K.TO";"7.950000000000";"0.069881201957";"Core";"2022-07-04";"K.TO";"4.700000000000";"0.101382464993";"Core"
"2021-07-02";"TRI.TO";"123.269997000000";"0.004506818927";"Core";"2022-07-04";"TRI.TO";"132.119995000000";"0.003606551646";"Core"
"2021-07-02";"BNS.TO";"81.000000000000";"0.006858710562";"Core";"2022-07-04";"BNS.TO";"75.089996000000";"0.006345686654";"Core"
"2021-07-02";"RY.TO";"126.029999000000";"0.004408121558";"Core";"2022-07-04";"RY.TO";"125.690002000000";"0.003791054005";"Core"
"2021-07-02";"CAE.TO";"38.650002000000";"0.014374011043";"Core";"2022-07-04";"CAE.TO";"31.740000000000";"0.103722909135";"Growth"
"2021-07-02";"T.TO";"27.860001000000";"0.019940973999";"Core";"2022-07-04";"T.TO";"28.580000000000";"0.016672413767";"Core"
"2021-07-02";"CNR.TO";"131.559998000000";"0.004222830374";"Core";"2022-07-04";"CNR.TO";"146.190002000000";"0.003259440310";"Core"
"2021-07-02";"BCE.TO";"61.279999000000";"0.059340138637";"Value";"2022-07-04";"BCE.TO";"63.369999000000";"0.059340138637";"Value"
"2021-07-02";"SAP.TO";"37.240002000000";"0.097646708944";"Value";"2022-07-04";"SAP.TO";"28.080000000000";"0.097646708944";"Value"
"2021-07-02";"FNV.TO";"182.039993000000";"0.018310994625";"Growth";"2022-07-04";"FNV.TO";"176.800003000000";"0.002695122044";"Core"
"2021-07-02";"SNC.TO";"32.540001000000";"0.102438021847";"Growth";"2022-07-04";"SNC.TO";"22.139999000000";"0.021522023802";"Core"
"2021-07-02";"FM.TO";"28.309999000000";"0.117744028650";"Growth";"2022-07-04";"FM.TO";"24.600000000000";"0.133827851055";"Growth"
"2021-07-02";"MFC.TO";"24.400000000000";"0.022768670310";"Core";"2022-07-04";"MFC.TO";"22.730000000000";"0.020963378155";"Core"
"2021-07-02";"CSU.TO";"1881.000000000000";"0.001772107035";"Growth";"2022-07-04";"CSU.TO";"1929.989990000000";"0.000246891221";"Core"
"2021-07-02";"FSV.TO";"215.649994000000";"0.015457145495";"Growth";"2022-07-04";"FSV.TO";"155.649994000000";"0.003061340211";"Core"
"2021-07-02";"WN.TO";"119.410004000000";"0.004652504287";"Core";"2022-07-04";"WN.TO";"152.610001000000";"0.021572407538";"Growth"
