"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year5";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year6";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year7";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year8";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year9";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year10";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2012-11-02";"CTC.A.TO";"71.790001000000";"0.008705947782";"Core";"2013-11-01";"CTC.A.TO";"97.320000000000";"0.052216939608";"Growth";"2014-11-03";"CTC.A.TO";"122.139999000000";"0.049130540547";"Growth";"2015-11-02";"CTC.A.TO";"115.550003000000";"0.009232529580";"Core";"2016-11-01";"CTC.A.TO";"128.259995000000";"0.009864211626";"Core";"2017-11-01";"CTC.A.TO";"157.509995000000";"0.008655849341";"Core";"2018-11-01";"CTC.A.TO";"150.960007000000";"0.010426718806";"Core";"2019-11-01";"CTC.A.TO";"141.779999000000";"0.012413659222";"Core";"2020-11-02";"CTC.A.TO";"147.809998000000";"0.009746560263";"Core";"2021-11-01";"CTC.A.TO";"179.470001000000";"0.012158632052";"Core";"2022-11-01";"CTC.A.TO";"151.710007000000";"0.015607557247";"Core"
"2012-11-02";"EMA.TO";"34.970001000000";"0.017872461599";"Core";"2013-11-01";"EMA.TO";"30.680000000000";"0.024358427423";"Core";"2014-11-03";"EMA.TO";"37.900002000000";"0.026388759264";"Core";"2015-11-02";"EMA.TO";"42.700001000000";"0.024984046737";"Core";"2016-11-01";"EMA.TO";"46.570000000000";"0.027167355247";"Core";"2017-11-01";"EMA.TO";"48.139999000000";"0.028321205124";"Core";"2018-11-01";"EMA.TO";"40.070000000000";"0.039281695632";"Core";"2019-11-01";"EMA.TO";"54.430000000000";"0.032335267170";"Core";"2020-11-02";"EMA.TO";"53.450001000000";"0.026953022002";"Core";"2021-11-01";"EMA.TO";"57.709999000000";"0.037811640000";"Core";"2022-11-01";"EMA.TO";"50.549999000000";"0.046841200118";"Core"
"2012-11-02";"BHC.TO";"56.200001000000";"0.059311979965";"Growth";"2013-11-01";"BHC.TO";"116.040001000000";"0.043793110297";"Growth";"2014-11-03";"BHC.TO";"150.899994000000";"0.039766762173";"Growth";"2015-11-02";"BHC.TO";"131.880005000000";"0.047065101838";"Value";"2016-11-01";"BHC.TO";"31.180000000000";"0.047065101838";"Value";"2017-11-01";"BHC.TO";"15.340000000000";"0.047065101838";"Value";"2018-11-01";"BHC.TO";"32.520000000000";"0.338810664443";"Growth";"2019-11-01";"BHC.TO";"34.049999000000";"0.413511575619";"Growth";"2020-11-02";"BHC.TO";"22.910000000000";"0.062882542686";"Core";"2021-11-01";"BHC.TO";"35.270000000000";"0.061868718645";"Core";"2022-11-01";"BHC.TO";"9.430000000000";"0.251094657385";"Core"
"2012-11-02";"WCN.TO";"26.209761000000";"0.023846077803";"Core";"2013-11-01";"WCN.TO";"38.878506000000";"0.019221843384";"Core";"2014-11-03";"WCN.TO";"46.936657000000";"0.021308164936";"Core";"2015-11-02";"WCN.TO";"43.281410000000";"0.024648430369";"Core";"2016-11-01";"WCN.TO";"66.706665000000";"0.128971361262";"Growth";"2017-11-01";"WCN.TO";"89.870003000000";"0.192161062838";"Growth";"2018-11-01";"WCN.TO";"98.400002000000";"0.111972790485";"Growth";"2019-11-01";"WCN.TO";"120.940002000000";"0.116421932392";"Growth";"2020-11-02";"WCN.TO";"131.699997000000";"0.010938793362";"Core";"2021-11-01";"WCN.TO";"168.130005000000";"0.012978704822";"Core";"2022-11-01";"WCN.TO";"178.509995000000";"0.072954034900";"Growth"
"2012-11-02";"WEED.TO";"0.350000000000";"10.389610389610";"Value";"2013-11-01";"WEED.TO";"0.050000000000";"10.389610389610";"Value";"2014-11-03";"WEED.TO";"1.970000000000";"10.389610389610";"Value";"2015-11-02";"WEED.TO";"1.810000000000";"3.143480871230";"Growth";"2016-11-01";"WEED.TO";"7.000000000000";"1.229035627190";"Growth";"2017-11-01";"WEED.TO";"16.490000000000";"1.047272000830";"Growth";"2018-11-01";"WEED.TO";"48.459999000000";"0.227365312321";"Growth";"2019-11-01";"WEED.TO";"25.900000000000";"0.067953999693";"Core";"2020-11-02";"WEED.TO";"27.730000000000";"0.051952363972";"Core";"2021-11-01";"WEED.TO";"16.379999000000";"0.932525572568";"Value";"2022-11-01";"WEED.TO";"4.750000000000";"0.932525572568";"Value"
"2012-11-02";"DOL.TO";"10.500000000000";"0.317460317460";"Growth";"2013-11-01";"DOL.TO";"15.001667000000";"0.338745858222";"Growth";"2014-11-03";"DOL.TO";"16.793333000000";"0.357332530313";"Growth";"2015-11-02";"DOL.TO";"29.740000000000";"0.191314740314";"Growth";"2016-11-01";"DOL.TO";"33.790001000000";"0.254609326301";"Growth";"2017-11-01";"DOL.TO";"47.983334000000";"0.359906531165";"Growth";"2018-11-01";"DOL.TO";"37.910000000000";"0.041519850803";"Core";"2019-11-01";"DOL.TO";"44.889999000000";"0.039207142598";"Core";"2020-11-02";"DOL.TO";"46.049999000000";"0.031284236357";"Core";"2021-11-01";"DOL.TO";"56.310001000000";"0.038751725588";"Core";"2022-11-01";"DOL.TO";"80.629997000000";"0.161515873618";"Growth"
"2012-11-02";"L.TO";"27.668810000000";"0.022588611509";"Core";"2013-11-01";"L.TO";"38.400322000000";"0.019461205386";"Core";"2014-11-03";"L.TO";"46.109325000000";"0.021690493818";"Core";"2015-11-02";"L.TO";"54.983925000000";"0.103479341952";"Growth";"2016-11-01";"L.TO";"52.934086000000";"0.023901116076";"Core";"2017-11-01";"L.TO";"53.842445000000";"0.025321710155";"Core";"2018-11-01";"L.TO";"52.411575000000";"0.030031868799";"Core";"2019-11-01";"L.TO";"69.900002000000";"0.025178949094";"Core";"2020-11-02";"L.TO";"66.230003000000";"0.021752060814";"Core";"2021-11-01";"L.TO";"93.190002000000";"0.023415706189";"Core";"2022-11-01";"L.TO";"112.160004000000";"0.116111126434";"Growth"
"2012-11-02";"CM.TO";"39.595001000000";"0.015784820917";"Core";"2013-11-01";"CM.TO";"44.590000000000";"0.016759734320";"Core";"2014-11-03";"CM.TO";"51.465000000000";"0.019433285318";"Core";"2015-11-02";"CM.TO";"50.105000000000";"0.021291663919";"Core";"2016-11-01";"CM.TO";"49.625000000000";"0.025494886325";"Core";"2017-11-01";"CM.TO";"56.779999000000";"0.024011673307";"Core";"2018-11-01";"CM.TO";"56.955002000000";"0.027636159928";"Core";"2019-11-01";"CM.TO";"56.474998000000";"0.031164385203";"Core";"2020-11-02";"CM.TO";"50.080002000000";"0.028766753103";"Core";"2021-11-01";"CM.TO";"75.485001000000";"0.202355007535";"Growth";"2022-11-01";"CM.TO";"61.820000000000";"0.038301886431";"Core"
"2012-11-02";"BMO.TO";"58.919998000000";"0.010607603890";"Core";"2013-11-01";"BMO.TO";"73.019997000000";"0.010234409532";"Core";"2014-11-03";"BMO.TO";"81.809998000000";"0.012225083160";"Core";"2015-11-02";"BMO.TO";"75.669998000000";"0.014098306447";"Core";"2016-11-01";"BMO.TO";"84.940002000000";"0.014895028303";"Core";"2017-11-01";"BMO.TO";"98.669998000000";"0.013817602250";"Core";"2018-11-01";"BMO.TO";"98.570000000000";"0.015968525352";"Core";"2019-11-01";"BMO.TO";"97.930000000000";"0.017972108568";"Core";"2020-11-02";"BMO.TO";"79.500000000000";"0.018121245949";"Core";"2021-11-01";"BMO.TO";"135.550003000000";"0.016098190028";"Core";"2022-11-01";"BMO.TO";"125.269997000000";"0.018901753619";"Core"
"2012-11-02";"SU.TO";"34.650002000000";"0.018037516996";"Core";"2013-11-01";"SU.TO";"36.799999000000";"0.020307515588";"Core";"2014-11-03";"SU.TO";"38.570000000000";"0.025930361132";"Core";"2015-11-02";"SU.TO";"39.169998000000";"0.027235610803";"Core";"2016-11-01";"SU.TO";"40.150002000000";"0.031511423931";"Core";"2017-11-01";"SU.TO";"44.259998000000";"0.030803950473";"Core";"2018-11-01";"SU.TO";"44.060001000000";"0.035724410082";"Core";"2019-11-01";"SU.TO";"40.630001000000";"0.043317955912";"Core";"2020-11-02";"SU.TO";"15.550000000000";"0.092645598260";"Core";"2021-11-01";"SU.TO";"33.049999000000";"0.462171510085";"Value";"2022-11-01";"SU.TO";"47.730000000000";"0.462171510085";"Value"
