"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year5";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year6";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year7";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year8";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2015-01-02";"CTC.A.TO";"122.220001000000";"0.027273222926";"Growth";"2016-01-04";"CTC.A.TO";"114.639999000000";"0.012610256986";"Core";"2017-01-03";"CTC.A.TO";"140.509995000000";"0.010485053680";"Core";"2018-01-02";"CTC.A.TO";"164.199997000000";"0.009559895572";"Core";"2019-01-02";"CTC.A.TO";"142.880005000000";"0.009555675320";"Core";"2020-01-02";"CTC.A.TO";"139.740005000000";"0.012372969364";"Core";"2021-01-04";"CTC.A.TO";"166.369995000000";"0.010804770652";"Core";"2022-01-04";"CTC.A.TO";"183.179993000000";"0.107546991407";"Growth";"2023-01-03";"CTC.A.TO";"146.589996000000";"0.012227610782";"Core"
"2015-01-02";"EMA.TO";"38.849998000000";"0.016087516916";"Core";"2016-01-04";"EMA.TO";"42.840000000000";"0.033745094497";"Core";"2017-01-03";"EMA.TO";"45.189999000000";"0.032601347039";"Core";"2018-01-02";"EMA.TO";"47.189999000000";"0.239501821869";"Value";"2019-01-02";"EMA.TO";"43.669998000000";"0.239501821869";"Value";"2020-01-02";"EMA.TO";"55.400002000000";"0.239501821869";"Value";"2021-01-04";"EMA.TO";"53.669998000000";"0.033493380032";"Core";"2022-01-04";"EMA.TO";"62.590000000000";"0.028990506288";"Core";"2023-01-03";"EMA.TO";"52.619999000000";"0.034063957616";"Core"
"2015-01-02";"BHC.TO";"169.990005000000";"0.019608996031";"Growth";"2016-01-04";"BHC.TO";"137.339996000000";"0.010525993085";"Core";"2017-01-03";"BHC.TO";"20.520000000000";"0.071796044839";"Core";"2018-01-02";"BHC.TO";"27.240000000000";"0.414907883058";"Value";"2019-01-02";"BHC.TO";"27.469999000000";"0.414907883058";"Value";"2020-01-02";"BHC.TO";"38.820000000000";"0.414907883058";"Value";"2021-01-04";"BHC.TO";"27.309999000000";"0.430832724517";"Value";"2022-01-04";"BHC.TO";"35.080002000000";"0.430832724517";"Value";"2023-01-03";"BHC.TO";"8.590000000000";"0.430832724517";"Value"
"2015-01-02";"WCN.TO";"48.625820000000";"0.068550686309";"Growth";"2016-01-04";"WCN.TO";"44.845966000000";"0.032235671950";"Core";"2017-01-03";"WCN.TO";"70.599998000000";"0.226562871346";"Growth";"2018-01-02";"WCN.TO";"87.580002000000";"0.129048760863";"Growth";"2019-01-02";"WCN.TO";"100.160004000000";"0.129497717536";"Growth";"2020-01-02";"WCN.TO";"119.150002000000";"0.014511110128";"Core";"2021-01-04";"WCN.TO";"129.380005000000";"0.013893875173";"Core";"2022-01-04";"WCN.TO";"170.320007000000";"0.010653568072";"Core";"2023-01-03";"WCN.TO";"180.029999000000";"0.079650965979";"Growth"
"2015-01-02";"WEED.TO";"2.080000000000";"1.602564102564";"Growth";"2016-01-04";"WEED.TO";"1.810000000000";"0.798696048755";"Core";"2017-01-03";"WEED.TO";"9.390000000000";"1.703443904568";"Growth";"2018-01-02";"WEED.TO";"32.369999000000";"0.349153261775";"Growth";"2019-01-02";"WEED.TO";"39.279999000000";"0.330206014171";"Growth";"2020-01-02";"WEED.TO";"26.129999000000";"0.066169110868";"Core";"2021-01-04";"WEED.TO";"33.410000000000";"0.352171244410";"Value";"2022-01-04";"WEED.TO";"11.410000000000";"0.352171244410";"Value";"2023-01-03";"WEED.TO";"3.140000000000";"0.352171244410";"Value"
"2015-01-02";"QSR.TO";"45.040001000000";"1.602564102564";"Growth";"2016-01-04";"QSR.TO";"49.520000000000";"0.029193050247";"Core";"2017-01-03";"QSR.TO";"63.070000000000";"0.023359042970";"Core";"2018-01-02";"QSR.TO";"78.120003000000";"0.144676015111";"Growth";"2019-01-02";"QSR.TO";"69.760002000000";"0.019571601181";"Core";"2020-01-02";"QSR.TO";"83.940002000000";"0.020598031446";"Core";"2021-01-04";"QSR.TO";"75.949997000000";"0.023668067286";"Core";"2022-01-04";"QSR.TO";"74.720001000000";"0.024284204554";"Core";"2023-01-03";"QSR.TO";"88.160004000000";"0.020331730199";"Core"
"2015-01-02";"DOL.TO";"19.760000000000";"0.168690958165";"Growth";"2016-01-04";"DOL.TO";"26.290001000000";"0.302435103192";"Growth";"2017-01-03";"DOL.TO";"32.939999000000";"0.485590125971";"Growth";"2018-01-02";"DOL.TO";"51.666668000000";"0.218750137603";"Growth";"2019-01-02";"DOL.TO";"31.850000000000";"0.042867031005";"Core";"2020-01-02";"DOL.TO";"45.049999000000";"0.038379552479";"Core";"2021-01-04";"DOL.TO";"52.220001000000";"0.034423393430";"Core";"2022-01-04";"DOL.TO";"63.410000000000";"0.028615609345";"Core";"2023-01-03";"DOL.TO";"79.860001000000";"0.179558767167";"Growth"
"2015-01-02";"L.TO";"50.369774000000";"0.012408235145";"Core";"2016-01-04";"L.TO";"52.122185000000";"0.152545776148";"Growth";"2017-01-03";"L.TO";"56.905144000000";"0.025889660170";"Core";"2018-01-02";"L.TO";"55.136658000000";"0.204983238819";"Value";"2019-01-02";"L.TO";"61.049999000000";"0.204983238819";"Value";"2020-01-02";"L.TO";"66.750000000000";"0.204983238819";"Value";"2021-01-04";"L.TO";"63.750000000000";"0.028197484539";"Core";"2022-01-04";"L.TO";"102.730003000000";"0.017662958586";"Core";"2023-01-03";"L.TO";"120.330002000000";"0.119168645285";"Growth"
"2015-01-02";"CM.TO";"50.180000000000";"0.012455161419";"Core";"2016-01-04";"CM.TO";"45.860001000000";"0.031522891773";"Core";"2017-01-03";"CM.TO";"55.419998000000";"0.026583451701";"Core";"2018-01-02";"CM.TO";"61.205002000000";"0.025647165639";"Core";"2019-01-02";"CM.TO";"51.150002000000";"0.026692373101";"Core";"2020-01-02";"CM.TO";"54.115002000000";"0.031950452497";"Core";"2021-01-04";"CM.TO";"54.009998000000";"0.033282534825";"Core";"2022-01-04";"CM.TO";"74.815002000000";"0.024253368176";"Core";"2023-01-03";"CM.TO";"55.400002000000";"0.032354609223";"Core"
"2015-01-02";"BMO.TO";"82.550003000000";"0.007571168713";"Core";"2016-01-04";"BMO.TO";"76.660004000000";"0.018857810759";"Core";"2017-01-03";"BMO.TO";"97.059998000000";"0.015178805589";"Core";"2018-01-02";"BMO.TO";"100.360001000000";"0.015641040341";"Core";"2019-01-02";"BMO.TO";"89.559998000000";"0.015244695936";"Core";"2020-01-02";"BMO.TO";"100.849998000000";"0.017144262123";"Core";"2021-01-04";"BMO.TO";"95.989998000000";"0.018726843180";"Core";"2022-01-04";"BMO.TO";"141.070007000000";"0.139650217307";"Growth";"2023-01-03";"BMO.TO";"124.459999000000";"0.014401779127";"Core"
