"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2018-06-02";"CTC.A.TO";"166.500000000000";"0.003336670003";"Core";"2019-06-03";"CTC.A.TO";"134.009995000000";"0.004140642674";"Core";"2020-06-01";"CTC.A.TO";"117.480003000000";"0.004516593622";"Core";"2021-06-01";"CTC.A.TO";"204.929993000000";"0.023424690302";"Growth";"2022-06-01";"CTC.A.TO";"173.399994000000";"0.004104129498";"Core"
"2018-06-02";"EMA.TO";"40.250000000000";"0.090344438171";"Value";"2019-06-03";"EMA.TO";"52.299999000000";"0.090344438171";"Value";"2020-06-01";"EMA.TO";"54.689999000000";"0.090344438171";"Value";"2021-06-01";"EMA.TO";"55.970001000000";"0.093564829221";"Value";"2022-06-01";"EMA.TO";"62.830002000000";"0.093564829221";"Value"
"2018-06-02";"BHC.TO";"28.430000000000";"0.127905861286";"Value";"2019-06-03";"BHC.TO";"27.610001000000";"0.127905861286";"Value";"2020-06-01";"BHC.TO";"26.030001000000";"0.127905861286";"Value";"2021-06-01";"BHC.TO";"38.709999000000";"0.020668310272";"Core";"2022-06-01";"BHC.TO";"12.110000000000";"0.058765981031";"Core"
"2018-06-02";"WCN.TO";"99.980003000000";"0.033340000333";"Growth";"2019-06-03";"WCN.TO";"126.620003000000";"0.033305519912";"Growth";"2020-06-01";"WCN.TO";"128.039993000000";"0.004144091388";"Core";"2021-06-01";"WCN.TO";"145.740005000000";"0.005489709363";"Core";"2022-06-01";"WCN.TO";"161.270004000000";"0.004412823294";"Core"
"2018-06-02";"SHOP.TO";"20.261999000000";"0.164511573282";"Growth";"2019-06-03";"SHOP.TO";"35.584000000000";"0.118512394086";"Growth";"2020-06-01";"SHOP.TO";"103.023003000000";"0.072105567065";"Growth";"2021-06-01";"SHOP.TO";"151.072006000000";"0.031775719054";"Growth";"2022-06-01";"SHOP.TO";"45.733002000000";"0.015561104654";"Core"
"2018-06-02";"H.TO";"19.540001000000";"0.186098436554";"Value";"2019-06-03";"H.TO";"23.040001000000";"0.186098436554";"Value";"2020-06-01";"H.TO";"26.379999000000";"0.186098436554";"Value";"2021-06-01";"H.TO";"30.590000000000";"0.026154634519";"Core";"2022-06-01";"H.TO";"35.240002000000";"0.020194551359";"Core"
"2018-06-02";"WEED.TO";"39.540001000000";"0.084302813582";"Growth";"2019-06-03";"WEED.TO";"51.980000000000";"0.081130146809";"Growth";"2020-06-01";"WEED.TO";"22.260000000000";"0.023836901720";"Core";"2021-06-01";"WEED.TO";"29.330000000000";"0.178548366351";"Value";"2022-06-01";"WEED.TO";"5.970000000000";"0.178548366351";"Value"
"2018-06-02";"QSR.TO";"77.620003000000";"0.007157376115";"Core";"2019-06-03";"QSR.TO";"87.830002000000";"0.006317744409";"Core";"2020-06-01";"QSR.TO";"75.779999000000";"0.007001972015";"Core";"2021-06-01";"QSR.TO";"85.050003000000";"0.061573467376";"Value";"2022-06-01";"QSR.TO";"65.610001000000";"0.061573467376";"Value"
"2018-06-02";"DOL.TO";"51.330002000000";"0.064939279241";"Growth";"2019-06-03";"DOL.TO";"43.209999000000";"0.012841645844";"Core";"2020-06-01";"DOL.TO";"48.110001000000";"0.011029087950";"Core";"2021-06-01";"DOL.TO";"53.180000000000";"0.015044570702";"Core";"2022-06-01";"DOL.TO";"71.989998000000";"0.009885484790";"Core"
"2018-06-02";"L.TO";"53.721867000000";"0.010341330013";"Core";"2019-06-03";"L.TO";"69.430000000000";"0.007992042404";"Core";"2020-06-01";"L.TO";"67.000000000000";"0.007919543766";"Core";"2021-06-01";"L.TO";"74.930000000000";"0.010677569331";"Core";"2022-06-01";"L.TO";"113.320000000000";"0.047728431258";"Growth"
