"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2018-05-02";"CTC.A.TO";"174.130005000000";"0.003190464249";"Core";"2019-05-01";"CTC.A.TO";"149.429993000000";"0.004338974683";"Core";"2020-05-01";"CTC.A.TO";"94.510002000000";"0.006007054415";"Core";"2021-05-03";"CTC.A.TO";"197.399994000000";"0.004207912003";"Core";"2022-05-02";"CTC.A.TO";"177.850006000000";"0.004403505005";"Core"
"2018-05-02";"EMA.TO";"40.590000000000";"0.089587672736";"Value";"2019-05-01";"EMA.TO";"50.160000000000";"0.089587672736";"Value";"2020-05-01";"EMA.TO";"54.110001000000";"0.089587672736";"Value";"2021-05-03";"EMA.TO";"56.320000000000";"0.014748611581";"Core";"2022-05-02";"EMA.TO";"61.639999000000";"0.012705441342";"Core"
"2018-05-02";"BHC.TO";"23.200001000000";"0.156739805156";"Value";"2019-05-01";"BHC.TO";"30.610001000000";"0.156739805156";"Value";"2020-05-01";"BHC.TO";"24.100000000000";"0.156739805156";"Value";"2021-05-03";"BHC.TO";"38.590000000000";"0.021524794097";"Core";"2022-05-02";"BHC.TO";"24.260000000000";"0.032282085391";"Core"
"2018-05-02";"WCN.TO";"90.760002000000";"0.036726897971";"Growth";"2019-05-01";"WCN.TO";"123.830002000000";"0.035223949263";"Growth";"2020-05-01";"WCN.TO";"118.110001000000";"0.004806762509";"Core";"2021-05-03";"WCN.TO";"147.639999000000";"0.005626129842";"Core";"2022-05-02";"WCN.TO";"173.289993000000";"0.004519380364";"Core"
"2018-05-02";"SHOP.TO";"16.099001000000";"0.207052184998";"Growth";"2019-05-01";"SHOP.TO";"33.099998000000";"0.131775890370";"Growth";"2020-05-01";"SHOP.TO";"86.314003000000";"0.092084411226";"Growth";"2021-05-03";"SHOP.TO";"137.500000000000";"0.036246187820";"Growth";"2022-05-02";"SHOP.TO";"58.326000000000";"0.013427346151";"Core"
"2018-05-02";"H.TO";"20.480000000000";"0.177556818182";"Value";"2019-05-01";"H.TO";"21.629999000000";"0.177556818182";"Value";"2020-05-01";"H.TO";"24.879999000000";"0.177556818182";"Value";"2021-05-03";"H.TO";"29.670000000000";"0.027996016320";"Core";"2022-05-02";"H.TO";"34.410000000000";"0.022759761453";"Core"
"2018-05-02";"WEED.TO";"29.670000000000";"0.112346927312";"Growth";"2019-05-01";"WEED.TO";"68.190002000000";"0.063965120689";"Growth";"2020-05-01";"WEED.TO";"21.430000000000";"0.026492147680";"Core";"2021-05-03";"WEED.TO";"31.360001000000";"0.173371428562";"Value";"2022-05-02";"WEED.TO";"7.800000000000";"0.173371428562";"Value"
"2018-05-02";"QSR.TO";"69.379997000000";"0.008007431242";"Core";"2019-05-01";"QSR.TO";"87.709999000000";"0.007392235366";"Core";"2020-05-01";"QSR.TO";"68.660004000000";"0.008268667225";"Core";"2021-05-03";"QSR.TO";"86.480003000000";"0.062869195010";"Value";"2022-05-02";"QSR.TO";"73.330002000000";"0.062869195010";"Value"
"2018-05-02";"DOL.TO";"49.433334000000";"0.067430882435";"Growth";"2019-05-01";"DOL.TO";"40.599998000000";"0.015969778042";"Core";"2020-05-01";"DOL.TO";"42.759998000000";"0.013277052183";"Core";"2021-05-03";"DOL.TO";"56.770000000000";"0.014631703439";"Core";"2022-05-02";"DOL.TO";"71.550003000000";"0.010945679368";"Core"
"2018-05-02";"L.TO";"52.612541000000";"0.010559375103";"Core";"2019-05-01";"L.TO";"64.339996000000";"0.010077292460";"Core";"2020-05-01";"L.TO";"68.080002000000";"0.008339111459";"Core";"2021-05-03";"L.TO";"68.320000000000";"0.079580330402";"Value";"2022-05-02";"L.TO";"116.480003000000";"0.079580330402";"Value"
