"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year5";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2017-05-02";"CTC.A.TO";"167.169998000000";"0.003418248360";"Core";"2018-05-01";"CTC.A.TO";"175.509995000000";"0.003858683610";"Core";"2019-05-01";"CTC.A.TO";"149.429993000000";"0.005335815681";"Core";"2020-05-01";"CTC.A.TO";"94.510002000000";"0.051217854642";"Value";"2021-05-03";"CTC.A.TO";"197.399994000000";"0.051217854642";"Value";"2022-05-02";"CTC.A.TO";"177.850006000000";"0.051217854642";"Value"
"2017-05-02";"EMA.TO";"47.290001000000";"0.012083496709";"Core";"2018-05-01";"EMA.TO";"40.459999000000";"0.016738446808";"Core";"2019-05-01";"EMA.TO";"50.160000000000";"0.015895751594";"Core";"2020-05-01";"EMA.TO";"54.110001000000";"0.013667270890";"Core";"2021-05-03";"EMA.TO";"56.320000000000";"0.014511602553";"Core";"2022-05-02";"EMA.TO";"61.639999000000";"0.011766236583";"Core"
"2017-05-02";"BHC.TO";"14.110000000000";"0.257715353392";"Value";"2018-05-01";"BHC.TO";"23.559999000000";"0.257715353392";"Value";"2019-05-01";"BHC.TO";"30.610001000000";"0.257715353392";"Value";"2020-05-01";"BHC.TO";"24.100000000000";"0.030686142803";"Core";"2021-05-03";"BHC.TO";"38.590000000000";"0.021178892351";"Core";"2022-05-02";"BHC.TO";"24.260000000000";"0.029895746546";"Core"
"2017-05-02";"WCN.TO";"84.786667000000";"0.039314357449";"Growth";"2018-05-01";"WCN.TO";"92.599998000000";"0.049200450740";"Growth";"2019-05-01";"WCN.TO";"123.830002000000";"0.048935756615";"Growth";"2020-05-01";"WCN.TO";"118.110001000000";"0.006261417622";"Core";"2021-05-03";"WCN.TO";"147.639999000000";"0.005535718378";"Core";"2022-05-02";"WCN.TO";"173.289993000000";"0.004185301174";"Core"
"2017-05-02";"SHOP.TO";"11.394000000000";"0.292551635364";"Growth";"2018-05-01";"SHOP.TO";"16.350000000000";"0.278652088082";"Growth";"2019-05-01";"SHOP.TO";"33.099998000000";"0.183072966938";"Growth";"2020-05-01";"SHOP.TO";"86.314003000000";"0.051407837605";"Growth";"2021-05-03";"SHOP.TO";"137.500000000000";"0.045174038285";"Growth";"2022-05-02";"SHOP.TO";"58.326000000000";"0.012434777136";"Core"
"2017-05-02";"H.TO";"23.950001000000";"0.292551635364";"Growth";"2018-05-01";"H.TO";"20.650000000000";"0.032796006833";"Core";"2019-05-01";"H.TO";"21.629999000000";"0.036862271697";"Core";"2020-05-01";"H.TO";"24.879999000000";"0.178344711720";"Growth";"2021-05-03";"H.TO";"29.670000000000";"0.027546122542";"Core";"2022-05-02";"H.TO";"34.410000000000";"0.021077326685";"Core"
"2017-05-02";"WEED.TO";"9.090000000000";"0.366703337000";"Growth";"2018-05-01";"WEED.TO";"29.490000000000";"0.154491747716";"Growth";"2019-05-01";"WEED.TO";"68.190002000000";"0.088865151221";"Growth";"2020-05-01";"WEED.TO";"21.430000000000";"0.225879586777";"Value";"2021-05-03";"WEED.TO";"31.360001000000";"0.225879586777";"Value";"2022-05-02";"WEED.TO";"7.800000000000";"0.225879586777";"Value"
"2017-05-02";"QSR.TO";"77.639999000000";"0.007359976543";"Core";"2018-05-01";"QSR.TO";"69.470001000000";"0.009748632955";"Core";"2019-05-01";"QSR.TO";"87.709999000000";"0.009090535960";"Core";"2020-05-01";"QSR.TO";"68.660004000000";"0.010770987452";"Core";"2021-05-03";"QSR.TO";"86.480003000000";"0.009450664055";"Core";"2022-05-02";"QSR.TO";"73.330002000000";"0.009890505815";"Core"
"2017-05-02";"DOL.TO";"40.636665000000";"0.014061896355";"Core";"2018-05-01";"DOL.TO";"49.203335000000";"0.092594569863";"Growth";"2019-05-01";"DOL.TO";"40.599998000000";"0.019638693084";"Core";"2020-05-01";"DOL.TO";"42.759998000000";"0.017295043876";"Core";"2021-05-03";"DOL.TO";"56.770000000000";"0.014396573116";"Core";"2022-05-02";"DOL.TO";"71.550003000000";"0.010136558781";"Core"
"2017-05-02";"L.TO";"61.889069000000";"0.009233109831";"Core";"2018-05-01";"L.TO";"52.700966000000";"0.012850571678";"Core";"2019-05-01";"L.TO";"64.339996000000";"0.012392461136";"Core";"2020-05-01";"L.TO";"68.080002000000";"0.010862749997";"Core";"2021-05-03";"L.TO";"68.320000000000";"0.011962726227";"Core";"2022-05-02";"L.TO";"116.480003000000";"0.087171970257";"Growth"
