"","2020-04-02_to_2023-01-13_Index_7QRank","2020-04-02_to_2023-01-13_TSX60_Index"
"2020-04-02",0,0
"2020-04-03",0,0
"2020-04-06",0,0
"2020-04-07",0,0
"2020-04-08",0,0
"2020-04-09",0,0
"2020-04-13",0,0
"2020-04-14",0,0
"2020-04-15",-2.45979319701287,-2.01857443460806
"2020-04-16",-2.81108572906732,-2.51136064148544
"2020-04-17",0,0
"2020-04-20",-0.0976192189815484,0
"2020-04-21",-2.5277792702406,-3.13653802442435
"2020-04-22",0,-0.696114558867078
"2020-04-23",0,-1.14795809426723
"2020-04-24",0,0
"2020-04-27",0,0
"2020-04-28",0,0
"2020-04-29",0,0
"2020-04-30",-3.32326728668176,-3.11317641768124
"2020-05-01",-4.5275972353557,-4.08897111904562
"2020-05-04",-3.53838412617103,-2.95344602059335
"2020-05-05",-2.91870788226392,-2.53074697020431
"2020-05-06",-3.18327859587921,-2.34167407480631
"2020-05-07",-2.84346054205014,-2.47532515177694
"2020-05-08",-1.65156273579432,-1.60059325449726
"2020-05-11",-1.00306024136371,-0.368364958025946
"2020-05-12",-2.08856473056794,-1.7581569012651
"2020-05-13",-4.73968553761669,-4.15525279449879
"2020-05-14",-4.84412379339139,-4.24435931368489
"2020-05-15",-3.08668372204285,-3.63258736789784
"2020-05-19",-0.421251647315024,-2.30907710011187
"2020-05-20",0,-1.54191695968555
"2020-05-21",0,-2.3786219537579
"2020-05-22",0,-2.14608352483113
"2020-05-25",0,-1.03012009191894
"2020-05-26",0,-0.500928308932302
"2020-05-27",0,0
"2020-05-28",0,0
"2020-05-29",0,0
"2020-06-01",0,0
"2020-06-02",0,0
"2020-06-03",0,0
"2020-06-04",0,0
"2020-06-05",0,0
"2020-06-08",0,0
"2020-06-09",-1.21160440975413,-0.772605782689595
"2020-06-10",-1.97456092226467,-1.6232041043761
"2020-06-11",-7.24999663814915,-5.51327143060684
"2020-06-12",-5.7998674100346,-4.32784479368158
"2020-06-15",-4.89242738930359,-3.71433013394048
"2020-06-16",-3.77211021373616,-2.67032430523478
"2020-06-17",-4.85308585043082,-3.20376462641149
"2020-06-18",-4.92317660471212,-2.78263322830238
"2020-06-19",-4.66619436578322,-2.94276525103463
"2020-06-22",-3.79600458615574,-2.74831684423168
"2020-06-23",-3.08088272012077,-2.51019228250253
"2020-06-24",-4.95440640661181,-4.1479523294546
"2020-06-25",-4.07268153382667,-3.05818854625521
"2020-06-26",-5.82274365431137,-4.78641527521265
"2020-06-29",-3.82958261192252,-3.43981571577141
"2020-06-30",-2.94820862489339,-2.85646216816426
"2020-07-02",-2.48268506990104,-2.16496329662454
"2020-07-03",-2.87425794192553,-2.32198094720381
"2020-07-06",-1.82530624592752,-2.0214606888375
"2020-07-07",-2.25120635208501,-2.49147274079156
"2020-07-08",-2.08083202916862,-2.33861868934728
"2020-07-09",-2.34726751971069,-2.70359978952173
"2020-07-10",-0.823972558598518,-1.69806561682347
"2020-07-13",-1.34163893569597,-2.07553751440293
"2020-07-14",0,-0.350425157598466
"2020-07-15",0,0
"2020-07-16",0,0
"2020-07-17",0,0
"2020-07-20",0,0
