"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year2";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year3";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year4";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year5";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year6";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2016-09-02";"CTC.A.TO";"136.720001000000";"0.004571386742";"Core";"2017-09-01";"CTC.A.TO";"145.490005000000";"0.008213775510";"Core";"2018-09-04";"CTC.A.TO";"161.179993000000";"0.010136358301";"Core";"2019-09-03";"CTC.A.TO";"133.929993000000";"0.073057851558";"Value";"2020-09-01";"CTC.A.TO";"136.649994000000";"0.073057851558";"Value";"2021-09-01";"CTC.A.TO";"192.639999000000";"0.073057851558";"Value";"2022-09-01";"CTC.A.TO";"156.610001000000";"0.013437914894";"Core"
"2016-09-02";"EMA.TO";"48.049999000000";"0.013007284350";"Core";"2017-09-01";"EMA.TO";"47.799999000000";"0.025000465796";"Core";"2018-09-04";"EMA.TO";"41.310001000000";"0.039549216181";"Core";"2019-09-03";"EMA.TO";"58.230000000000";"0.025671907624";"Core";"2020-09-01";"EMA.TO";"52.860001000000";"0.032613072979";"Core";"2021-09-01";"EMA.TO";"59.560001000000";"0.031569320833";"Core";"2022-09-01";"EMA.TO";"61.459999000000";"0.034241976883";"Core"
"2016-09-02";"BHC.TO";"37.340000000000";"0.097385207187";"Value";"2017-09-01";"BHC.TO";"16.500000000000";"0.097385207187";"Value";"2018-09-04";"BHC.TO";"28.700001000000";"0.097385207187";"Value";"2019-09-03";"BHC.TO";"28.760000000000";"0.051977579309";"Core";"2020-09-01";"BHC.TO";"21.190001000000";"0.081355686123";"Core";"2021-09-01";"BHC.TO";"36.400002000000";"0.051655732886";"Core";"2022-09-01";"BHC.TO";"8.670000000000";"1.375497950974";"Value"
"2016-09-02";"WCN.TO";"68.260002000000";"0.009156167326";"Core";"2017-09-01";"WCN.TO";"82.250000000000";"0.097741526129";"Growth";"2018-09-04";"WCN.TO";"105.209999000000";"0.118018383555";"Growth";"2019-09-03";"WCN.TO";"120.849998000000";"0.012369674850";"Core";"2020-09-01";"WCN.TO";"130.910004000000";"0.013168795490";"Core";"2021-09-01";"WCN.TO";"164.039993000000";"0.011462258355";"Core";"2022-09-01";"WCN.TO";"183.440002000000";"0.060009898545";"Growth"
"2016-09-02";"SHOP.TO";"5.504000000000";"0.009156167326";"Core";"2017-09-01";"SHOP.TO";"13.730000000000";"0.585523708964";"Growth";"2018-09-04";"SHOP.TO";"19.257000000000";"0.644789635759";"Growth";"2019-09-03";"SHOP.TO";"51.257999000000";"0.174982466356";"Growth";"2020-09-01";"SHOP.TO";"148.701996000000";"0.069559001897";"Growth";"2021-09-01";"SHOP.TO";"194.255997000000";"0.073562942465";"Growth";"2022-09-01";"SHOP.TO";"41.150002000000";"0.289807209121";"Value"
"2016-09-02";"H.TO";"26.270000000000";"0.009156167326";"Core";"2017-09-01";"H.TO";"23.100000000000";"0.051732564505";"Core";"2018-09-04";"H.TO";"19.080000000000";"0.085627786162";"Core";"2019-09-03";"H.TO";"24.910000000000";"0.060011047006";"Core";"2020-09-01";"H.TO";"27.139999000000";"0.381118747344";"Growth";"2021-09-01";"H.TO";"31.809999000000";"0.059109363077";"Core";"2022-09-01";"H.TO";"35.439999000000";"0.059382390643";"Core"
"2016-09-02";"WEED.TO";"3.810000000000";"0.874890638670";"Growth";"2017-09-01";"WEED.TO";"8.930000000000";"0.900250898553";"Growth";"2018-09-04";"WEED.TO";"68.830002000000";"0.180396827764";"Growth";"2019-09-03";"WEED.TO";"33.230000000000";"0.269914266792";"Growth";"2020-09-01";"WEED.TO";"21.459999000000";"0.080332113263";"Core";"2021-09-01";"WEED.TO";"21.270000000000";"0.088400036688";"Core";"2022-09-01";"WEED.TO";"4.610000000000";"2.586890940334";"Value"
"2016-09-02";"QSR.TO";"62.720001000000";"0.874890638670";"Growth";"2017-09-01";"QSR.TO";"75.889999000000";"0.105932805772";"Growth";"2018-09-04";"QSR.TO";"74.910004000000";"0.021809879492";"Core";"2019-09-03";"QSR.TO";"102.309998000000";"0.014611232628";"Core";"2020-09-01";"QSR.TO";"71.830002000000";"0.024000097763";"Core";"2021-09-01";"QSR.TO";"81.610001000000";"0.023039685790";"Core";"2022-09-01";"QSR.TO";"78.089996000000";"0.026949826774";"Core"
"2016-09-02";"DOL.TO";"33.430000000000";"0.099710838568";"Growth";"2017-09-01";"DOL.TO";"40.786667000000";"0.029299335493";"Core";"2018-09-04";"DOL.TO";"48.799999000000";"0.254440866194";"Growth";"2019-09-03";"DOL.TO";"49.570000000000";"0.030156852550";"Core";"2020-09-01";"DOL.TO";"51.689999000000";"0.200107615050";"Growth";"2021-09-01";"DOL.TO";"57.529999000000";"0.032683275040";"Core";"2022-09-01";"DOL.TO";"80.349998000000";"0.137003312796";"Growth"
"2016-09-02";"L.TO";"57.829582000000";"0.010807617458";"Core";"2017-09-01";"L.TO";"52.516075000000";"0.022755360907";"Core";"2018-09-04";"L.TO";"53.247589000000";"0.030682669219";"Core";"2019-09-03";"L.TO";"73.150002000000";"0.020435750377";"Core";"2020-09-01";"L.TO";"66.889999000000";"0.025772568337";"Core";"2021-09-01";"L.TO";"89.110001000000";"0.021100535958";"Core";"2022-09-01";"L.TO";"117.139999000000";"0.093974867707";"Growth"
