"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin";"Year1";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2021-11-02";"CTC.A.TO";"179.910004000000";"0.003087963666";"Core";"2022-11-01";"CTC.A.TO";"151.710007000000";"0.003478146478";"Core"
"2021-11-02";"EMA.TO";"57.689999000000";"0.009630014997";"Core";"2022-11-01";"EMA.TO";"50.549999000000";"0.010438568485";"Core"
"2021-11-02";"BHC.TO";"32.000000000000";"0.113636363636";"Value";"2022-11-01";"BHC.TO";"9.430000000000";"0.113636363636";"Value"
"2021-11-02";"WCN.TO";"170.729996000000";"0.003254000870";"Core";"2022-11-01";"WCN.TO";"178.509995000000";"0.018228462203";"Growth"
"2021-11-02";"SHOP.TO";"183.128998000000";"0.018202105454";"Growth";"2022-11-01";"SHOP.TO";"47.430000000000";"0.011125229317";"Core"
"2021-11-02";"H.TO";"30.059999000000";"0.018481556023";"Core";"2022-11-01";"H.TO";"34.000000000000";"0.015519694897";"Core"
"2021-11-02";"WEED.TO";"16.209999000000";"0.224328430641";"Value";"2022-11-01";"WEED.TO";"4.750000000000";"0.224328430641";"Value"
"2021-11-02";"QSR.TO";"71.089996000000";"0.051151552131";"Value";"2022-11-01";"QSR.TO";"80.419998000000";"0.051151552131";"Value"
"2021-11-02";"DOL.TO";"56.480000000000";"0.009836323576";"Core";"2022-11-01";"DOL.TO";"80.629997000000";"0.040356726006";"Growth"
"2021-11-02";"L.TO";"94.930000000000";"0.005852265412";"Core";"2022-11-01";"L.TO";"112.160004000000";"0.029011791911";"Growth"
"2021-11-02";"CM.TO";"75.714996000000";"0.044024744231";"Growth";"2022-11-01";"CM.TO";"61.820000000000";"0.008535581147";"Core"
"2021-11-02";"BMO.TO";"136.619995000000";"0.004066429336";"Core";"2022-11-01";"BMO.TO";"125.269997000000";"0.004212258634";"Core"
"2021-11-02";"SU.TO";"31.959999000000";"0.113778590430";"Value";"2022-11-01";"SU.TO";"47.730000000000";"0.113778590430";"Value"
"2021-11-02";"OTEX.TO";"62.630001000000";"0.008870438235";"Core";"2022-11-01";"OTEX.TO";"40.070000000000";"0.013168695446";"Core"
"2021-11-02";"GIL.TO";"46.959999000000";"0.011830399646";"Core";"2022-11-01";"GIL.TO";"43.000000000000";"0.012271386663";"Core"
"2021-11-02";"TRP.TO";"67.220001000000";"0.054096453173";"Value";"2022-11-01";"TRP.TO";"59.619999000000";"0.054096453173";"Value"
"2021-11-02";"TD.TO";"90.360001000000";"0.006148246452";"Core";"2022-11-01";"TD.TO";"87.750000000000";"0.006013329077";"Core"
"2021-11-02";"CCO.TO";"31.090000000000";"0.107215610593";"Growth";"2022-11-01";"CCO.TO";"32.209999000000";"0.101023371555";"Growth"
"2021-11-02";"WPM.TO";"49.160000000000";"0.011300967363";"Core";"2022-11-01";"WPM.TO";"44.950001000000";"0.011739034811";"Core"
"2021-11-02";"SLF.TO";"71.139999000000";"0.007809327570";"Core";"2022-11-01";"SLF.TO";"57.650002000000";"0.009152985398";"Core"
"2021-11-02";"ABX.TO";"22.920000000000";"0.158654608916";"Value";"2022-11-01";"ABX.TO";"20.580000000000";"0.158654608916";"Value"
"2021-11-02";"K.TO";"7.390000000000";"0.075176665163";"Core";"2022-11-01";"K.TO";"5.080000000000";"0.103871973721";"Core"
"2021-11-02";"TRI.TO";"146.330002000000";"0.003796593644";"Core";"2022-11-01";"TRI.TO";"140.300003000000";"0.003761009374";"Core"
"2021-11-02";"BNS.TO";"82.199997000000";"0.006758583648";"Core";"2022-11-01";"BNS.TO";"65.989998000000";"0.007996206130";"Core"
"2021-11-02";"RY.TO";"130.690002000000";"0.004250941519";"Core";"2022-11-01";"RY.TO";"126.070000000000";"0.004185528885";"Core"
"2021-11-02";"CAE.TO";"38.099998000000";"0.014581511410";"Core";"2022-11-01";"CAE.TO";"25.219999000000";"0.020922666432";"Core"
