"","2013-06-02_to_2023-01-13_Index_7QRank","2013-06-02_to_2023-01-13_TSX60_Index"
"2013-06-03",0,0
"2013-06-04",0,0
"2013-06-05",0,0
"2013-06-06",0,0
"2013-06-07",0,0
"2013-06-10",0,0
"2013-06-11",0,0
"2013-06-12",0,0
"2013-06-13",0,0
"2013-06-14",0,0
"2013-06-17",0,0
"2013-06-18",0,0
"2013-06-19",0,0
"2013-06-20",0,0
"2013-06-21",0,0
"2013-06-24",0,-0.183588992127226
"2013-06-25",0,-0.164455416435272
"2013-06-26",0,-0.293257047922602
"2013-06-27",0,-0.0726142531138674
"2013-06-28",0,-0.960598834251891
"2013-07-02",0,-2.02265228692896
"2013-07-03",0,-2.61196641824128
"2013-07-04",0,-1.53759280950891
"2013-07-05",0,-1.6719011774149
"2013-07-08",0,-0.774303141173116
"2013-07-09",0,-0.197309165916104
"2013-07-10",0,0
"2013-07-11",0,0
"2013-07-12",0,0
"2013-07-15",0,0
"2013-07-16",0,0
"2013-07-17",0,0
"2013-07-18",0,0
"2013-07-19",0,0
"2013-07-22",0,0
"2013-07-23",0,0
"2013-07-24",0,0
"2013-07-25",0,0
"2013-07-26",0,0
"2013-07-29",0,0
"2013-07-30",0,0
"2013-07-31",0,0
"2013-08-01",0,0
"2013-08-02",0,0
"2013-08-06",0,0
"2013-08-07",0,0
"2013-08-08",0,0
"2013-08-09",0,0
"2013-08-12",0,0
"2013-08-13",0,0
"2013-08-14",0,0
"2013-08-15",0,0
"2013-10-09",0,0
"2013-10-10",0,0
"2013-10-11",0,0
"2013-10-15",0,0
"2013-10-16",0,0
"2013-10-17",0,0
"2013-10-18",0,0
"2013-10-21",0,0
"2013-10-22",0,0
"2013-10-23",0,0
"2013-10-24",0,0
"2013-10-25",0,0
"2013-10-28",0,0
"2013-10-29",0,0
"2013-10-30",0,0
"2013-10-31",0,0
"2013-11-01",0,0
"2013-11-04",0,0
"2013-11-05",0,0
"2013-11-06",0,0
"2013-11-07",0,0
"2013-11-08",0,0
"2013-11-11",0,0
"2013-11-12",0,0
"2013-11-13",0,0
"2013-11-14",0,0
"2013-11-15",0,0
"2013-11-18",0,0
"2013-11-19",0,0
"2013-11-20",0,0
"2013-11-21",0,0
"2013-11-22",0,-0.00254036775765298
"2013-11-25",0,-0.025666474241115
"2013-11-26",0,-1.04049959397915
"2013-11-27",0,-0.922153496027833
"2013-11-28",0,-0.874587299737994
"2013-11-29",0,-0.726632777576786
"2013-12-02",0,-0.403830874578537
"2013-12-03",0,-1.28358650872004
"2013-12-04",0,-1.50477370141218
"2013-12-05",0,-2.38706970331132
"2013-12-06",0,-1.73112922850783
"2013-12-09",0,-1.41989037875132
"2013-12-10",0,-1.47131092612173
