"Date","UNTR.JK","INDF.JK","INKP.JK","BRPT.JK","ADRO.JK","INCO.JK","SMGR.JK","BNLI.JK","CPIN.JK","MDKA.JK","BMRI.JK","MYOR.JK","TBIG.JK","GGRM.JK","TPIA.JK","ICBP.JK","BYAN.JK","BBNI.JK","AMRT.JK","ASII.JK","EMTK.JK","HMSP.JK","TOWR.JK","MEGA.JK","BBRI.JK","DNET.JK","TLKM.JK","BBCA.JK","UNVR.JK","ISAT.JK"
"2004-09-29",367.213118458492,20.8333333333333,486.206896551724,305.55559924653,NA,NA,NA,NA,NA,NA,NA,136.842103647271,NA,53.0120481927711,20,20.8333333333333,NA,NA,NA,177.282281187771,NA,63.5135073202489,NA,NA,NA,112.5000151562,NA,NA,NA,NA
"2004-09-30",375.409825478254,12.5,486.206896551724,288.888927336946,NA,NA,NA,NA,NA,NA,NA,136.842103647271,NA,56.6265060240964,20,12.5,NA,NA,NA,181.390166834998,NA,64.8648550758238,NA,NA,NA,112.5000151562,NA,NA,NA,NA
"2004-10-01",416.393446829833,20.8333333333333,503.448275862069,261.111167035558,NA,NA,NA,NA,NA,NA,NA,143.421055661366,NA,59.0361445783133,20,20.8333333333333,NA,NA,NA,187.551995305837,NA,68.9189098180183,NA,NA,NA,112.5000151562,NA,NA,NA,NA
"2004-10-04",443.103439550865,26.0869565217391,529.62962962963,270.588271540995,NA,NA,NA,NA,NA,NA,NA,172.05883551402,NA,67.515923566879,20,26.0869565217391,NA,NA,NA,206.037480718355,NA,90.9091016554898,NA,NA,NA,112.5000151562,NA,NA,NA,NA
"2004-10-05",468.965508154457,21.7391304347826,529.62962962963,264.705905864429,NA,NA,NA,NA,NA,NA,NA,164.705888912937,NA,66.8789808917197,20,21.7391304347826,NA,NA,NA,214.253252012807,NA,92.4242492351688,NA,NA,NA,112.5000151562,NA,NA,NA,NA
"2004-10-06",500.000012254244,21.7391304347826,573.076923076923,244.444479397224,NA,NA,NA,NA,NA,NA,NA,180.303039007524,NA,72.8476821192053,20,21.7391304347826,NA,NA,NA,214.696909216314,NA,90.6249979527099,NA,NA,NA,112.5000151562,NA,NA,NA,NA
"2004-10-07",480.357140527707,27.2727272727273,600,358.823590149776,NA,NA,NA,NA,NA,NA,NA,176.119413380887,NA,72.4832214765101,20,27.2727272727273,NA,NA,NA,225.652650937448,NA,84.2519697806889,NA,NA,NA,100.000022045381,NA,NA,NA,NA
"2004-10-08",511.111119252952,21.7391304347826,640,322.222286884864,NA,NA,NA,NA,NA,NA,NA,184.615391518758,NA,74.1496598639456,20,21.7391304347826,NA,NA,NA,280.729910500103,NA,90.1639452236112,NA,NA,NA,100.000022045381,NA,NA,NA,NA
"2004-10-11",477.586182195116,26.0869565217391,548.148148148148,444.444495125975,NA,NA,NA,NA,NA,NA,NA,172.05883551402,NA,76.1904761904762,20,26.0869565217391,NA,NA,NA,236.95652173913,NA,62.2377653886203,NA,NA,NA,88.2353038816909,NA,NA,NA,NA
"2004-10-12",468.965508154457,21.7391304347826,548.148148148148,494.444526583476,NA,NA,NA,NA,NA,NA,NA,172.05883551402,NA,73.469387755102,20,21.7391304347826,NA,NA,NA,243.478260869565,NA,58.0419603882313,NA,NA,NA,76.4705870147886,NA,NA,NA,NA
"2004-10-13",487.71926878197,21.7391304347826,542.857142857143,455.555614975281,NA,NA,NA,NA,NA,NA,NA,184.615391518758,NA,72.972972972973,20,21.7391304347826,NA,NA,NA,261.363636363636,NA,76.2963061859796,NA,NA,NA,76.4705870147886,NA,NA,NA,NA
"2004-10-14",467.796589927068,16.6666666666667,503.448275862069,427.777823216391,NA,NA,NA,NA,NA,NA,NA,164.28572916671,NA,63.6942675159236,20,16.6666666666667,NA,NA,NA,241.935483870968,NA,76.4705872711461,NA,NA,NA,76.4705870147886,NA,NA,NA,NA
"2004-10-15",496.491229569121,21.7391304347826,483.333333333333,411.111135578057,NA,NA,NA,NA,NA,NA,NA,157.142866666694,NA,62.6582278481013,20,21.7391304347826,NA,NA,NA,234.736842105263,NA,76.4705872711461,NA,NA,NA,76.4705870147886,NA,NA,NA,NA
"2004-10-18",486.206902342537,12,503.448275862069,377.777838945142,NA,NA,NA,NA,NA,NA,NA,150,NA,65.8064516129032,20,12,NA,NA,NA,227.835051546392,NA,84.6153851806704,NA,NA,NA,5.26315337573935,NA,NA,NA,NA
"2004-10-19",486.206902342537,12,503.448275862069,416.666766282088,NA,NA,NA,NA,NA,NA,NA,150,NA,65.1612903225806,20,12,NA,NA,NA,225.773195876289,NA,81.5384579708804,NA,NA,NA,15.7894717300494,NA,NA,NA,NA
"2004-10-20",477.586182195116,12,448.387096774193,378.947399007152,NA,NA,NA,NA,NA,NA,NA,160.563396482227,NA,61.2903225806452,20,12,NA,NA,NA,225.773195876289,NA,74.4360938080397,NA,NA,NA,73.333340583814,NA,NA,NA,NA
"2004-10-21",478.947354910469,16.6666666666667,431.25,330.000021233812,NA,NA,NA,NA,NA,NA,NA,146.575355820393,NA,61.6883116883117,20,16.6666666666667,NA,NA,NA,234.042553191489,NA,75.9398492400091,NA,NA,NA,62.5000151561998,NA,NA,NA,NA
"2004-10-22",496.491229569121,21.7391304347826,448.387096774193,416.666766282088,NA,NA,NA,NA,NA,NA,NA,153.424676143171,NA,62.987012987013,20,21.7391304347826,NA,NA,NA,227.835051546392,NA,77.4436054700845,NA,NA,NA,62.5000151561998,NA,NA,NA,NA
"2004-10-25",507.142854036943,21.7391304347826,468.965517241379,405.555646432782,NA,NA,NA,NA,NA,NA,NA,143.24323855611,NA,67.7852348993289,20,21.7391304347826,NA,NA,NA,238.297872340426,NA,78.7878824187483,NA,NA,NA,75.0000055113454,NA,NA,NA,NA
"2004-10-26",498.214251160991,21.7391304347826,486.206896551724,394.444526583476,NA,NA,NA,NA,NA,NA,NA,143.24323855611,NA,68.4563758389262,20,21.7391304347826,NA,NA,NA,234.042553191489,NA,77.2727340349171,NA,NA,NA,81.2500034445908,NA,NA,NA,NA
"2004-10-27",509.0909052098,17.3913043478261,486.206896551724,447.058908758556,NA,NA,NA,NA,NA,NA,NA,164.28572916671,NA,70.2702702702703,0,17.3913043478261,NA,NA,NA,250,NA,80.3030420607117,NA,NA,NA,181.81818509766,NA,NA,NA,NA
"2004-10-28",554.545467626231,21.7391304347826,466.666666666667,433.333375276669,NA,NA,NA,NA,NA,NA,NA,153.521137638067,NA,66.4473684210526,0,21.7391304347826,NA,NA,NA,267.441860465116,NA,84.8484856039006,NA,NA,NA,121.428579076969,NA,NA,NA,NA
"2004-10-29",598.11322839848,22.7272727272727,486.206896551724,433.333375276669,NA,NA,NA,NA,NA,NA,NA,153.521137638067,NA,72.2972972972973,0,22.7272727272727,NA,NA,NA,273.809523809524,NA,96.721319134847,NA,NA,NA,128.571442968412,NA,NA,NA,NA
"2004-11-01",575.925918417836,21.7391304347826,507.142857142857,433.333375276669,NA,NA,NA,NA,NA,NA,NA,157.142866666694,NA,72.2972972972973,0,21.7391304347826,NA,NA,NA,276.190476190476,NA,101.680682185859,NA,NA,NA,121.428579076969,NA,NA,NA,NA
"2004-11-02",612.962988902034,26.0869565217391,525,438.888943065697,NA,NA,NA,NA,NA,NA,NA,164.28572916671,NA,73.6486486486486,0,26.0869565217391,NA,NA,NA,278.571428571429,NA,106.722700199406,NA,NA,NA,128.571442968412,NA,NA,NA,NA
"2004-11-03",590.909088860728,21.7391304347826,503.448275862069,427.777823216391,NA,NA,NA,NA,NA,NA,NA,183.58209669936,NA,75.5102040816327,0,21.7391304347826,NA,NA,NA,257.777777777778,NA,108.403369005251,NA,NA,NA,128.571442968412,NA,NA,NA,NA
"2004-11-04",557.89472126378,27.2727272727273,486.206896551724,427.777823216391,NA,NA,NA,NA,NA,NA,NA,178.571429166668,NA,72.2972972972973,0,27.2727272727273,NA,NA,NA,230.526315789474,NA,108.403369005251,NA,NA,NA,99.9999968506599,NA,NA,NA,NA
"2004-11-05",569.642836177937,21.7391304347826,525,394.736816224718,NA,NA,NA,NA,NA,NA,NA,197.10146740886,NA,73.6486486486486,0,21.7391304347826,NA,NA,NA,239.583333333333,NA,103.278693916149,NA,NA,NA,71.4285759276287,NA,NA,NA,NA
"2004-11-08",578.571391688698,27.2727272727273,525,365.00005308453,NA,NA,NA,NA,NA,NA,NA,202.816916683242,NA,72.7891156462585,0,27.2727272727273,NA,NA,NA,236.734693877551,NA,106.666663187368,NA,NA,NA,14.2857088868456,NA,NA,NA,NA
"2004-11-09",587.49999456465,31.8181818181818,525,359.999985844125,NA,NA,NA,NA,NA,NA,NA,195.774666055069,NA,73.469387755102,0,31.8181818181818,NA,NA,NA,251.020408163265,NA,115.000002786388,NA,NA,NA,28.5714272217114,NA,NA,NA,NA
"2004-11-10",578.571391688698,26.0869565217391,520.689655172414,389.473721854956,NA,NA,NA,NA,NA,NA,NA,262.318864961914,NA,73.1543624161074,0,26.0869565217391,NA,NA,NA,257.894736842105,NA,116.528925322582,NA,NA,NA,35.7142911131544,NA,NA,NA,NA
"2004-11-11",578.571391688698,21.7391304347826,537.931034482759,384.210493376914,NA,NA,NA,NA,NA,NA,NA,242.857150000021,NA,74.1721854304636,0,21.7391304347826,NA,NA,NA,259.574468085106,NA,123.333328232327,NA,NA,NA,33.3333323535386,NA,NA,NA,NA
"2004-11-12",587.49999456465,26.0869565217391,555.172413793103,394.736816224718,NA,NA,NA,NA,NA,NA,NA,257.14288333341,NA,74.1721854304636,0,26.0869565217391,NA,NA,NA,263.829787234043,NA,135.000006501571,NA,NA,NA,33.3333323535386,NA,NA,NA,NA
"2004-11-15",563.793108153311,26.0869565217391,555.172413793103,369.999992922063,NA,NA,NA,NA,NA,NA,NA,247.222251704047,NA,73.0263157894737,0,26.0869565217391,NA,NA,NA,256.25,NA,141.025649935289,NA,NA,NA,33.3333323535386,NA,NA,NA,NA
"2004-11-16",563.793108153311,26.0869565217391,555.172413793103,369.999992922063,NA,NA,NA,NA,NA,NA,NA,247.222251704047,NA,73.0263157894737,0,26.0869565217391,NA,NA,NA,256.25,NA,141.025649935289,NA,NA,NA,33.3333323535386,NA,NA,NA,NA
"2004-11-17",552.542382150025,26.0869565217391,555.172413793103,369.999992922063,NA,NA,NA,NA,NA,NA,NA,252.112703944405,NA,69.6774193548387,0,26.0869565217391,NA,NA,NA,252.577319587629,NA,129.268298976459,NA,NA,NA,33.3333323535386,NA,NA,NA,NA
"2004-11-18",552.542382150025,31.8181818181818,533.333333333333,394.736816224718,NA,NA,NA,NA,NA,NA,NA,257.14288333341,NA,71.8954248366013,0,31.8181818181818,NA,NA,NA,248.979591836735,NA,133.05786380402,NA,NA,NA,66.6666740151272,NA,NA,NA,NA
"2004-11-19",563.793108153311,26.0869565217391,512.903225806452,394.736816224718,NA,NA,NA,NA,NA,NA,NA,252.112703944405,NA,73.0263157894737,0,26.0869565217391,NA,NA,NA,256.25,NA,135.000006501571,NA,NA,NA,53.8461593248877,NA,NA,NA,NA
"2004-11-22",575.43859630386,21.7391304347826,490.909090909091,359.999985844125,NA,NA,NA,NA,NA,NA,NA,247.222251704047,NA,73.0263157894737,0,21.7391304347826,NA,NA,NA,255.789473684211,NA,126.890759765583,NA,NA,NA,66.6666740151272,NA,NA,NA,NA
"2004-11-23",575.43859630386,26.0869565217391,506.060606060606,350.000007077937,NA,NA,NA,NA,NA,NA,NA,247.222251704047,NA,72.3684210526316,0,26.0869565217391,NA,NA,NA,262.105263157895,NA,128.571441059441,NA,NA,NA,25.0000064299029,NA,NA,NA,NA
"2004-11-24",563.793108153311,26.0869565217391,460.606060606061,340,NA,NA,NA,NA,NA,NA,NA,235.616480062048,NA,72.8476821192053,0,26.0869565217391,NA,NA,NA,266.666666666667,NA,116.66666504496,NA,NA,NA,25.0000064299029,NA,NA,NA,NA
"2004-11-25",566.666635516709,30.4347826086957,493.75,378.947399007152,NA,NA,NA,NA,NA,NA,NA,245.070461532217,NA,74,0,30.4347826086957,NA,NA,NA,265.957446808511,NA,120.338987380934,NA,NA,NA,25.0000064299029,NA,NA,NA,NA
"2004-11-26",575.43859630386,36.3636363636364,506.060606060606,378.947399007152,NA,NA,NA,NA,NA,NA,NA,254.16669333534,NA,72.6666666666667,0,36.3636363636364,NA,NA,NA,282.222222222222,NA,122.033898198357,NA,NA,NA,25.0000064299029,NA,NA,NA,NA
"2004-11-29",563.793108153311,30.4347826086957,457.142857142857,373.684200330949,NA,NA,NA,NA,NA,NA,NA,261.111134966634,NA,72.1854304635762,0,30.4347826086957,NA,NA,NA,272.340425531915,NA,116.949151353124,NA,NA,NA,25.0000064299029,NA,NA,NA,NA
"2004-11-30",589.655176382051,30.4347826086957,414.285714285714,373.684200330949,NA,NA,NA,NA,NA,NA,NA,261.111134966634,NA,76.8211920529801,0,30.4347826086957,NA,NA,NA,282.978723404255,NA,128.813556760574,NA,NA,NA,25.0000064299029,NA,NA,NA,NA
"2004-12-01",589.655176382051,34.7826086956522,414.285714285714,399.99998509908,NA,NA,NA,NA,NA,NA,NA,247.222251704047,NA,77.4834437086093,0,34.7826086956522,NA,NA,NA,285.106382978723,NA,133.898303605808,NA,NA,NA,25.0000064299029,NA,NA,NA,NA
"2004-12-02",572.413782193971,39.1304347826087,428.571428571429,394.736816224718,NA,NA,NA,NA,NA,NA,NA,254.16669333534,NA,80.794701986755,0,39.1304347826087,NA,NA,NA,300,NA,138.983063944444,NA,NA,NA,25.0000064299029,NA,NA,NA,NA
"2004-12-03",589.655176382051,34.7826086956522,428.571428571429,384.210493376914,NA,NA,NA,NA,NA,NA,NA,254.16669333534,NA,78.1456953642384,0,34.7826086956522,NA,NA,NA,295.744680851064,NA,133.898303605808,NA,NA,NA,-8.33332690343039,NA,NA,NA,NA
"2004-12-06",589.655176382051,39.1304347826087,427.027027027027,359.999985844125,NA,NA,NA,NA,NA,NA,NA,262.318864961914,NA,80.5369127516778,0,39.1304347826087,NA,NA,NA,302.150537634409,NA,134.188032086629,NA,NA,NA,16.666672178012,NA,NA,NA,NA
"2004-12-07",584.21051017536,34.7826086956522,457.142857142857,350.000007077937,NA,NA,NA,NA,NA,NA,NA,250.000037500109,NA,81.0810810810811,0,34.7826086956522,NA,NA,NA,312.903225806452,NA,134.482754644869,NA,NA,NA,16.666672178012,NA,NA,NA,NA
"2004-12-08",601.754384834011,30.4347826086957,442.857142857143,340,NA,NA,NA,NA,NA,NA,NA,250.000037500109,NA,79.0540540540541,0,30.4347826086957,NA,NA,NA,323.655913978495,NA,129.310339984027,NA,NA,NA,8.3333342518909,NA,NA,NA,NA
"2004-12-09",592.982424428288,30.4347826086957,442.857142857143,340,NA,NA,NA,NA,NA,NA,NA,242.857150000021,NA,78.3783783783784,0,30.4347826086957,NA,NA,NA,317.204301075269,NA,131.034473323935,NA,NA,NA,16.666672178012,NA,NA,NA,NA
"2004-12-10",609.090923393516,30.4347826086957,414.285714285714,330.000021233812,NA,NA,NA,NA,NA,NA,NA,228.571450000062,NA,75.6756756756757,0,30.4347826086957,NA,NA,NA,315.384615384615,NA,134.782608454863,NA,NA,NA,0,NA,NA,NA,NA
"2004-12-13",609.090923393516,30.4347826086957,373.684210526316,330.000021233812,NA,NA,NA,NA,NA,NA,NA,252.941179498279,NA,75,0,30.4347826086957,NA,NA,NA,297.849462365591,NA,120.689644002251,NA,NA,NA,0,NA,NA,NA,NA
"2004-12-14",600.00003043796,26.0869565217391,373.684210526316,320.000014155875,NA,NA,NA,NA,NA,NA,NA,233.333353059639,NA,70.4697986577181,0,26.0869565217391,NA,NA,NA,287.096774193548,NA,108.474581973483,NA,NA,NA,0,NA,NA,NA,NA
"2004-12-15",609.090923393516,30.4347826086957,373.684210526316,320.000014155875,NA,NA,NA,NA,NA,NA,NA,233.333353059639,NA,73.1543624161074,0,30.4347826086957,NA,NA,NA,304.301075268817,NA,111.86440450789,NA,NA,NA,0,NA,NA,NA,NA
"2004-12-16",618.18181674437,30.4347826086957,386.842105263158,325.00002477278,NA,NA,NA,NA,NA,NA,NA,240.579726808142,NA,75.1677852348993,0,30.4347826086957,NA,NA,NA,310.752688172043,NA,118.64407656351,NA,NA,NA,0,NA,NA,NA,NA
"2004-12-17",696.296323107707,36.3636363636364,427.777777777778,310.000021233812,NA,NA,NA,NA,NA,NA,NA,250.746281391587,NA,80.2721088435374,0,36.3636363636364,NA,NA,NA,315.05376344086,NA,130.769224069548,NA,NA,NA,0,NA,NA,NA,NA
"2004-12-20",654.385962657171,25,400,305.000010616906,NA,NA,NA,NA,NA,NA,NA,238.028178040098,NA,73.3333333333333,0,25,NA,NA,NA,295.833333333333,NA,120.168072946191,NA,NA,NA,0,NA,NA,NA,NA
"2004-12-21",654.385962657171,30.4347826086957,413.513513513513,305.000010616906,NA,NA,NA,NA,NA,NA,NA,238.028178040098,NA,75.8389261744966,0,30.4347826086957,NA,NA,NA,289.795918367347,NA,120.338987380934,NA,NA,NA,7.69231186658108,NA,NA,NA,NA
"2004-12-22",671.929837315822,34.7826086956522,413.513513513513,310.000021233812,NA,NA,NA,NA,NA,NA,NA,238.028178040098,NA,78.5234899328859,0,34.7826086956522,NA,NA,NA,295.918367346939,NA,123.728809015781,NA,NA,NA,7.69231186658108,NA,NA,NA,NA
"2004-12-23",663.157876910099,30.4347826086957,427.027027027027,305.000010616906,NA,NA,NA,NA,NA,NA,NA,238.028178040098,NA,81.2080536912752,0,30.4347826086957,NA,NA,NA,295.918367346939,NA,123.728809015781,NA,NA,NA,7.69231186658108,NA,NA,NA,NA
"2004-12-24",676.78569021488,25,413.157894736842,305.000010616906,NA,NA,NA,NA,NA,NA,NA,233.333344135834,NA,80,0,25,NA,NA,NA,300,NA,129.565215063671,NA,NA,NA,7.69231186658108,NA,NA,NA,NA
"2004-12-27",662.71185768637,34.7826086956522,366.666666666667,315.000017694843,NA,NA,NA,NA,NA,NA,NA,224.324312819543,NA,81.2080536912752,0,34.7826086956522,NA,NA,NA,276.699029126214,NA,127.118645043591,NA,NA,NA,7.69231186658108,NA,NA,NA,NA
"2004-12-28",662.71185768637,33.3333333333333,411.904761904762,369.999992922063,NA,NA,NA,NA,NA,NA,NA,215.789466412721,NA,80,0,33.3333333333333,NA,NA,NA,269.230769230769,NA,127.118645043591,NA,NA,NA,16.666672178012,NA,NA,NA,NA
"2004-12-29",662.71185768637,33.3333333333333,400,335.000031850718,NA,NA,NA,NA,NA,NA,NA,215.789466412721,NA,80.6666666666667,0,33.3333333333333,NA,NA,NA,275,NA,128.813556760574,NA,NA,NA,16.666672178012,NA,NA,NA,NA
"2004-12-30",671.186418668,33.3333333333333,388.095238095238,350.000007077937,NA,NA,NA,NA,NA,NA,NA,215.789466412721,NA,80.6666666666667,0,33.3333333333333,NA,NA,NA,269.230769230769,NA,125.423734226167,NA,NA,NA,16.666672178012,NA,NA,NA,NA
"2004-12-31",698.245579693179,33.3333333333333,400,350.000007077937,NA,NA,NA,NA,NA,NA,NA,228.767135766597,NA,83.1081081081081,0,33.3333333333333,NA,NA,NA,284,NA,125.423734226167,NA,NA,NA,39.9999973545544,NA,NA,NA,NA
"2005-01-03",701.724170568986,33.3333333333333,385.714285714286,363.157877483145,NA,NA,NA,NA,NA,NA,NA,224.324312819543,NA,78.5234899328859,0,33.3333333333333,NA,NA,NA,269.230769230769,NA,127.586192003002,NA,NA,NA,39.9999973545544,NA,NA,NA,NA
"2005-01-04",764.406771872587,49.5652173913044,440.909090909091,378.947399007152,NA,NA,NA,NA,NA,NA,NA,215.789466412721,NA,72.5490196078431,0,49.5652173913044,NA,NA,NA,257.798165137615,NA,133.898303605808,NA,NA,NA,39.9999973545544,NA,NA,NA,NA
"2005-01-05",730.508436926987,46.0869565217391,418.181818181818,373.684200330949,NA,NA,NA,NA,NA,NA,NA,205.263147795447,NA,74.5098039215686,0,46.0869565217391,NA,NA,NA,255.963302752294,NA,135.593214423231,NA,NA,NA,39.9999973545544,NA,NA,NA,NA
"2005-01-06",755.932210522459,47.8260869565217,459.090909090909,442.105261589377,NA,NA,NA,NA,NA,NA,NA,215.789466412721,NA,76.4705882352941,0,47.8260869565217,NA,NA,NA,255.963302752294,NA,140.677974761868,NA,NA,NA,39.9999973545544,NA,NA,NA,NA
"2005-01-07",681.250048514746,20,486.666666666667,420.000028311749,NA,NA,NA,NA,NA,NA,NA,193.670881496008,NA,74.375,0,20,NA,NA,NA,226.666666666667,NA,127.868850433616,NA,NA,NA,39.9999973545544,NA,NA,NA,NA
"2005-01-10",650.000071153675,17.1428571428571,473.333333333333,447.368430463739,NA,NA,NA,NA,NA,NA,NA,152.173908908306,NA,68.4523809523809,0,17.1428571428571,NA,NA,NA,219.672131147541,NA,108.955213866402,NA,NA,NA,39.9999973545544,NA,NA,NA,NA
"2005-01-11",605.882319595588,10.6666666666667,467.34693877551,395.238138893402,NA,NA,NA,NA,NA,NA,NA,137.113416507287,NA,64.327485380117,0,10.6666666666667,NA,NA,NA,213.114754098361,NA,98.561154809511,NA,NA,NA,39.9999973545544,NA,NA,NA,NA
"2005-01-12",605.882319595588,9.33333333333333,459.183673469388,395.238138893402,NA,NA,NA,NA,NA,NA,NA,137.113416507287,NA,64.9122807017544,0,9.33333333333333,NA,NA,NA,213.114754098361,NA,98.561154809511,NA,NA,NA,39.9999973545544,NA,NA,NA,NA
"2005-01-13",620.588175176141,9.33333333333333,455.102040816327,395.238138893402,NA,NA,NA,NA,NA,NA,NA,147.42268450421,NA,65.4970760233918,0,9.33333333333333,NA,NA,NA,226.229508196721,NA,98.561154809511,NA,NA,NA,39.9999973545544,NA,NA,NA,NA
"2005-01-14",627.941181139535,13.1034482758621,433.333333333333,420.000028311749,NA,NA,NA,NA,NA,NA,NA,152.083362955817,NA,72.0238095238095,0,13.1034482758621,NA,NA,NA,233.333333333333,NA,104.477612874326,NA,NA,NA,39.9999973545544,NA,NA,NA,NA
"2005-01-17",584.931522067071,11.7241379310345,320,372.727328882812,NA,NA,NA,NA,NA,NA,NA,139.999978999941,NA,63.2183908045977,0,11.7241379310345,NA,NA,NA,232.8,NA,112.307686793016,NA,NA,NA,7.69231186658108,NA,NA,NA,NA
"2005-01-18",584.931522067071,10.3448275862069,313.333333333333,372.727328882812,NA,NA,NA,NA,NA,NA,NA,137.999997549993,NA,64.9425287356322,0,10.3448275862069,NA,NA,NA,229.6,NA,106.153842988246,NA,NA,NA,7.69231186658108,NA,NA,NA,NA
"2005-01-19",619.178109041124,11.7241379310345,330,372.727328882812,NA,NA,NA,NA,NA,NA,NA,137.999997549993,NA,63.2183908045977,0,11.7241379310345,NA,NA,NA,231.2,NA,109.23077101456,NA,NA,NA,7.69231186658108,NA,NA,NA,NA
"2005-01-20",619.178109041124,13.1034482758621,333.333333333333,372.727328882812,NA,NA,NA,NA,NA,NA,NA,137.999997549993,NA,62.6436781609195,0,13.1034482758621,NA,NA,NA,234.4,NA,109.23077101456,NA,NA,NA,-7.69230847498396,NA,NA,NA,NA
"2005-01-24",595.94593085481,13.1034482758621,319.672131147541,372.727328882812,NA,NA,NA,NA,NA,NA,NA,142.424234210771,NA,62.0689655172414,0,13.1034482758621,NA,NA,NA,227.41935483871,NA,107.352946697365,NA,NA,NA,-7.69230847498396,NA,NA,NA,NA
"2005-01-25",612.328733391276,14.4827586206897,323.333333333333,359.999985844125,NA,NA,NA,NA,NA,NA,NA,142.424234210771,NA,64.5348837209302,0,14.4827586206897,NA,NA,NA,241.880341880342,NA,118.604655277058,NA,NA,NA,-7.69230847498396,NA,NA,NA,NA
"2005-01-26",632.876714703227,18.6206896551724,320,375.000003538969,NA,NA,NA,NA,NA,NA,NA,166.66665291803,NA,70.9302325581395,0,18.6206896551724,NA,NA,NA,245.299145299145,NA,126.356573513071,NA,NA,NA,0,NA,NA,NA,NA
"2005-01-27",639.726017683191,24.1379310344828,323.333333333333,369.999992922063,NA,NA,NA,NA,NA,NA,NA,162.626262566745,NA,88.3720930232558,0,24.1379310344828,NA,NA,NA,241.880341880342,NA,134.108517257541,NA,NA,NA,0,NA,NA,NA,NA
"2005-01-28",677.777787474174,27.1428571428571,320,405.000010616906,NA,NA,NA,NA,NA,NA,NA,149.504944948192,NA,102.352941176471,0,27.1428571428571,NA,NA,NA,247.826086956522,NA,127.692313043679,NA,NA,NA,0,NA,NA,NA,NA
"2005-01-31",612.500020314621,20,224.675324675325,284.000010871712,NA,NA,NA,NA,NA,NA,NA,84.6153825443727,NA,94.7976878612717,0,20,NA,NA,NA,229.508196721311,NA,108.391610000778,NA,NA,NA,29.9999925045708,NA,NA,NA,NA
"2005-02-01",637.500043278975,20,214.285714285714,272.000052999596,NA,NA,NA,NA,NA,NA,NA,89.2307695759379,NA,96.5317919075144,0,20,NA,NA,NA,229.508196721311,NA,115.384622293663,NA,NA,NA,29.9999925045708,NA,NA,NA,NA
"2005-02-02",624.999998777046,22.8571428571429,198.701298701299,267.999999094024,NA,NA,NA,NA,NA,NA,NA,98.399991487976,NA,107.142857142857,0,22.8571428571429,NA,NA,NA,247.107438016529,NA,118.978101856106,NA,NA,NA,0,NA,NA,NA,NA
"2005-02-03",606.250031355176,24.2857142857143,216.883116883117,260.00001585458,NA,NA,NA,NA,NA,NA,NA,91.9999854399589,NA,107.142857142857,0,24.2857142857143,NA,NA,NA,235.537190082645,NA,121.897802205133,NA,NA,NA,0,NA,NA,NA,NA
"2005-02-04",637.500043278975,24.2857142857143,201.298701298701,256.000041221908,NA,NA,NA,NA,NA,NA,NA,99.9999953333202,NA,104.166666666667,0,24.2857142857143,NA,NA,NA,247.107438016529,NA,121.897802205133,NA,NA,NA,-7.69230847498396,NA,NA,NA,NA
"2005-02-07",570.454559621268,10.9677419354839,206.666666666667,214.285714285714,NA,NA,NA,NA,NA,NA,NA,100.000004487192,NA,83.1521739130435,0,10.9677419354839,NA,NA,NA,196.402877697842,NA,102.666660373264,NA,NA,NA,-23.0769186417576,NA,NA,NA,NA
"2005-02-08",576.470560234779,10.9677419354839,202.631578947368,229.629649824567,NA,NA,NA,NA,NA,NA,NA,92.5925834704819,NA,78.804347826087,0,10.9677419354839,NA,NA,NA,195.652173913043,NA,105.44216227164,NA,NA,NA,-23.0769186417576,NA,NA,NA,NA
"2005-02-11",533.333333413857,10,212,246.153832751835,NA,NA,NA,NA,NA,NA,NA,89.6296263648742,NA,79.144385026738,0,10,NA,NA,NA,198.529411764706,NA,107.042258753779,NA,NA,NA,-23.0769186417576,NA,NA,NA,NA
"2005-02-14",572.41381268191,10,216.216216216216,250.000016333701,NA,NA,NA,NA,NA,NA,NA,93.8461521203106,NA,78.9189189189189,0,10,NA,NA,NA,209.230769230769,NA,104.109600942671,NA,NA,NA,-23.0769186417576,NA,NA,NA,NA
"2005-02-15",595.402277540039,10,221.621621621622,284.615374563877,NA,NA,NA,NA,NA,NA,NA,89.2307695759379,NA,81.0810810810811,0,10,NA,NA,NA,220,NA,123.287680754137,NA,NA,NA,-23.0769186417576,NA,NA,NA,NA
"2005-02-16",589.655161263032,10,237.837837837838,384.61538545301,NA,NA,NA,NA,NA,NA,NA,89.2307695759379,NA,79.4594594594595,0,10,NA,NA,NA,229.230769230769,NA,117.808219616299,NA,NA,NA,-23.0769186417576,NA,NA,NA,NA
"2005-02-17",595.402277540039,12.5,240.540540540541,546.153843640969,NA,NA,NA,NA,NA,NA,NA,89.2307695759379,NA,78.3783783783784,0,12.5,NA,NA,NA,232.307692307692,NA,123.287680754137,NA,NA,NA,-23.0769186417576,NA,NA,NA,NA
"2005-02-18",589.655161263032,13.75,254.054054054054,546.153843640969,NA,NA,NA,NA,NA,NA,NA,90.7692349112545,NA,78.3783783783784,0,13.75,NA,NA,NA,244.615384615385,NA,119.17810162272,NA,NA,NA,-23.0769186417576,NA,NA,NA,NA
