"","2021-07-03_to_2022-12-01_Index_3QRank","2021-07-03_to_2022-12-01_Crypto10_Index"
"2021-07-03",0,0
"2021-07-04",0,0
"2021-07-05",-3.98602221265485,0
"2021-07-06",-0.0671044511060481,0
"2021-07-07",-0.044382496235762,0
"2021-07-08",-6.13639541577747,-4.94117239947401
"2021-07-09",-4.60914703655381,-5.88235189730103
"2021-07-10",-6.57109839860569,-5.88235189730103
"2021-07-11",-5.71119272004543,-5.88235189730103
"2021-07-12",-9.05053329625868,-10.5882316405536
"2021-07-13",-12.4162783004985,-11.7647037946021
"2021-07-14",-11.6631882282832,-9.88235367188928
"2021-07-15",-16.1971137335196,-17.6470556919031
"2021-07-16",-19.770466160938,-18.5882351897301
"2021-07-17",-19.7463784515928,-18.5882351897301
"2021-07-18",-19.4486529905066,-18.5882351897301
"2021-07-19",-24.4232613040406,-24.7058797432526
"2021-07-20",-27.9651023531004,-28.8941209665827
"2021-07-21",-19.2718902876192,-20
"2021-07-22",-17.0050398984312,-10.5882316405536
"2021-07-23",-14.2263271820148,-6.56470769869621
"2021-07-24",-13.1709905984225,-6.56470769869621
"2021-07-25",-13.1725306322733,-6.56470769869621
"2021-07-26",-9.20942736326782,0
"2021-07-27",-6.0471718279282,-6.9264047709844
"2021-07-28",-6.29752845935128,-2.59740280941138
"2021-07-29",-3.20375614769357,-11.2554067325574
"2021-07-30",0,-9.82683437114737
"2021-07-31",0,-9.82683437114737
"2021-08-01",-3.24263572470056,-9.82683437114737
"2021-08-02",-1.70727444473112,-11.1471822956934
"2021-08-03",-1.66637214608268,-15.5844168564682
"2021-08-04",0,-13.7229385852644
"2021-08-05",0,-13.0952384839209
"2021-08-06",0,-12.2294348266711
"2021-08-07",0,-12.2294348266711
"2021-08-08",-5.06239205188326,-12.2294348266711
"2021-08-09",-0.0308102313762326,-1.73159915216164
"2021-08-10",0,0
"2021-08-11",0,0
"2021-08-12",-2.41897310473864,-1.03092919772558
"2021-08-13",0,-3.09277981791902
"2021-08-14",0,-3.09277981791902
"2021-08-15",0,-3.09277981791902
"2021-08-16",0,-5.15463821337018
"2021-08-17",-3.22950924885909,-9.89690785775322
