"","2022-12-2021-12","2021-07-2022-12"
"Annualized Returns",,
"2021-07-28_to_2022-12-01_Index_3QRank","-78.585","-33.498"
"2021-07-28_to_2022-12-01_Crypto10_Index","-85.498","-74.684"
"Volatility",,
"2021-07-28_to_2022-12-01_Index_3QRank","84.97","98.1"
"2021-07-28_to_2022-12-01_Crypto10_Index","84.65","79.95"
"Tracking Error",,
"2021-07-28_to_2022-12-01_Index_3QRank","42.33","52.38"
"2021-07-28_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-07-28_to_2022-12-01_Index_3QRank","0.16","0.79"
"2021-07-28_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-07-28_to_2022-12-01_Index_3QRank","1.19","7.62"
"2021-07-28_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-07-28_to_2022-12-01_Index_3QRank","0.88","1.04"
"2021-07-28_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-07-28_to_2022-12-01_Index_3QRank","74.05","69.56"
"2021-07-28_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-07-28_to_2022-12-01_Index_3QRank","-82.7338","-83.8566"
"2021-07-28_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
