"","2022-12-2021-12","2021-09-2022-12"
"Annualized Returns",,
"2021-09-10_to_2022-12-01_Index_3QRank","-72.902","-60.717"
"2021-09-10_to_2022-12-01_Crypto10_Index","-85.498","-81.229"
"Volatility",,
"2021-09-10_to_2022-12-01_Index_3QRank","73.9","72.97"
"2021-09-10_to_2022-12-01_Crypto10_Index","84.65","81.56"
"Tracking Error",,
"2021-09-10_to_2022-12-01_Index_3QRank","45.91","41.29"
"2021-09-10_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-09-10_to_2022-12-01_Index_3QRank","0.27","0.5"
"2021-09-10_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-09-10_to_2022-12-01_Index_3QRank","0.51","2.15"
"2021-09-10_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-09-10_to_2022-12-01_Index_3QRank","0.73","0.77"
"2021-09-10_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-09-10_to_2022-12-01_Index_3QRank","67.44","72.34"
"2021-09-10_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-09-10_to_2022-12-01_Index_3QRank","-79.7127","-81.9274"
"2021-09-10_to_2022-12-01_Crypto10_Index","-85.948","-88.1183"
