"","2022-12-2021-12","2021-09-2022-12"
"Annualized Returns",,
"2021-09-01_to_2022-12-01_Index_3QRank","-75.042","-60.816"
"2021-09-01_to_2022-12-01_Crypto10_Index","-85.498","-79.939"
"Volatility",,
"2021-09-01_to_2022-12-01_Index_3QRank","74.51","74"
"2021-09-01_to_2022-12-01_Crypto10_Index","84.65","81.56"
"Tracking Error",,
"2021-09-01_to_2022-12-01_Index_3QRank","46.94","42.07"
"2021-09-01_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-09-01_to_2022-12-01_Index_3QRank","0.22","0.45"
"2021-09-01_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-09-01_to_2022-12-01_Index_3QRank","0.03","1.92"
"2021-09-01_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-09-01_to_2022-12-01_Index_3QRank","0.73","0.78"
"2021-09-01_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-09-01_to_2022-12-01_Index_3QRank","66.08","71.43"
"2021-09-01_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-09-01_to_2022-12-01_Index_3QRank","-80.664","-82.5198"
"2021-09-01_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
