"","2022-12-2021-12","2021-10-2022-12"
"Annualized Returns",,
"2021-10-26_to_2022-12-01_Index_3QRank","-74.39","-71.594"
"2021-10-26_to_2022-12-01_Crypto10_Index","-85.498","-83.521"
"Volatility",,
"2021-10-26_to_2022-12-01_Index_3QRank","77.87","71.29"
"2021-10-26_to_2022-12-01_Crypto10_Index","84.65","78.77"
"Tracking Error",,
"2021-10-26_to_2022-12-01_Index_3QRank","47","44.14"
"2021-10-26_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-10-26_to_2022-12-01_Index_3QRank","0.24","0.27"
"2021-10-26_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-10-26_to_2022-12-01_Index_3QRank","0.66","0.79"
"2021-10-26_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-10-26_to_2022-12-01_Index_3QRank","0.77","0.75"
"2021-10-26_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-10-26_to_2022-12-01_Index_3QRank","66.53","66.34"
"2021-10-26_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-10-26_to_2022-12-01_Index_3QRank","-79.9453","-82.2943"
"2021-10-26_to_2022-12-01_Crypto10_Index","-85.948","-86.6628"
