"","2021-12-20_to_2022-12-01_Index_3QRank","2021-12-20_to_2022-12-01_Crypto10_Index"
"2021-12-20",0,0
"2021-12-21",0,0
"2021-12-22",0,0
"2021-12-23",0,0
"2021-12-24",-2.70529627441755,0
"2021-12-25",-1.15012847747054,0
"2021-12-26",0,0
"2021-12-27",-0.843698080302757,0
"2021-12-28",-9.00596155269738,-6.25724848306229
"2021-12-29",-10.9575673091723,-10.8227184012801
"2021-12-30",-9.23198663843077,-10.7068359978882
"2021-12-31",-9.80875701043227,-11.5874844017917
"2022-01-01",-6.30794956806966,-11.5874844017917
"2022-01-02",-5.65911460975765,-11.5874844017917
"2022-01-03",-6.00161501131227,-11.4484385833061
"2022-01-04",-7.66801504084038,-8.92236644242701
"2022-01-05",-10.5922104495236,-10.7763635734113
"2022-01-06",-10.90774425026,-14.9246867036118
"2022-01-07",-14.8043147254697,-16.8018565822502
"2022-01-08",-15.9872654714832,-16.8018565822502
"2022-01-09",-12.7274975742107,-16.8018565822502
"2022-01-10",-14.3934343306376,-17.404404016622
"2022-01-11",-11.978721544579,-11.5179661588292
"2022-01-12",-8.31458221437131,-8.92236644242701
"2022-01-13",-13.2687339404451,-14.1367386228855
"2022-01-14",-10.5752301042097,-13.0938623202817
"2022-01-15",-10.1221074026968,-13.0938623202817
"2022-01-16",-9.80440758816789,-13.0938623202817
"2022-01-17",-12.4495067985812,-13.0938623202817
"2022-01-18",-15.3026662752065,-14.6929312293885
"2022-01-19",-19.0384940349198,-15.9212081783467
"2022-01-20",-23.3219599593214,-19.0730005012518
"2022-01-21",-33.3686372916577,-28.1575948423791
"2022-01-22",-39.1276700288086,-28.1575948423791
"2022-01-23",-36.1154797947389,-28.1575948423791
"2022-01-24",-39.1203014380475,-39.0498314866218
"2022-01-25",-38.3434821190858,-35.6894564371476
"2022-01-26",-38.7795922463295,-33.4646580134544
"2022-01-27",-39.304226707372,-32.977983649914
"2022-01-28",-37.0011136092002,-27.4855198324843
"2022-01-29",-35.6889787161451,-27.4855198324843
"2022-01-30",-35.7797439327025,-27.4855198324843
"2022-01-31",-35.1898294672584,-26.9061451457667
"2022-02-01",-33.3841920698265,-25.9559691663401
"2022-02-02",-37.5915012486514,-28.1575948423791
"2022-02-03",-36.8945974587779,-30.150637791849
"2022-02-04",-30.8380827777324,-23.9397441366556
"2022-02-05",-30.0133379641907,-23.9397441366556
"2022-02-06",-28.5169162833215,-23.9397441366556
"2022-02-07",-23.8967641566576,-17.8215601371998
"2022-02-08",-25.1804664392958,-18.4009348239174
"2022-02-09",-23.0976746319605,-15.2027876731435
"2022-02-10",-26.4508208342163,-15.643107208815
"2022-02-11",-32.1446472290729,-24.6581739744193
"2022-02-12",-32.4608216149341,-24.6581739744193
"2022-02-13",-33.437715997887,-24.6581739744193
"2022-02-14",-32.8095712434581,-23.059095732752
"2022-02-15",-27.118228649906,-19.1888829046437
"2022-02-16",-27.9173991541569,-18.7253812887575
"2022-02-17",-34.160074509587,-22.5956034494263
"2022-02-18",-35.8118097001626,-23.5225973486382
"2022-02-19",-35.0505039998328,-23.5225973486382
"2022-02-20",-38.5502873842679,-23.5225973486382
"2022-02-21",-42.9857414964322,-23.5225973486382
"2022-02-22",-40.6753060375846,-29.5480903574772
"2022-02-23",-42.0244499308097,-29.0382432462826
"2022-02-24",-41.6850237804961,-30.590966660081
"2022-02-25",-38.2765806127296,-28.8760153475824
"2022-02-26",-38.2095493627704,-28.8760153475824
"2022-02-27",-41.713553414823,-28.8760153475824
"2022-02-28",-34.9603345198723,-26.4889983577493
"2022-03-01",-34.5801441731183,-25.0984935100908
"2022-03-02",-35.2935382457303,-25.6778681968084
"2022-03-03",-37.0802811088674,-27.8099662973244
"2022-03-04",-41.6376631961229,-32.0509897507021
"2022-03-05",-40.3543338720496,-32.0509897507021
"2022-03-06",-43.0016519443015,-32.0509897507021
"2022-03-07",-44.498509661328,-34.2526060941806
"2022-03-08",-43.4556664874628,-34.1367330233492
"2022-03-09",-39.8300357351874,-30.150637791849
"2022-03-10",-42.8696875122897,-31.4716150639845
"2022-03-11",-43.5516027425581,-32.0973352460105
"2022-03-12",-43.3054923517013,-32.0973352460105
"2022-03-13",-45.1071097197898,-32.0973352460105
"2022-03-14",-43.386412577066,-31.5179605592929
"2022-03-15",-42.6887802119831,-29.5480903574772
"2022-03-16",-39.493378841299,-29.8030185793547
"2022-03-17",-39.4179706152825,-30.1274650441948
"2022-03-18",-37.2520163098112,-28.458868559565
"2022-03-19",-35.7152296804958,-28.458868559565
"2022-03-20",-37.6887725388638,-28.458868559565
"2022-03-21",-36.4836538600317,-28.4356958119108
