"","2022-12-2021-12","2021-11-2022-12"
"Annualized Returns",,
"2021-11-02_to_2022-12-01_Index_3QRank","-78.098","-74.304"
"2021-11-02_to_2022-12-01_Crypto10_Index","-85.498","-83.484"
"Volatility",,
"2021-11-02_to_2022-12-01_Index_3QRank","82.89","79.06"
"2021-11-02_to_2022-12-01_Crypto10_Index","84.65","81.66"
"Tracking Error",,
"2021-11-02_to_2022-12-01_Index_3QRank","40.31","39.8"
"2021-11-02_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-11-02_to_2022-12-01_Index_3QRank","0.18","0.23"
"2021-11-02_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-11-02_to_2022-12-01_Index_3QRank","0.77","1.3"
"2021-11-02_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-11-02_to_2022-12-01_Index_3QRank","0.87","0.85"
"2021-11-02_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-11-02_to_2022-12-01_Index_3QRank","75.8","74.77"
"2021-11-02_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-11-02_to_2022-12-01_Index_3QRank","-81.593","-82.6114"
"2021-11-02_to_2022-12-01_Crypto10_Index","-85.948","-86.6628"
