"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2022-01-21";"BTC.USD";"36457.316409999999";"0.000109717346";"Core"
"2022-01-21";"SOL.USD";"111.966057000000";"0.119083708854";"Growth"
"2022-01-21";"BCH.USD";"315.208649000000";"0.063450035598";"Value"
"2022-01-21";"MATIC.USD";"1.698990000000";"7.847799771237";"Growth"
"2022-01-21";"ALGO.USD";"1.032348000000";"3.874662420037";"Core"
"2022-01-21";"LINK.USD";"17.426189000000";"0.229539574028";"Core"
"2022-01-21";"ETH.USD";"2557.931641000000";"0.001563763447";"Core"
"2022-01-21";"LTC.USD";"114.391869000000";"0.174837601438";"Value"
"2022-01-21";"ADA.USD";"1.123233000000";"3.561148933480";"Core"
"2022-01-21";"AVAX.USD";"65.922562000000";"0.202257511371";"Growth"
