"","2022-12-2021-12","2021-08-2022-12"
"Annualized Returns",,
"2021-08-07_to_2022-12-01_Index_3QRank","-79.316","-46.77"
"2021-08-07_to_2022-12-01_Crypto10_Index","-85.498","-73.374"
"Volatility",,
"2021-08-07_to_2022-12-01_Index_3QRank","80.95","76.6"
"2021-08-07_to_2022-12-01_Crypto10_Index","84.65","78.78"
"Tracking Error",,
"2021-08-07_to_2022-12-01_Index_3QRank","42.35","39.21"
"2021-08-07_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-08-07_to_2022-12-01_Index_3QRank","0.15","0.68"
"2021-08-07_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-08-07_to_2022-12-01_Index_3QRank","0.1","2.72"
"2021-08-07_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-08-07_to_2022-12-01_Index_3QRank","0.83","0.85"
"2021-08-07_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-08-07_to_2022-12-01_Index_3QRank","73.01","74.38"
"2021-08-07_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-08-07_to_2022-12-01_Index_3QRank","-82.4447","-83.5999"
"2021-08-07_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
