"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2022-01-18";"BTC.USD";"42375.632810000003";"0.000094393871";"Core"
"2022-01-18";"SOL.USD";"141.587189000000";"0.094170478470";"Growth"
"2022-01-18";"BCH.USD";"382.047028000000";"0.052349576189";"Value"
"2022-01-18";"MATIC.USD";"2.128439000000";"6.264371839331";"Growth"
"2022-01-18";"ALGO.USD";"1.319047000000";"3.032492397921";"Core"
"2022-01-18";"LINK.USD";"23.003719000000";"0.173884927042";"Core"
"2022-01-18";"ETH.USD";"3164.025146000000";"0.001264212456";"Core"
"2022-01-18";"LTC.USD";"141.890762000000";"0.140953503372";"Value"
"2022-01-18";"ADA.USD";"1.465541000000";"2.729367516842";"Core"
"2022-01-18";"AVAX.USD";"86.013412000000";"0.155014584625";"Growth"
