"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2022-02-06";"BTC.USD";"42412.433590000001";"0.000094311966";"Core"
"2022-02-06";"SOL.USD";"115.299759000000";"0.115640600197";"Growth"
"2022-02-06";"BCH.USD";"325.009369000000";"0.061536687578";"Value"
"2022-02-06";"MATIC.USD";"1.739951000000";"7.663051047606";"Growth"
"2022-02-06";"ALGO.USD";"1.023854000000";"3.906807025220";"Core"
"2022-02-06";"LINK.USD";"18.039454000000";"0.221736201107";"Core"
"2022-02-06";"ETH.USD";"3057.476074000000";"0.001308268619";"Core"
"2022-02-06";"LTC.USD";"127.445503000000";"0.156929821212";"Value"
"2022-02-06";"ADA.USD";"1.144547000000";"3.494832453364";"Core"
"2022-02-06";"AVAX.USD";"78.757263000000";"0.169296555333";"Growth"
