"","2022-12-2021-12","2021-11-2022-12"
"Annualized Returns",,
"2021-11-15_to_2022-12-01_Index_3QRank","-75.166","-75.113"
"2021-11-15_to_2022-12-01_Crypto10_Index","-85.498","-84.531"
"Volatility",,
"2021-11-15_to_2022-12-01_Index_3QRank","81.98","78.22"
"2021-11-15_to_2022-12-01_Crypto10_Index","84.65","81.66"
"Tracking Error",,
"2021-11-15_to_2022-12-01_Index_3QRank","36.84","36.44"
"2021-11-15_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-11-15_to_2022-12-01_Index_3QRank","0.28","0.26"
"2021-11-15_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-11-15_to_2022-12-01_Index_3QRank","1.74","2.23"
"2021-11-15_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-11-15_to_2022-12-01_Index_3QRank","0.87","0.86"
"2021-11-15_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-11-15_to_2022-12-01_Index_3QRank","79.43","78.5"
"2021-11-15_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-11-15_to_2022-12-01_Index_3QRank","-80.1498","-81.2839"
"2021-11-15_to_2022-12-01_Crypto10_Index","-85.948","-86.2325"
