"","2022-12-2021-12","2021-09-2022-12"
"Annualized Returns",,
"2021-09-28_to_2022-12-01_Index_3QRank","-75.637","-56.737"
"2021-09-28_to_2022-12-01_Crypto10_Index","-85.498","-77.712"
"Volatility",,
"2021-09-28_to_2022-12-01_Index_3QRank","81.63","80.05"
"2021-09-28_to_2022-12-01_Crypto10_Index","84.65","81.56"
"Tracking Error",,
"2021-09-28_to_2022-12-01_Index_3QRank","45.16","41.03"
"2021-09-28_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-09-28_to_2022-12-01_Index_3QRank","0.22","0.51"
"2021-09-28_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-09-28_to_2022-12-01_Index_3QRank","1.13","3.23"
"2021-09-28_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-09-28_to_2022-12-01_Index_3QRank","0.82","0.86"
"2021-09-28_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-09-28_to_2022-12-01_Index_3QRank","69.75","73.89"
"2021-09-28_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-09-28_to_2022-12-01_Index_3QRank","-81.4307","-82.5472"
"2021-09-28_to_2022-12-01_Crypto10_Index","-85.948","-87.4863"
