"","2022-12-2021-12","2021-07-2022-12"
"Annualized Returns",,
"2021-07-26_to_2022-12-01_Index_3QRank","-78.514","-32.395"
"2021-07-26_to_2022-12-01_Crypto10_Index","-85.498","-75.034"
"Volatility",,
"2021-07-26_to_2022-12-01_Index_3QRank","84.82","97.27"
"2021-07-26_to_2022-12-01_Crypto10_Index","84.65","79.95"
"Tracking Error",,
"2021-07-26_to_2022-12-01_Index_3QRank","42.24","51.56"
"2021-07-26_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-07-26_to_2022-12-01_Index_3QRank","0.17","0.83"
"2021-07-26_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-07-26_to_2022-12-01_Index_3QRank","1.19","7.47"
"2021-07-26_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-07-26_to_2022-12-01_Index_3QRank","0.88","1.03"
"2021-07-26_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-07-26_to_2022-12-01_Index_3QRank","74.11","69.97"
"2021-07-26_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-07-26_to_2022-12-01_Index_3QRank","-82.6608","-83.7772"
"2021-07-26_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
