"","2022-12-2021-12","2021-08-2022-12"
"Annualized Returns",,
"2021-08-24_to_2022-12-01_Index_3QRank","-77.757","-60.43"
"2021-08-24_to_2022-12-01_Crypto10_Index","-85.498","-78.488"
"Volatility",,
"2021-08-24_to_2022-12-01_Index_3QRank","78.74","74.95"
"2021-08-24_to_2022-12-01_Crypto10_Index","84.65","78.78"
"Tracking Error",,
"2021-08-24_to_2022-12-01_Index_3QRank","41.2","37.11"
"2021-08-24_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-08-24_to_2022-12-01_Index_3QRank","0.19","0.49"
"2021-08-24_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-08-24_to_2022-12-01_Index_3QRank","0.28","2.41"
"2021-08-24_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-08-24_to_2022-12-01_Index_3QRank","0.81","0.84"
"2021-08-24_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-08-24_to_2022-12-01_Index_3QRank","74.02","76.58"
"2021-08-24_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-08-24_to_2022-12-01_Index_3QRank","-81.3992","-83.1186"
"2021-08-24_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
