"","2022-12-2021-12","2021-09-2022-12"
"Annualized Returns",,
"2021-09-12_to_2022-12-01_Index_3QRank","-72.868","-62.624"
"2021-09-12_to_2022-12-01_Crypto10_Index","-85.498","-81.369"
"Volatility",,
"2021-09-12_to_2022-12-01_Index_3QRank","74.2","73.5"
"2021-09-12_to_2022-12-01_Crypto10_Index","84.65","81.56"
"Tracking Error",,
"2021-09-12_to_2022-12-01_Index_3QRank","45.69","41.22"
"2021-09-12_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-09-12_to_2022-12-01_Index_3QRank","0.28","0.45"
"2021-09-12_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-09-12_to_2022-12-01_Index_3QRank","0.57","2.27"
"2021-09-12_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-09-12_to_2022-12-01_Index_3QRank","0.74","0.78"
"2021-09-12_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-09-12_to_2022-12-01_Index_3QRank","67.76","72.48"
"2021-09-12_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-09-12_to_2022-12-01_Index_3QRank","-79.7505","-81.9472"
"2021-09-12_to_2022-12-01_Crypto10_Index","-85.948","-88.1183"
