"","2022-12-2021-12","2021-08-2022-12"
"Annualized Returns",,
"2021-08-17_to_2022-12-01_Index_3QRank","-76.46","-51.628"
"2021-08-17_to_2022-12-01_Crypto10_Index","-85.498","-75.57"
"Volatility",,
"2021-08-17_to_2022-12-01_Index_3QRank","75.61","72.27"
"2021-08-17_to_2022-12-01_Crypto10_Index","84.65","78.78"
"Tracking Error",,
"2021-08-17_to_2022-12-01_Index_3QRank","46.49","41.58"
"2021-08-17_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-08-17_to_2022-12-01_Index_3QRank","0.19","0.58"
"2021-08-17_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-08-17_to_2022-12-01_Index_3QRank","-0.1","2.47"
"2021-08-17_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-08-17_to_2022-12-01_Index_3QRank","0.75","0.78"
"2021-08-17_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-08-17_to_2022-12-01_Index_3QRank","66.84","70.46"
"2021-08-17_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-08-17_to_2022-12-01_Index_3QRank","-81.4161","-82.9022"
"2021-08-17_to_2022-12-01_Crypto10_Index","-85.9481","-88.7377"
