"","2022-12-2021-12","2021-10-2022-12"
"Annualized Returns",,
"2021-10-15_to_2022-12-01_Index_3QRank","-74.582","-68.164"
"2021-10-15_to_2022-12-01_Crypto10_Index","-85.498","-83.689"
"Volatility",,
"2021-10-15_to_2022-12-01_Index_3QRank","78.21","71.63"
"2021-10-15_to_2022-12-01_Crypto10_Index","84.65","78.77"
"Tracking Error",,
"2021-10-15_to_2022-12-01_Index_3QRank","47.31","44.38"
"2021-10-15_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-10-15_to_2022-12-01_Index_3QRank","0.23","0.35"
"2021-10-15_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-10-15_to_2022-12-01_Index_3QRank","0.64","0.83"
"2021-10-15_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-10-15_to_2022-12-01_Index_3QRank","0.77","0.75"
"2021-10-15_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-10-15_to_2022-12-01_Index_3QRank","66.19","66.05"
"2021-10-15_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-10-15_to_2022-12-01_Index_3QRank","-80.2232","-82.437"
"2021-10-15_to_2022-12-01_Crypto10_Index","-85.948","-87.4863"
