"","2021-09-12_to_2022-12-01_Index_3QRank","2021-09-12_to_2022-12-01_Crypto10_Index"
"2021-09-12",0,0
"2021-09-13",-5.47505058527298,-5.81817999999999
"2021-09-14",-2.4544113677755,-1.81818
"2021-09-15",0,0
"2021-09-16",-1.73144772780724,0
"2021-09-17",-4.59580021404585,-2.69802497487094
"2021-09-18",-2.37124818916276,-2.69802497487094
"2021-09-19",-6.30858808344256,-2.69802497487094
"2021-09-20",-18.296530810894,-18.7132415785172
"2021-09-21",-22.9409396904203,-26.4960176365276
"2021-09-22",-12.0226374229346,-21.9474166883626
"2021-09-23",-10.0394425758212,-18.7132415785172
"2021-09-24",-16.0795852861725,-23.901762121284
"2021-09-25",-15.9129801538125,-23.901762121284
"2021-09-26",-16.3447657797666,-23.901762121284
"2021-09-27",-19.1274166227106,-23.452088121379
"2021-09-28",-22.4111674620466,-28.4157669080535
"2021-09-29",-19.9942094198215,-33.36215237017
"2021-09-30",-16.799924790093,-27.3780723117798
"2021-10-01",-8.8615861856022,-26.0463531489023
"2021-10-02",-7.01515747461617,-26.0463531489023
"2021-10-03",-5.39465781306927,-26.0463531489023
"2021-10-04",-8.11988095761612,-27.3607694749421
"2021-10-05",-5.8881640875397,-19.6298829028852
"2021-10-06",-7.04663491938153,-13.3517782778912
"2021-10-07",-6.46663707555658,-13.5074372234721
"2021-10-08",-6.40193665655059,-9.9792470593025
"2021-10-09",-5.05008515976004,-9.9792470593025
"2021-10-10",-9.59383865716776,-9.9792470593025
"2021-10-11",-9.53103233223934,-8.43997946489051
"2021-10-12",-10.849707829444,-15.6001387651368
"2021-10-13",-8.96986224281786,-13.0923498726829
"2021-10-14",-7.52988616911432,-7.81736270712632
"2021-10-15",-1.44414337341041,-5.0501549217439
"2021-10-16",-2.80952233154783,-5.0501549217439
"2021-10-17",-4.13016878059738,-5.0501549217439
"2021-10-18",-4.78091722675291,-10.0657231943719
"2021-10-19",-4.0606220446554,-13.52473054803
"2021-10-20",0,-11.4493223309233
"2021-10-21",0,-6.08785903029727
"2021-10-22",0,-7.47145816684862
"2021-10-23",0,-7.47145816684862
"2021-10-24",-2.53606853432312,-7.47145816684862
"2021-10-25",0,-9.37391411381652
"2021-10-26",-0.36569532301679,-11.1034177906456
"2021-10-27",-7.9222302397847,-15.9460337931347
"2021-10-28",-0.546331225048746,-13.0923498726829
"2021-10-29",0,-11.795226871201
"2021-10-30",-3.65944575589389,-11.795226871201
"2021-10-31",-2.16434566829128,-11.795226871201
"2021-11-01",-0.873549635308546,-14.0435778461668
"2021-11-02",0,-14.337592900491
"2021-11-03",0,-13.52473054803
"2021-11-04",-2.14983949700746,-13.057763223567
"2021-11-05",-2.56851827608704,-13.6976828181689
"2021-11-06",-1.54792919346022,-13.6976828181689
"2021-11-07",-0.681125379913849,-13.6976828181689
"2021-11-08",0,-10.9131721959488
"2021-11-09",0,-11.7087507361315
"2021-11-10",-2.15537570431256,-15.2542342248591
"2021-11-11",-0.914160626411942,-13.52473054803
"2021-11-12",-3.28366206852398,-13.52473054803
"2021-11-13",-1.07047929215803,-13.52473054803
"2021-11-14",-0.0760090473140185,-13.52473054803
"2021-11-15",-3.32882614582897,-13.9744045479351
"2021-11-16",-11.2639319785213,-15.6001387651368
"2021-11-17",-10.3358994217907,-19.9066046326514
"2021-11-18",-17.7440935269908,-21.3420932551563
"2021-11-19",-11.9349817665092,-18.1079181453109
"2021-11-20",-9.40500223912493,-18.1079181453109
"2021-11-21",-9.6050869146613,-18.1079181453109
"2021-11-22",-13.7672511805377,-26.9283983118747
