"","2022-12-2021-12","2021-11-2022-12"
"Annualized Returns",,
"2021-11-27_to_2022-12-01_Index_3QRank","-73.962","-70.863"
"2021-11-27_to_2022-12-01_Crypto10_Index","-85.498","-84.91"
"Volatility",,
"2021-11-27_to_2022-12-01_Index_3QRank","74.79","71.42"
"2021-11-27_to_2022-12-01_Crypto10_Index","84.65","81.66"
"Tracking Error",,
"2021-11-27_to_2022-12-01_Index_3QRank","46.56","45.2"
"2021-11-27_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-11-27_to_2022-12-01_Index_3QRank","0.25","0.31"
"2021-11-27_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-11-27_to_2022-12-01_Index_3QRank","0.38","0.69"
"2021-11-27_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-11-27_to_2022-12-01_Index_3QRank","0.74","0.73"
"2021-11-27_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-11-27_to_2022-12-01_Index_3QRank","66.63","66.49"
"2021-11-27_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-11-27_to_2022-12-01_Index_3QRank","-80.3971","-80.3971"
"2021-11-27_to_2022-12-01_Crypto10_Index","-85.948","-86.2325"
