"","2022-12-2021-12","2021-08-2022-12"
"Annualized Returns",,
"2021-08-19_to_2022-12-01_Index_3QRank","-75.993","-55.143"
"2021-08-19_to_2022-12-01_Crypto10_Index","-85.498","-76.765"
"Volatility",,
"2021-08-19_to_2022-12-01_Index_3QRank","75.1","72.1"
"2021-08-19_to_2022-12-01_Crypto10_Index","84.65","78.78"
"Tracking Error",,
"2021-08-19_to_2022-12-01_Index_3QRank","46.76","41.59"
"2021-08-19_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-08-19_to_2022-12-01_Index_3QRank","0.2","0.52"
"2021-08-19_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-08-19_to_2022-12-01_Index_3QRank","-0.05","2.5"
"2021-08-19_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-08-19_to_2022-12-01_Index_3QRank","0.74","0.78"
"2021-08-19_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-08-19_to_2022-12-01_Index_3QRank","66.39","70.43"
"2021-08-19_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-08-19_to_2022-12-01_Index_3QRank","-81.2325","-82.862"
"2021-08-19_to_2022-12-01_Crypto10_Index","-85.9481","-88.7377"
